deal_type,obj_type,area_range,count,share_pct,grade,avg_price,median_price
продажа,Коммерческий участок,60001-60010,7,1.2,A+,7254286,1500000
продажа,Коммерческий участок,113001-113010,6,1.0,A+,1427333,1582000
продажа,Коммерческий участок,1501-1510,6,1.0,A+,10533333,5200000
продажа,Коммерческий участок,1201-1210,6,1.0,A+,4408333,4000000
продажа,Коммерческий участок,65131-65140,6,1.0,A+,19541100,19541100
продажа,Коммерческий участок,50001-50010,5,0.8,A+,24478000,11400000
продажа,Коммерческий участок,35001-35010,5,0.8,A+,2340000,2100000
продажа,Коммерческий участок,22001-22010,5,0.8,A+,20440000,22000000
продажа,Коммерческий участок,601-610,4,0.7,A+,10562500,5100000
продажа,Коммерческий участок,3001-3010,4,0.7,A+,57650000,11300000
продажа,Коммерческий участок,30001-30010,4,0.7,A+,113730000,2600000
продажа,Коммерческий участок,10161-10170,4,0.7,A+,24927250,25500000
продажа,Коммерческий участок,201-210,3,0.5,A+,11166667,11000000
продажа,Коммерческий участок,1001-1010,3,0.5,A+,13666667,15000000
продажа,Коммерческий участок,47911-47920,3,0.5,A+,1566667,1350000
продажа,Коммерческий участок,20231-20240,3,0.5,A+,4866667,6100000
продажа,Коммерческий участок,43001-43010,3,0.5,A+,68666667,96000000
продажа,Коммерческий участок,80001-80010,3,0.5,A+,11800000,9900000
продажа,Коммерческий участок,101-110,3,0.5,A+,6380000,1490000
продажа,Коммерческий участок,301-310,3,0.5,A+,16000000,12000000
продажа,Коммерческий участок,29001-29010,3,0.5,A+,11500000,15000000
продажа,Коммерческий участок,2001-2010,3,0.5,A+,7000000,2000000
продажа,Коммерческий участок,7501-7510,3,0.5,A+,46633333,35000000
продажа,Коммерческий участок,5181-5190,3,0.5,A+,7096667,7100000
продажа,Коммерческий участок,280001-280010,3,0.5,A+,101296667,8990000
продажа,Коммерческий участок,120001-120010,3,0.5,A+,6813333,1900000
продажа,Коммерческий участок,40001-40010,3,0.5,A+,5983333,1950000
продажа,Коммерческий участок,10011-10020,3,0.5,A+,1303333,1270000
продажа,Коммерческий участок,61-70,2,0.3,A+,29900000,55300000
продажа,Коммерческий участок,701-710,2,0.3,A+,1450000,1500000
продажа,Коммерческий участок,5271-5280,2,0.3,A+,15500000,18000000
продажа,Коммерческий участок,2021-2030,2,0.3,A+,6799500,8600000
продажа,Коммерческий участок,15001-15010,2,0.3,A+,5950000,5950000
продажа,Коммерческий участок,2401-2410,2,0.3,A+,5300000,5500000
продажа,Коммерческий участок,15181-15190,2,0.3,A+,21750000,43280000
продажа,Коммерческий участок,2731-2740,2,0.3,A+,32250000,58000000
продажа,Коммерческий участок,931-940,2,0.3,A+,3975000,6350000
продажа,Коммерческий участок,11001-11010,2,0.3,A+,80000000,80500000
продажа,Коммерческий участок,16031-16040,2,0.3,A+,600000,800000
продажа,Коммерческий участок,19001-19010,2,0.3,A+,93000000,176000000
продажа,Коммерческий участок,5521-5530,2,0.3,A+,42500000,45000000
продажа,Коммерческий участок,8001-8010,2,0.3,A+,62500000,100000000
продажа,Коммерческий участок,9001-9010,2,0.3,A+,68000000,111000000
продажа,Коммерческий участок,9991-10000,2,0.3,A+,10460000,10500000
продажа,Коммерческий участок,14001-14010,2,0.3,A+,2105000,2600000
продажа,Коммерческий участок,111-120,2,0.3,A+,1075000,1100000
продажа,Коммерческий участок,1301-1310,2,0.3,A+,12500000,14500000
продажа,Коммерческий участок,801-810,2,0.3,A+,10650000,20000000
продажа,Коммерческий участок,901-910,2,0.3,A+,2450000,4000000
продажа,Коммерческий участок,10021-10030,2,0.3,A+,1025000,1100000
продажа,Коммерческий участок,9501-9510,2,0.3,A+,92000000,115000000
продажа,Коммерческий участок,501-510,2,0.3,A+,1600000,1600000
продажа,Коммерческий участок,5501-5510,2,0.3,A+,40100000,74000000
продажа,Коммерческий участок,2511-2520,2,0.3,A+,7575000,12900000
продажа,Коммерческий участок,6751-6760,2,0.3,A+,4346394,6492788
продажа,Коммерческий участок,5031-5040,2,0.3,A+,4400000,7500000
продажа,Коммерческий участок,1051-1060,2,0.3,A+,13550000,25000000
продажа,Коммерческий участок,112001-112010,2,0.3,A+,1680000,1680000
продажа,Коммерческий участок,1101-1110,2,0.3,A+,55000000,55000000
продажа,Коммерческий участок,751-760,2,0.3,A+,25000000,44000000
продажа,Коммерческий участок,21861-21870,2,0.3,A+,28400000,28400000
продажа,Коммерческий участок,17001-17010,2,0.3,A+,845000,1450000
продажа,Коммерческий участок,2601-2610,2,0.3,A+,12000000,12000000
продажа,Коммерческий участок,271-280,2,0.3,A+,34250000,50000000
продажа,Коммерческий участок,1571-1580,2,0.3,A+,20750000,25000000
продажа,Коммерческий участок,651-660,1,0.2,A+,2200000,2200000
продажа,Коммерческий участок,7801-7810,1,0.2,A+,72500000,72500000
продажа,Коммерческий участок,25001-25010,1,0.2,A+,38000000,38000000
продажа,Коммерческий участок,1581-1590,1,0.2,A,14990000,14990000
продажа,Коммерческий участок,56601-56610,1,0.2,A,99929000,99929000
продажа,Коммерческий участок,451-460,1,0.2,A,49000000,49000000
продажа,Коммерческий участок,24761-24770,1,0.2,A,11600000,11600000
продажа,Коммерческий участок,1121-1130,1,0.2,A,20500000,20500000
продажа,Коммерческий участок,491-500,1,0.2,A,900000,900000
продажа,Коммерческий участок,9971-9980,1,0.2,A,11500000,11500000
продажа,Коммерческий участок,28021-28030,1,0.2,A,15000000,15000000
продажа,Коммерческий участок,40101-40110,1,0.2,A,450000000,450000000
продажа,Коммерческий участок,7741-7750,1,0.2,A,156000000,156000000
продажа,Коммерческий участок,66001-66010,1,0.2,A,6400000,6400000
продажа,Коммерческий участок,581-590,1,0.2,A,39900000,39900000
продажа,Коммерческий участок,36291-36300,1,0.2,A,13000000,13000000
продажа,Коммерческий участок,24001-24010,1,0.2,A,2650000,2650000
продажа,Коммерческий участок,152281-152290,1,0.2,A,62000000,62000000
продажа,Коммерческий участок,104631-104640,1,0.2,A,800000,800000
продажа,Коммерческий участок,17721-17730,1,0.2,A,5000000,5000000
продажа,Коммерческий участок,150001-150010,1,0.2,A,37000000,37000000
продажа,Коммерческий участок,83591-83600,1,0.2,A,39000000,39000000
продажа,Коммерческий участок,14301-14310,1,0.2,A,6750000,6750000
продажа,Коммерческий участок,4651-4660,1,0.2,A,90000000,90000000
продажа,Коммерческий участок,1191-1200,1,0.2,A,4000000,4000000
продажа,Коммерческий участок,112991-113000,1,0.2,A,1100000,1100000
продажа,Коммерческий участок,6301-6310,1,0.2,A,35000000,35000000
продажа,Коммерческий участок,39101-39110,1,0.2,A,26533000,26533000
продажа,Коммерческий участок,429961-429970,1,0.2,A,13500000,13500000
продажа,Коммерческий участок,421-430,1,0.2,A,9900000,9900000
продажа,Коммерческий участок,595781-595790,1,0.2,A,1100000,1100000
продажа,Коммерческий участок,29991-30000,1,0.2,A,11000000,11000000
продажа,Коммерческий участок,13821-13830,1,0.2,A,5950000,5950000
продажа,Коммерческий участок,13811-13820,1,0.2,A,5950000,5950000
продажа,Коммерческий участок,13881-13890,1,0.2,A,5950000,5950000
продажа,Коммерческий участок,13891-13900,1,0.2,A,5950000,5950000
продажа,Коммерческий участок,20991-21000,1,0.2,A,70000000,70000000
продажа,Коммерческий участок,15451-15460,1,0.2,A,9200000,9200000
продажа,Коммерческий участок,6161-6170,1,0.2,A,12700000,12700000
продажа,Коммерческий участок,48531-48540,1,0.2,A,108000000,108000000
продажа,Коммерческий участок,153051-153060,1,0.2,A,2400000,2400000
продажа,Коммерческий участок,60111-60120,1,0.2,A,1200000,1200000
продажа,Коммерческий участок,24601-24610,1,0.2,A,55987000,55987000
продажа,Коммерческий участок,81201-81210,1,0.2,A,45000000,45000000
продажа,Коммерческий участок,476781-476790,1,0.2,A,14200000,14200000
продажа,Коммерческий участок,32401-32410,1,0.2,A,73633000,73633000
продажа,Коммерческий участок,26001-26010,1,0.2,A,20000000,20000000
продажа,Коммерческий участок,98761-98770,1,0.2,A,162000000,162000000
продажа,Коммерческий участок,234931-234940,1,0.2,A,13000000,13000000
продажа,Коммерческий участок,921441-921450,1,0.2,A,30000000,30000000
продажа,Коммерческий участок,47121-47130,1,0.2,A,14200000,14200000
продажа,Коммерческий участок,21111-21120,1,0.2,A,1099000,1099000
продажа,Коммерческий участок,18711-18720,1,0.2,A,2999000,2999000
продажа,Коммерческий участок,92301-92310,1,0.2,A,9000000,9000000
продажа,Коммерческий участок,50191-50200,1,0.2,A,186200000,186200000
продажа,Коммерческий участок,4551-4560,1,0.2,A,26000000,26000000
продажа,Коммерческий участок,3171-3180,1,0.2,A,9900000,9900000
продажа,Коммерческий участок,1541-1550,1,0.2,A,3100000,3100000
продажа,Коммерческий участок,8751-8760,1,0.2,A,10000000,10000000
продажа,Коммерческий участок,3483601-3483610,1,0.2,A,5000000,5000000
продажа,Коммерческий участок,38211-38220,1,0.2,A,3800000,3800000
продажа,Коммерческий участок,32091-32100,1,0.2,A,3200000,3200000
продажа,Коммерческий участок,401-410,1,0.2,A,3500000,3500000
продажа,Коммерческий участок,96001-96010,1,0.2,A,15900000,15900000
продажа,Коммерческий участок,384001-384010,1,0.2,A,15900000,15900000
продажа,Коммерческий участок,1651-1660,1,0.2,A,6000000,6000000
продажа,Коммерческий участок,471-480,1,0.2,A,3300000,3300000
продажа,Коммерческий участок,3801-3810,1,0.2,A,5300000,5300000
продажа,Коммерческий участок,31271-31280,1,0.2,A,1800000,1800000
продажа,Коммерческий участок,198001-198010,1,0.2,A,10000000,10000000
продажа,Коммерческий участок,8321-8330,1,0.2,A,67000000,67000000
продажа,Коммерческий участок,14051-14060,1,0.2,A,700000,700000
продажа,Коммерческий участок,5461-5470,1,0.2,A,7200000,7200000
продажа,Коммерческий участок,11511-11520,1,0.2,A,15640000,15640000
продажа,Коммерческий участок,7991-8000,1,0.2,A,10739000,10739000
продажа,Коммерческий участок,5141-5150,1,0.2,A,6800000,6800000
продажа,Коммерческий участок,5281-5290,1,0.2,A,8400000,8400000
продажа,Коммерческий участок,951-960,1,0.2,A,950000,950000
продажа,Коммерческий участок,941-950,1,0.2,A,950000,950000
продажа,Коммерческий участок,9941-9950,1,0.2,A,4500000,4500000
продажа,Коммерческий участок,8481-8490,1,0.2,A,170000000,170000000
продажа,Коммерческий участок,66501-66510,1,0.2,A,1600000,1600000
продажа,Коммерческий участок,9774971-9774980,1,0.2,A,140000000,140000000
продажа,Коммерческий участок,60261-60270,1,0.2,A,18000000,18000000
продажа,Коммерческий участок,531-540,1,0.2,A,11500000,11500000
продажа,Коммерческий участок,6811-6820,1,0.2,A,7900000,7900000
продажа,Коммерческий участок,12191-12200,1,0.2,A,54000000,54000000
продажа,Коммерческий участок,31991-32000,1,0.2,A,4750000,4750000
продажа,Коммерческий участок,4501-4510,1,0.2,A,63000000,63000000
продажа,Коммерческий участок,7101-7110,1,0.2,A,91000000,91000000
продажа,Коммерческий участок,135481-135490,1,0.2,A,11500000,11500000
продажа,Коммерческий участок,100001-100010,1,0.2,A,8500000,8500000
продажа,Коммерческий участок,14831-14840,1,0.2,A,3700000,3700000
продажа,Коммерческий участок,1211-1220,1,0.2,A,3000000,3000000
продажа,Коммерческий участок,3271-3280,1,0.2,A,6900000,6900000
продажа,Коммерческий участок,79241-79250,1,0.2,A,23000000,23000000
продажа,Коммерческий участок,162921-162930,1,0.2,A,15000000,15000000
продажа,Коммерческий участок,731-740,1,0.2,A,10500000,10500000
продажа,Коммерческий участок,871-880,1,0.2,A,7500000,7500000
продажа,Коммерческий участок,16881-16890,1,0.2,A,32000000,32000000
продажа,Коммерческий участок,4161-4170,1,0.2,A,13300000,13300000
продажа,Коммерческий участок,4681-4690,1,0.2,A,30000000,30000000
продажа,Коммерческий участок,6001-6010,1,0.2,A,78000000,78000000
продажа,Коммерческий участок,25621-25630,1,0.2,A,450000000,450000000
продажа,Коммерческий участок,1400001-1400010,1,0.2,A,30000000,30000000
продажа,Коммерческий участок,20311-20320,1,0.2,A,6300000,6300000
продажа,Коммерческий участок,5301-5310,1,0.2,A,30000000,30000000
продажа,Коммерческий участок,10041-10050,1,0.2,A,2500000,2500000
продажа,Коммерческий участок,10061-10070,1,0.2,A,2500000,2500000
продажа,Коммерческий участок,6511-6520,1,0.2,A,11100000,11100000
продажа,Коммерческий участок,7831-7840,1,0.2,A,920000,920000
продажа,Коммерческий участок,672001-672010,1,0.2,A,2000000,2000000
продажа,Коммерческий участок,2011-2020,1,0.2,A,7200000,7200000
продажа,Коммерческий участок,1530001-1530010,1,0.2,A,23000000,23000000
продажа,Коммерческий участок,6051-6060,1,0.2,A,14550000,14550000
продажа,Коммерческий участок,6071-6080,1,0.2,A,14550000,14550000
продажа,Коммерческий участок,14771-14780,1,0.2,A,20740000,20740000
продажа,Коммерческий участок,6681-6690,1,0.2,A,9250000,9250000
продажа,Коммерческий участок,5881-5890,1,0.2,A,14200000,14200000
продажа,Коммерческий участок,7961-7970,1,0.2,A,10870000,10870000
продажа,Коммерческий участок,2281-2290,1,0.2,A,16850000,16850000
продажа,Коммерческий участок,32291-32300,1,0.2,A,9000000,9000000
продажа,Коммерческий участок,14801-14810,1,0.2,A,2200000,2200000
продажа,Коммерческий участок,431-440,1,0.2,A,3900000,3900000
продажа,Коммерческий участок,3701-3710,1,0.2,A,10580000,10580000
продажа,Коммерческий участок,63621-63630,1,0.2,A,1150000,1150000
продажа,Коммерческий участок,21531-21540,1,0.2,A,600000,600000
продажа,Коммерческий участок,12001-12010,1,0.2,A,1150000,1150000
продажа,Коммерческий участок,121-130,1,0.2,A,1350000,1350000
продажа,Коммерческий участок,521-530,1,0.2,A,2800000,2800000
продажа,Коммерческий участок,691-700,1,0.2,A,3800000,3800000
продажа,Коммерческий участок,641-650,1,0.2,A,3700000,3700000
продажа,Коммерческий участок,16161-16170,1,0.2,A,5500000,5500000
продажа,Коммерческий участок,260271-260280,1,0.2,A,1500000,1500000
продажа,Коммерческий участок,10601-10610,1,0.2,A,2100000,2100000
продажа,Коммерческий участок,10201-10210,1,0.2,A,330000,330000
продажа,Коммерческий участок,67001-67010,1,0.2,A,4000000,4000000
продажа,Коммерческий участок,86001-86010,1,0.2,A,25800000,25800000
продажа,Коммерческий участок,57001-57010,1,0.2,A,5750000,5750000
продажа,Коммерческий участок,351-360,1,0.2,A,10450000,10450000
продажа,Коммерческий участок,105651-105660,1,0.2,A,3500000,3500000
продажа,Коммерческий участок,20061-20070,1,0.2,A,8000000,8000000
продажа,Коммерческий участок,25401-25410,1,0.2,A,1900000,1900000
продажа,Коммерческий участок,33801-33810,1,0.2,A,15000000,15000000
продажа,Коммерческий участок,110191-110200,1,0.2,A,3950000,3950000
продажа,Коммерческий участок,42991-43000,1,0.2,A,20500000,20500000
продажа,Коммерческий участок,48741-48750,1,0.2,A,4000000,4000000
продажа,Коммерческий участок,4001-4010,1,0.2,A,56000000,56000000
продажа,Коммерческий участок,6501-6510,1,0.2,A,84000000,84000000
продажа,Коммерческий участок,8501-8510,1,0.2,A,106000000,106000000
продажа,Коммерческий участок,30961-30970,1,0.2,B,10500000,10500000
продажа,Коммерческий участок,45141-45150,1,0.2,B,6100000,6100000
продажа,Коммерческий участок,856251-856260,1,0.2,B,3000000,3000000
продажа,Коммерческий участок,46051-46060,1,0.2,B,13816200,13816200
продажа,Коммерческий участок,99601-99610,1,0.2,B,2200000,2200000
продажа,Коммерческий участок,18001-18010,1,0.2,B,9700000,9700000
продажа,Коммерческий участок,41001-41010,1,0.2,B,22500000,22500000
продажа,Коммерческий участок,21801-21810,1,0.2,B,5000000,5000000
продажа,Коммерческий участок,113041-113050,1,0.2,B,1600000,1600000
продажа,Коммерческий участок,178401-178410,1,0.2,B,5900000,5900000
продажа,Коммерческий участок,180371-180380,1,0.2,B,13000000,13000000
продажа,Коммерческий участок,47611-47620,1,0.2,B,7500000,7500000
продажа,Коммерческий участок,21551-21560,1,0.2,B,180000000,180000000
продажа,Коммерческий участок,24341-24350,1,0.2,B,58000000,58000000
продажа,Коммерческий участок,64141-64150,1,0.2,B,19243200,19243200
продажа,Коммерческий участок,45191-45200,1,0.2,B,13557900,13557900
продажа,Коммерческий участок,12481-12490,1,0.2,B,8800000,8800000
продажа,Коммерческий участок,1881-1890,1,0.2,B,8500000,8500000
продажа,Коммерческий участок,84001-84010,1,0.2,B,10200000,10200000
продажа,Коммерческий участок,266931-266940,1,0.2,B,17000000,17000000
продажа,Коммерческий участок,10401-10410,1,0.2,B,1000000,1000000
продажа,Коммерческий участок,10431-10440,1,0.2,B,1000000,1000000
продажа,Коммерческий участок,10821-10830,1,0.2,B,1000000,1000000
продажа,Коммерческий участок,105411-105420,1,0.2,B,82490000,82490000
продажа,Коммерческий участок,449001-449010,1,0.2,B,449000000,449000000
продажа,Коммерческий участок,175691-175700,1,0.2,B,900000,900000
продажа,Коммерческий участок,53561-53570,1,0.2,B,245000,245000
продажа,Коммерческий участок,42001-42010,1,0.2,B,5555555,5555555
продажа,Коммерческий участок,78001-78010,1,0.2,B,3100000,3100000
продажа,Коммерческий участок,51001-51010,1,0.2,B,880000,880000
продажа,Коммерческий участок,47901-47910,1,0.2,B,950000,950000
продажа,Коммерческий участок,40401-40410,1,0.2,B,2100000,2100000
продажа,Коммерческий участок,93231-93240,1,0.2,B,320000000,320000000
продажа,Коммерческий участок,10311-10320,1,0.2,B,170000,170000
продажа,Коммерческий участок,1131-1140,1,0.2,B,57000000,57000000
продажа,Коммерческий участок,85001-85010,1,0.2,B,3000000,3000000
продажа,Коммерческий участок,35941-35950,1,0.2,B,25000000,25000000
продажа,Коммерческий участок,49711-49720,1,0.2,B,12900000,12900000
продажа,Коммерческий участок,16781-16790,1,0.2,B,850000,850000
продажа,Коммерческий участок,43141-43150,1,0.2,B,560819970,560819970
продажа,Коммерческий участок,71421-71430,1,0.2,B,147000000,147000000
продажа,Коммерческий участок,65951-65960,1,0.2,B,26400000,26400000
продажа,Коммерческий участок,10031-10040,1,0.2,B,12200000,12200000
продажа,Коммерческий участок,29941-29950,1,0.2,B,3600000,3600000
продажа,Коммерческий участок,197451-197460,1,0.2,B,105000000,105000000
продажа,Коммерческий участок,138191-138200,1,0.2,B,72000000,72000000
продажа,Коммерческий участок,503341-503350,1,0.2,B,260000000,260000000
продажа,Коммерческий участок,5631-5640,1,0.2,B,365000000,365000000
продажа,Коммерческий участок,1831-1840,1,0.2,B,50100000,50100000
продажа,Коммерческий участок,28821-28830,1,0.2,B,110000000,110000000
продажа,Коммерческий участок,63051-63060,1,0.2,B,143173792,143173792
продажа,Коммерческий участок,261721-261730,1,0.2,B,170000000,170000000
продажа,Коммерческий участок,278521-278530,1,0.2,B,187000000,187000000
продажа,Коммерческий участок,355641-355650,1,0.2,B,390000000,390000000
продажа,Коммерческий участок,6381-6390,1,0.2,B,10000000,10000000
продажа,Коммерческий участок,14931-14940,1,0.2,B,16500000,16500000
продажа,Коммерческий участок,89671-89680,1,0.2,B,140000000,140000000
продажа,Коммерческий участок,1221-1230,1,0.2,B,39500000,39500000
продажа,Коммерческий участок,383841-383850,1,0.2,B,600000000,600000000
продажа,Коммерческий участок,446671-446680,1,0.2,B,688499970,688499970
продажа,Коммерческий участок,2521-2530,1,0.2,B,5000000,5000000
продажа,Коммерческий участок,2411-2420,1,0.2,B,5000000,5000000
продажа,Коммерческий участок,14991-15000,1,0.2,B,2530000,2530000
продажа,Коммерческий участок,3201-3210,1,0.2,B,12000000,12000000
продажа,Коммерческий участок,215801-215810,1,0.2,B,756000000,756000000
продажа,Коммерческий участок,2351-2360,1,0.2,B,28000000,28000000
продажа,Коммерческий участок,681-690,1,0.2,B,12700000,12700000
продажа,Коммерческий участок,1232071-1232080,1,0.2,B,20000000,20000000
продажа,Коммерческий участок,1717281-1717290,1,0.2,B,25000000,25000000
продажа,Коммерческий участок,2751-2760,1,0.2,B,4500000,4500000
продажа,Коммерческий участок,991-1000,1,0.2,B,14000000,14000000
продажа,Коммерческий участок,6361-6370,1,0.2,B,35000000,35000000
продажа,Коммерческий участок,5981-5990,1,0.2,B,7000000,7000000
продажа,Коммерческий участок,31501-31510,1,0.2,B,205000000,205000000
продажа,Коммерческий участок,21841-21850,1,0.2,B,28400000,28400000
продажа,Коммерческий участок,4771-4780,1,0.2,B,17050000,17050000
продажа,Коммерческий участок,110001-110010,1,0.2,B,1450000,1450000
продажа,Коммерческий участок,740851-740860,1,0.2,B,23000000,23000000
продажа,Коммерческий участок,32911-32920,1,0.2,B,400000,400000
продажа,Коммерческий участок,13731-13740,1,0.2,B,210000,210000
продажа,Коммерческий участок,13541-13550,1,0.2,B,200000,200000
продажа,Коммерческий участок,290001-290010,1,0.2,B,448000000,448000000
продажа,Коммерческий участок,10331-10340,1,0.2,B,1300000,1300000
продажа,Коммерческий участок,5011-5020,1,0.2,B,17000000,17000000
продажа,Коммерческий участок,13071-13080,1,0.2,B,2800000,2800000
продажа,Коммерческий участок,10211-10220,1,0.2,B,1180000,1180000
продажа,Коммерческий участок,1251-1260,1,0.2,B,15600000,15600000
продажа,Коммерческий участок,5201-5210,1,0.2,B,24000000,24000000
продажа,Коммерческий участок,10101-10110,1,0.2,B,29500000,29500000
продажа,Коммерческий участок,400001-400010,1,0.2,C,4000000,4000000
продажа,Коммерческий участок,5111-5120,1,0.2,C,4900000,4900000
продажа,Коммерческий участок,134001-134010,1,0.2,C,8750000,8750000
продажа,Коммерческий участок,10501-10510,1,0.2,C,5200000,5200000
продажа,Коммерческий участок,311-320,1,0.2,C,7500000,7500000
продажа,Коммерческий участок,15901-15910,1,0.2,C,5500000,5500000
продажа,Коммерческий участок,4301-4310,1,0.2,C,11000000,11000000
продажа,Коммерческий участок,9601-9610,1,0.2,C,22000000,22000000
продажа,Коммерческий участок,2151-2160,1,0.2,C,50000000,50000000
продажа,Коммерческий участок,10171-10180,1,0.2,C,540000,540000
продажа,Коммерческий участок,104641-104650,1,0.2,C,4180000,4180000
продажа,Коммерческий участок,13451-13460,1,0.2,C,25000000,25000000
продажа,Коммерческий участок,31921-31930,1,0.2,C,5000000,5000000
продажа,Коммерческий участок,10771-10780,1,0.2,C,8880000,8880000
продажа,Коммерческий участок,11891-11900,1,0.2,C,9800000,9800000
продажа,Коммерческий участок,6601-6610,1,0.2,C,23320000,23320000
продажа,Коммерческий участок,29711-29720,1,0.2,C,370000,370000
продажа,Коммерческий участок,25421-25430,1,0.2,C,322000,322000
продажа,Коммерческий участок,11811-11820,1,0.2,C,190000,190000
продажа,Коммерческий участок,13931-13940,1,0.2,C,210000,210000
продажа,Коммерческий участок,10361-10370,1,0.2,C,8550000,8550000
продажа,Коммерческий участок,1005001-1005010,1,0.2,C,25000000,25000000
продажа,Коммерческий участок,20471-20480,1,0.2,C,280000,280000
продажа,Коммерческий участок,44891-44900,1,0.2,C,525000,525000
продажа,Коммерческий участок,10561-10570,1,0.2,C,14700000,14700000
продажа,Коммерческий участок,48271-48280,1,0.2,C,84050000,84050000
продажа,Коммерческий участок,82841-82850,1,0.2,C,60000000,60000000
продажа,Коммерческий участок,13571-13580,1,0.2,C,215000,215000
продажа,Коммерческий участок,18851-18860,1,0.2,C,267000,267000
продажа,Коммерческий участок,45221-45230,1,0.2,C,528000,528000
продажа,Коммерческий участок,10141-10150,1,0.2,C,165000,165000
продажа,Коммерческий участок,57391-57400,1,0.2,C,7000000,7000000
продажа,Коммерческий участок,81051-81060,1,0.2,C,150000000,150000000
продажа,Коммерческий участок,891-900,1,0.2,C,4200000,4200000
продажа,Коммерческий участок,71-80,1,0.2,C,3800000,3800000
продажа,Коммерческий участок,281-290,1,0.2,C,24500000,24500000
продажа,Коммерческий участок,841-850,1,0.2,C,380000,380000
продажа,Коммерческий участок,921-930,1,0.2,C,14999000,14999000
продажа,Коммерческий участок,91-100,1,0.2,C,11000000,11000000
продажа,Коммерческий участок,200001-200010,1,0.2,C,650000000,650000000
продажа,Коммерческий участок,24301-24310,1,0.2,C,60990000,60990000
продажа,Коммерческий участок,569701-569710,1,0.2,C,13000000,13000000
продажа,Коммерческий участок,79361-79370,1,0.2,C,15000000,15000000
продажа,Коммерческий участок,10541-10550,1,0.2,C,23000000,23000000
продажа,Коммерческий участок,1751-1760,1,0.2,C,5200000,5200000
продажа,Коммерческий участок,2781-2790,1,0.2,C,9000000,9000000
продажа,Коммерческий участок,757111-757120,1,0.2,C,9300000,9300000
продажа,Коммерческий участок,1861-1870,1,0.2,C,3200000,3200000
продажа,Коммерческий участок,4991-5000,1,0.2,C,8500000,8500000
продажа,Коммерческий участок,49441-49450,1,0.2,C,158600000,158600000
продажа,Коммерческий участок,6761-6770,1,0.2,C,6507212,6507212
продажа,Коммерческий участок,11011-11020,1,0.2,C,4400000,4400000
продажа,Коммерческий участок,20181-20190,1,0.2,C,24200000,24200000
продажа,Коммерческий участок,13701-13710,1,0.2,C,15000000,15000000
продажа,Коммерческий участок,2851-2860,1,0.2,C,3500000,3500000
продажа,Коммерческий участок,51-60,1,0.2,C,6000000,6000000
продажа,Коммерческий участок,45001-45010,1,0.2,C,350000,350000
продажа,Коммерческий участок,8991-9000,1,0.2,C,4000000,4000000
продажа,Коммерческий участок,231-240,1,0.2,C,1500000,1500000
продажа,Офисное помещение,11-20,68,24.3,A+,2441015,2288800
продажа,Офисное помещение,21-30,37,13.2,A+,3588660,3237000
продажа,Офисное помещение,31-40,30,10.7,A+,4408943,4140000
продажа,Офисное помещение,61-70,17,6.1,A,8881096,9800000
продажа,Офисное помещение,41-50,14,5.0,A,5614834,5800000
продажа,Офисное помещение,1-10,12,4.3,A,1404300,1439200
продажа,Офисное помещение,101-110,10,3.6,A,9140000,8100000
продажа,Офисное помещение,51-60,8,2.9,A,5992500,5550000
продажа,Офисное помещение,71-80,7,2.5,A,7817857,5700000
продажа,Офисное помещение,81-90,6,2.1,A,10191667,10500000
продажа,Офисное помещение,141-150,5,1.8,B,20650000,19000000
продажа,Офисное помещение,91-100,5,1.8,B,11969800,10900000
продажа,Офисное помещение,121-130,4,1.4,B,18187500,19450000
продажа,Офисное помещение,171-180,4,1.4,B,17125000,17500000
продажа,Офисное помещение,241-250,3,1.1,B,25850000,30000000
продажа,Офисное помещение,551-560,2,0.7,B,90199500,90400000
продажа,Офисное помещение,211-220,2,0.7,B,20450000,25400000
продажа,Офисное помещение,361-370,2,0.7,B,24102500,45105000
продажа,Офисное помещение,801-810,2,0.7,B,50560000,75000000
продажа,Офисное помещение,411-420,2,0.7,B,55000000,60000000
продажа,Офисное помещение,251-260,2,0.7,B,28450000,47000000
продажа,Офисное помещение,191-200,2,0.7,B,21000000,25000000
продажа,Офисное помещение,181-190,2,0.7,B,18942750,29385500
продажа,Офисное помещение,131-140,2,0.7,B,14500000,16000000
продажа,Офисное помещение,321-330,2,0.7,B,27475000,29950000
продажа,Офисное помещение,351-360,2,0.7,B,35825000,36130000
продажа,Офисное помещение,161-170,2,0.7,C,19950000,29000000
продажа,Офисное помещение,111-120,2,0.7,C,12862500,14700000
продажа,Офисное помещение,231-240,1,0.4,C,12500000,12500000
продажа,Офисное помещение,331-340,1,0.4,C,21000000,21000000
продажа,Офисное помещение,481-490,1,0.4,C,40000000,40000000
продажа,Офисное помещение,441-450,1,0.4,C,40000000,40000000
продажа,Офисное помещение,1891-1900,1,0.4,C,100000000,100000000
продажа,Офисное помещение,1711-1720,1,0.4,C,308700000,308700000
продажа,Офисное помещение,2291-2300,1,0.4,C,192000000,192000000
продажа,Офисное помещение,151-160,1,0.4,C,23800000,23800000
продажа,Офисное помещение,221-230,1,0.4,C,27880000,27880000
продажа,Офисное помещение,401-410,1,0.4,C,65000000,65000000
продажа,Офисное помещение,701-710,1,0.4,C,50000000,50000000
продажа,Офисное помещение,421-430,1,0.4,C,28900000,28900000
продажа,Офисное помещение,1011-1020,1,0.4,C,155000000,155000000
