Тип объекта;Тип заявки;Район;Площадь;Цена
Торговое помещение;Сдать в аренду;Воровского;95.6;113000
Торговое помещение;Сдать в аренду;Центр: Студгородок;82.0;90000
Свободного назначения;Сдать в аренду;У озера квартал;53.2;32000
Торговое помещение;Сдать в аренду;Тюменский 2-й мкр.;46.0;55000
Торговое помещение;Сдать в аренду;1-й Заречный мкр;120.0;60000
Торговое помещение;Сдать в аренду;Дом Обороны;29.0;37700
Свободного назначения;Сдать в аренду;Центр: Дом печати;37.0;25000
Свободного назначения;Сдать в аренду;3 мкр;36.0;36000
Свободного назначения;Сдать в аренду;Суходольский мкр.;80.0;86000
Свободного назначения;Сдать в аренду;Лесобаза: Казачьи Луга мкр.;71.0;80000
Свободного назначения;Сдать в аренду;Дом Обороны;2.0;52000
Свободного назначения;Сдать в аренду;Дом Обороны;2.0;6000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;98.2;148000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;43.5;55000
База/склад/производство;Сдать в аренду;Лесобаза мкр.;465.0;280000
Свободного назначения;Сдать в аренду;Ново-Патрушево мкр.;109.0;140000
Свободного назначения;Сдать в аренду;СМП;760.0;450000
Свободного назначения;Сдать в аренду;Тюменский 3-й мкр.;128.0;128000
Офисное помещение;Сдать в аренду;Центр: Исторический;7.0;10000
Свободного назначения;Сдать в аренду;микрорайон Зарека;270.0;80000
Свободного назначения;Сдать в аренду;Плеханово;65.0;73500
Офисное помещение;Сдать в аренду;Центр: КПД;16.6;13000
Офисное помещение;Сдать в аренду;Центр: Исторический;154.0;169000
Свободного назначения;Сдать в аренду;Центр: Дом печати;48.0;65000
Свободного назначения;Сдать в аренду;Тюменский 3-й мкр.;43.3;65000
База/склад/производство;Сдать в аренду;Бабарынка;50.0;20000
Свободного назначения;Сдать в аренду;5-й Заречный мкр;30.0;50000
Свободного назначения;Сдать в аренду;Европейский мкр.;48.0;65000
Свободного назначения;Сдать в аренду;Лесобаза мкр.;35.1;30000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;80.0;40000
Торговое помещение;Сдать в аренду;Дом Обороны;58.0;58300
Торговое помещение;Сдать в аренду;микрорайон Тюменский-1;29.0;26100
Свободного назначения;Сдать в аренду;Комарово мкр.;766.8;725760
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;77.5;70830
Офисное помещение;Сдать в аренду;Центр: Исторический;100.0;70000
Офисное помещение;Сдать в аренду;Центр: Исторический;15.3;13770
Свободного назначения;Сдать в аренду;Трудовик с/о;150.0;25000
Свободного назначения;Сдать в аренду;Центр: Дом печати;139.0;65000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;14.0;26500
Свободного назначения;Сдать в аренду;1-й Заречный мкр;21.5;30000
Свободного назначения;Сдать в аренду;Ново-Патрушево мкр.;123.0;80000
Свободного назначения;Сдать в аренду;Тюменский 3-й мкр.;110.0;110000
Свободного назначения;Сдать в аренду;МЖК;86.0;200000
Свободного назначения;Сдать в аренду;Центр: Дом печати;22.0;15000
Офисное помещение;Сдать в аренду;Центр: Исторический;15.4;24640
Свободного назначения;Сдать в аренду;Воровского;28.7;42400
Свободного назначения;Сдать в аренду;5-й Заречный мкр;80.6;40300
Свободного назначения;Сдать в аренду;Восточный 3 мкр.;64.8;58500
Офисное помещение;Сдать в аренду;Центр: Исторический;16.1;27370
Офисное помещение;Сдать в аренду;Центр: Исторический;18.1;16200
Торговое помещение;Сдать в аренду;Центр: Исторический;61.5;200000
Свободного назначения;Сдать в аренду;5-й Заречный мкр;91.7;119210
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;73.0;90000
Торговое помещение;Сдать в аренду;Тюменский 1-й мкр.;157.2;135000
Офисное помещение;Сдать в аренду;Центр: КПД;22.0;17952
Офисное помещение;Сдать в аренду;Центр: Дом печати;206.4;185760
Свободного назначения;Сдать в аренду;микрорайон Зарека;112.1;55000
Свободного назначения;Сдать в аренду;Центр: Исторический;210.0;330000
Офисное помещение;Сдать в аренду;Центр: Студгородок;33.0;47850
Офисное помещение;Сдать в аренду;Центр: Студгородок;23.7;35550
Свободного назначения;Сдать в аренду;Дом Обороны;66.0;34000
Свободного назначения;Сдать в аренду;СМП;103.5;82800
Торговое помещение;Сдать в аренду;Плеханово;10.0;15000
Свободного назначения;Сдать в аренду;Плеханово;22.6;30000
Свободного назначения;Сдать в аренду;5-й Заречный мкр;119.0;59800
Свободного назначения;Сдать в аренду;Плеханово;69.5;75000
Торговое помещение;Сдать в аренду;Тюменский 3-й мкр.;45.0;80000
Свободного назначения;Сдать в аренду;Дом Обороны;10.0;20000
Свободного назначения;Сдать в аренду;Центр: КПД;60.0;110000
Свободного назначения;Сдать в аренду;Плеханово;57.5;80000
Торговое помещение;Сдать в аренду;Центр: Исторический;142.2;135090
Офисное помещение;Сдать в аренду;Центр: Студгородок;15.6;20000
Свободного назначения;Сдать в аренду;5-й Заречный мкр;37.6;37600
Свободного назначения;Сдать в аренду;3-й Заречный мкр;75.2;60000
Торговое помещение;Сдать в аренду;Европейский мкр.;102.5;107625
Торговое помещение;Сдать в аренду;Дударева д.;17.0;34000
Торговое помещение;Сдать в аренду;Дом Обороны;46.0;69000
Свободного назначения;Сдать в аренду;1-й Заречный мкр;158.0;35000
Торговое помещение;Сдать в аренду;2-й Заречный мкр;142.5;150000
База/склад/производство;Сдать в аренду;Центр: Исторический;23.3;18840
Свободного назначения;Сдать в аренду;ДОК;47.0;52000
Свободного назначения;Сдать в аренду;Тюменская слобода мкр.;34.0;50000
Свободного назначения;Сдать в аренду;Центр: КПД;138.4;190000
Свободного назначения;Сдать в аренду;Московский тракт мкр.;25.8;25000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;40.9;90000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;39.6;87000
Офисное помещение;Сдать в аренду;Центр: Исторический;67.2;80211
Свободного назначения;Сдать в аренду;Тюменская слобода мкр.;60.0;120000
Свободного назначения;Сдать в аренду;микрорайон Парфёново;20.0;20000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;122.0;150000
Торговое помещение;Сдать в аренду;Червишевский тракт мкр.;81.0;73710
Свободного назначения;Сдать в аренду;3-й Заречный мкр;40.1;62797
Офисное помещение;Сдать в аренду;Восточный р-н;12.6;15120
Свободного назначения;Сдать в аренду;Московский тракт мкр.;60.0;60000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;98.5;196000
Свободного назначения;Сдать в аренду;Ново-Патрушево мкр.;149.0;250000
Свободного назначения;Сдать в аренду;Плеханово;134.0;127870
Свободного назначения;Сдать в аренду;Тюменский 3-й мкр.;35.0;45000
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;64.0;65000
База/склад/производство;Сдать в аренду;null;5.0;3500
Торговое помещение;Сдать в аренду;Заречный мкр.;60.1;70000
Офисное помещение;Сдать в аренду;Центр: Исторический;18.0;14400
Торговое помещение;Сдать в аренду;Лесобаза: Казачьи Луга мкр.;66.2;60000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;106.0;132500
База/склад/производство;Сдать в аренду;Антипино мкр.;250.0;58000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;299.1;358920
Офисное помещение;Сдать в аренду;Центр: КПД;52.0;34000
Офисное помещение;Сдать в аренду;Московский тракт мкр.;53.1;45000
Свободного назначения;Сдать в аренду;Центр: Студгородок;22.0;22000
Свободного назначения;Сдать в аренду;Центр: Дом печати;48.3;50000
Свободного назначения;Сдать в аренду;Тюменский 1-й мкр.;68.0;50000
Свободного назначения;Сдать в аренду;Центр: КПД;9.1;9000
Свободного назначения;Сдать в аренду;Центр: КПД;14.2;14000
База/склад/производство;Сдать в аренду;Центр: Драмтеатр;3.3;6500
Офисное помещение;Сдать в аренду;Центр: Студгородок;76.9;70000
Свободного назначения;Сдать в аренду;Центр: КПД;135.0;160000
Торговое помещение;Сдать в аренду;Комарово Парк мкр.;37.7;49200
Торговое помещение;Сдать в аренду;Комарово Парк мкр.;30.1;39200
Свободного назначения;Сдать в аренду;МЖК;74.6;60000
Офисное помещение;Сдать в аренду;4 мкр;471.1;471000
Офисное помещение;Сдать в аренду;Центр: КПД;20.0;23727
Торговое помещение;Сдать в аренду;микрорайон Тюменский-2;23.0;43700
Офисное помещение;Сдать в аренду;Центр: Исторический;21.2;16100
Свободного назначения;Сдать в аренду;Ново-Комарово;102.5;133250
Офисное помещение;Сдать в аренду;Центр: Дом печати;35.0;42000
Свободного назначения;Сдать в аренду;Московский тракт мкр.;60.0;25000
Торговое помещение;Сдать в аренду;Тюменский 1-й мкр.;32.0;35000
Торговое помещение;Сдать в аренду;Тюменская слобода мкр.;64.0;134400
Торговое помещение;Сдать в аренду;Центр: Исторический;185.0;230000
Торговое помещение;Сдать в аренду;Центр: Исторический;147.5;230000
Свободного назначения;Сдать в аренду;3 мкр;23.0;50000
Свободного назначения;Сдать в аренду;Ново-Комарово;24.1;33800
Свободного назначения;Сдать в аренду;Плеханово;30.4;30000
Свободного назначения;Сдать в аренду;Южный;57.5;53000
Свободного назначения;Сдать в аренду;Московский тракт мкр.;85.0;42500
Свободного назначения;Сдать в аренду;Центр: Исторический;49.6;59560
Свободного назначения;Сдать в аренду;3-й Заречный мкр;40.0;50000
Свободного назначения;Сдать в аренду;5-й Заречный мкр;200.9;120000
Торговое помещение;Сдать в аренду;Европейский мкр.;134.7;230000
Свободного назначения;Сдать в аренду;Тюменский 3-й мкр.;114.4;160000
Офисное помещение;Сдать в аренду;1-й Заречный мкр;55.0;40000
Офисное помещение;Сдать в аренду;Центр: Исторический;18.0;22000
Торговое помещение;Сдать в аренду;Ново-Патрушево мкр.;139.0;152900
Офисное помещение;Сдать в аренду;Центр: Исторический;32.0;31000
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;26.0;40000
Свободного назначения;Сдать в аренду;Центр: КПД;40.8;89600
Офисное помещение;Сдать в аренду;Антипино мкр.;58.3;40810
Свободного назначения;Сдать в аренду;Центр: КПД;76.7;120000
База/склад/производство;Сдать в аренду;микрорайон Матмасы;525.3;307440
Свободного назначения;Сдать в аренду;Центр: Исторический;233.0;70000
Офисное помещение;Сдать в аренду;Тюменский 3-й мкр.;15.3;12240
Офисное помещение;Сдать в аренду;Тюменский 3-й мкр.;20.4;16320
Свободного назначения;Сдать в аренду;1-й Заречный мкр;79.7;55000
Свободного назначения;Сдать в аренду;Центр: Дом печати;48.0;58000
Офисное помещение;Сдать в аренду;Центр: КПД;15.3;14500
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;140.0;60000
Свободного назначения;Сдать в аренду;4 мкр;288.6;200000
Торговое помещение;Сдать в аренду;Центр: КПД;100.0;185400
Торговое помещение;Сдать в аренду;Европейский мкр.;37.4;74800
Офисное помещение;Сдать в аренду;Центр: Исторический;17.6;14080
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;10.2;13200
Свободного назначения;Сдать в аренду;Восточный 2 мкр.;112.3;160000
Офисное помещение;Сдать в аренду;Центр: Студгородок;48.0;33000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;178.6;133950
Офисное помещение;Сдать в аренду;null;35.0;15000
Свободного назначения;Сдать в аренду;null;216.0;138000
Свободного назначения;Сдать в аренду;Европейский мкр.;120.0;140000
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;61.8;80340
Торговое помещение;Сдать в аренду;Боровский рп.;84.8;172000
Свободного назначения;Сдать в аренду;1-й Заречный мкр;109.4;60000
Торговое помещение;Сдать в аренду;Югра мкр.;35.0;40000
Торговое помещение;Сдать в аренду;Плеханово;24.0;55000
Офисное помещение;Сдать в аренду;Центр: Студгородок;1000.0;500000
