deal_type,obj_type,district,area_range,count,min_price_sqm,median_price_sqm,max_price_sqm,min_price,median_price,max_price
продажа,Торговое помещение,Боровский рп.,191-200,1,206000,206000,206000,41200000,41200000,41200000
продажа,Коммерческий участок,null,56991-57000,1,101,101,101,5750000,5750000,5750000
продажа,Свободного назначения,жилой комплекс Квартал Культура,221-230,1,184240,184240,184240,42180000,42180000,42180000
продажа,Коммерческий участок,Коника КП,341-350,1,29857,29857,29857,10450000,10450000,10450000
продажа,Коммерческий участок,микрорайон Березняковский,21991-22000,1,1000,1000,1000,22000000,22000000,22000000
продажа,Свободного назначения,жилой комплекс Чаркова 72,101-110,1,136625,136625,136625,15069758,15069758,15069758
продажа,Свободного назначения,жилой комплекс Чаркова 72,61-70,1,147887,147887,147887,10189444,10189444,10189444
продажа,Свободного назначения,Тарманы мкр.,41-50,1,167998,167998,167998,7990000,7990000,7990000
продажа,Свободного назначения,жилой комплекс В Гагаринском Парке,41-50,1,217878,217878,217878,11090000,11090000,11090000
продажа,Коммерческий участок,null,105651-105660,1,33,33,33,3500000,3500000,3500000
продажа,Торговое помещение,Ярково с.,141-150,1,68634,68634,68634,10350000,10350000,10350000
продажа,Коммерческий участок,Ермолина д.,20061-20070,1,399,399,399,8000000,8000000,8000000
продажа,Торговое помещение,Тавда,151-160,1,13750,13750,13750,2200000,2200000,2200000
продажа,Коммерческий участок,Черепаново с.,25391-25400,1,75,75,75,1900000,1900000,1900000
продажа,Коммерческий участок,Елань д. (Московский тракт),33791-33800,1,444,444,444,15000000,15000000,15000000
продажа,Коммерческий участок,Гилевская Роща,1291-1300,1,8077,8077,8077,10500000,10500000,10500000
продажа,Коммерческий участок,Малые Велижаны,110191-110200,1,36,36,36,3950000,3950000,3950000
продажа,Коммерческий участок,null,48741-48750,1,82,82,82,4000000,4000000,4000000
продажа,Коммерческий участок,Мальково с.,28991-29000,1,103,103,103,3000000,3000000,3000000
продажа,Коммерческий участок,Елань д. (Московский тракт),791-800,1,1625,1625,1625,1300000,1300000,1300000
продажа,Коммерческий участок,Калининский округ,3991-4000,1,14000,14000,14000,56000000,56000000,56000000
продажа,Коммерческий участок,Калининский округ,6491-6500,1,12923,12923,12923,84000000,84000000,84000000
продажа,Коммерческий участок,Ленинский округ,5261-5270,1,3416,3416,3416,18000000,18000000,18000000
продажа,Коммерческий участок,Калининский округ,8491-8500,1,12471,12471,12471,106000000,106000000,106000000
продажа,Свободного назначения,Винзили рп.,41-50,1,117530,117530,117530,5900000,5900000,5900000
продажа,Свободного назначения,5-й Заречный мкр,201-210,1,208065,208065,208065,42930000,42930000,42930000
продажа,Торговое помещение,КСМ,251-260,1,87451,87451,87451,22300000,22300000,22300000
продажа,Офисное помещение,Электрон,251-260,1,146154,146154,146154,38000000,38000000,38000000
продажа,Свободного назначения,Патрушева д.,471-480,1,114703,114703,114703,55000000,55000000,55000000
продажа,Свободного назначения,Ушаково КП,421-430,1,39535,39535,39535,17000000,17000000,17000000
продажа,Коммерческий участок,Мостовой,30951-30960,1,339,339,339,10500000,10500000,10500000
продажа,Коммерческий участок,Малый Хутор д.,112991-113000,1,14,14,14,1600000,1600000,1600000
продажа,Коммерческий участок,null,901-910,1,4430,4430,4430,4000000,4000000,4000000
продажа,Коммерческий участок,null,10021-10030,1,110,110,110,1100000,1100000,1100000
продажа,Торговое помещение,Комарово Парк мкр.,41-50,1,216814,216814,216814,9800000,9800000,9800000
продажа,Торговое помещение,Мотуши,61-70,1,36753,36753,36753,2400000,2400000,2400000
продажа,Коммерческий участок,Коняшина д.,901-910,1,996,996,996,900000,900000,900000
продажа,Коммерческий участок,Калининский округ,4991-5000,1,13400,13400,13400,67000000,67000000,67000000
продажа,Офисное помещение,1 мкр,351-360,1,102788,102788,102788,36130000,36130000,36130000
продажа,Коммерческий участок,Калининский округ,7991-8000,1,12500,12500,12500,100000000,100000000,100000000
продажа,Коммерческий участок,Калининский округ,9491-9500,1,12105,12105,12105,115000000,115000000,115000000
продажа,Коммерческий участок,Колобова,45131-45140,1,135,135,135,6100000,6100000,6100000
продажа,Торговое помещение,Центр: Исторический,201-210,1,256219,256219,256219,51500000,51500000,51500000
продажа,Свободного назначения,Европейский мкр.,151-160,1,188679,188679,188679,30000000,30000000,30000000
продажа,Офисное помещение,Центр: Дом печати,321-330,1,93041,93041,93041,29950000,29950000,29950000
продажа,Торговое помещение,Червишевский тракт мкр.,961-970,1,43578,43578,43578,42000000,42000000,42000000
продажа,Торговое помещение,Центр: Драмтеатр,81-90,1,203907,203907,203907,16700000,16700000,16700000
продажа,Коммерческий участок,null,856241-856250,1,4,4,4,3000000,3000000,3000000
