Тип объекта;Тип заявки;Район;Площадь;Цена
Офисное помещение;Сдать в аренду;Суходольский мкр.;32.5;42000
Свободного назначения;Сдать в аренду;Плеханово;80.0;64000
Свободного назначения;Сдать в аренду;Рощино мкр.;56.8;80000
Офисное помещение;Сдать в аренду;Центр: Исторический;190.0;135000
Свободного назначения;Сдать в аренду;микрорайон Восточный;50.0;125000
Свободного назначения;Сдать в аренду;Плеханово;70.8;56640
Свободного назначения;Сдать в аренду;Плеханово;54.5;43600
Свободного назначения;Сдать в аренду;Плеханово;72.9;58350
Свободного назначения;Сдать в аренду;Плеханово;52.1;41700
Свободного назначения;Сдать в аренду;Тарманы мкр.;154.0;155000
Свободного назначения;Сдать в аренду;Плеханово;109.4;87500
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;44.0;90000
Свободного назначения;Сдать в аренду;Плеханово;125.3;100000
Свободного назначения;Сдать в аренду;Плеханово;234.4;175000
Свободного назначения;Сдать в аренду;Дом Обороны;103.0;50000
Свободного назначения;Сдать в аренду;Центр: Исторический;232.0;232000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;141.0;150000
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;120.0;290000
Торговое помещение;Сдать в аренду;Центр: КПД;66.6;115000
Свободного назначения;Сдать в аренду;Центр: КПД;102.0;173400
Свободного назначения;Сдать в аренду;3-й Заречный мкр;119.0;130000
Свободного назначения;Сдать в аренду;Тюменская слобода мкр.;89.7;197000
Торговое помещение;Сдать в аренду;Тюменский 2-й мкр.;105.0;157000
Свободного назначения;Сдать в аренду;Тюменский 2-й мкр.;92.0;110000
Торговое помещение;Сдать в аренду;Тюменский 2-й мкр.;200.0;240000
Офисное помещение;Сдать в аренду;1 мкр;16.4;16400
Торговое помещение;Сдать в аренду;Комарово Парк мкр.;48.3;48300
Свободного назначения;Сдать в аренду;Плеханово;176.0;404800
Свободного назначения;Сдать в аренду;Плеханово;87.7;201710
Свободного назначения;Сдать в аренду;Тарманы мкр.;155.0;55000
Офисное помещение;Сдать в аренду;Дом Обороны;115.0;100000
База/склад/производство;Сдать в аренду;Дом Обороны;507.0;355000
База/склад/производство;Сдать в аренду;null;280.0;150000
Свободного назначения;Сдать в аренду;Центр: Исторический;238.0;180000
Свободного назначения;Сдать в аренду;Центр: Исторический;40.0;45000
Свободного назначения;Сдать в аренду;Центр: КПД;75.0;65000
Торговое помещение;Сдать в аренду;Центр: Дом печати;101.8;122000
Свободного назначения;Сдать в аренду;Центр: КПД;43.0;50000
Свободного назначения;Сдать в аренду;Тюменская слобода мкр.;58.5;105000
Свободного назначения;Сдать в аренду;5-й Заречный мкр;68.0;90000
Торговое помещение;Сдать в аренду;микрорайон Тюменский-2;42.6;35800
Свободного назначения;Сдать в аренду;Мыс мкр.;83.6;80000
Торговое помещение;Сдать в аренду;Центр: КПД;88.0;180000
Торговое помещение;Сдать в аренду;Центр: Исторический;190.0;305000
Свободного назначения;Сдать в аренду;Дом Обороны;40.0;60000
Свободного назначения;Сдать в аренду;Центр: КПД;46.0;30000
Торговое помещение;Сдать в аренду;Центр: КПД;87.5;175000
Офисное помещение;Сдать в аренду;Червишевский тракт мкр.;43.0;43000
Свободного назначения;Сдать в аренду;Мыс мкр.;77.7;155400
Свободного назначения;Сдать в аренду;Мыс мкр.;90.4;180800
Свободного назначения;Сдать в аренду;Мыс мкр.;30.2;60400
Свободного назначения;Сдать в аренду;МЖК;36.5;45000
Свободного назначения;Сдать в аренду;6 мкр;86.9;95590
Свободного назначения;Сдать в аренду;Дом Обороны;26.4;40000
Офисное помещение;Сдать в аренду;Центр: КПД;18.2;15500
Офисное помещение;Сдать в аренду;Центр: КПД;17.3;14710
Торговое помещение;Сдать в аренду;Центр: Дом печати;80.0;160000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;120.0;240000
Свободного назначения;Сдать в аренду;Южный;77.7;80000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;55.0;130000
База/склад/производство;Сдать в аренду;микрорайон Антипино;574.2;229680
Свободного назначения;Сдать в аренду;Дом Обороны;37.0;76000
Свободного назначения;Сдать в аренду;5-й Заречный мкр;83.2;83200
Свободного назначения;Сдать в аренду;Чикча с.;108.0;108000
Свободного назначения;Сдать в аренду;Чикча с.;36.0;36000
Свободного назначения;Сдать в аренду;Чикча с.;72.0;72000
Торговое помещение;Сдать в аренду;5 мкр;241.0;360000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;19.0;18050
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;25.0;23750
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;33.4;31730
Офисное помещение;Сдать в аренду;Дом Обороны;57.0;65000
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;44.7;55000
Торговое помещение;Сдать в аренду;Березняковский мкр. (Березняки);330.0;400000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;50.0;60000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;58.0;63800
Свободного назначения;Сдать в аренду;Мыс мкр.;93.0;167400
Свободного назначения;Сдать в аренду;Лесобаза мкр.;22.5;21000
Свободного назначения;Сдать в аренду;Стрела;311.0;250000
Свободного назначения;Сдать в аренду;Стрела;220.0;80000
Торговое помещение;Сдать в аренду;Дом Обороны;59.1;195030
Свободного назначения;Сдать в аренду;Дом Обороны;234.4;328188
Свободного назначения;Сдать в аренду;Червишевский тракт мкр.;30.7;49120
Свободного назначения;Сдать в аренду;Червишевский тракт мкр.;248.2;571580
Свободного назначения;Сдать в аренду;Центр: КПД;116.0;174000
Торговое помещение;Сдать в аренду;4 мкр;120.0;156000
Офисное помещение;Сдать в аренду;Центр: Исторический;49.2;50000
Свободного назначения;Сдать в аренду;Тюменская слобода мкр.;38.2;76400
Свободного назначения;Сдать в аренду;5-й Заречный мкр;134.4;309120
Офисное помещение;Сдать в аренду;Центр: Студгородок;638.0;602910
Свободного назначения;Сдать в аренду;Европейский мкр.;48.8;60000
База/склад/производство;Сдать в аренду;Гилевская Роща;1000.0;600000
База/склад/производство;Сдать в аренду;Гилевская Роща;511.0;306600
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;100.0;75000
Свободного назначения;Сдать в аренду;Восточный р-н;53.7;53700
Свободного назначения;Сдать в аренду;Лесобаза мкр.;430.0;260000
Свободного назначения;Сдать в аренду;Дом Обороны;14.9;14900
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;155.4;125000
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;284.1;200000
Офисное помещение;Сдать в аренду;Тюменский 1-й мкр.;113.0;130000
Офисное помещение;Сдать в аренду;Южный;135.1;150000
Торговое помещение;Сдать в аренду;Дом Обороны;129.6;213840
Торговое помещение;Сдать в аренду;Дом Обороны;60.5;99825
Торговое помещение;Сдать в аренду;Дом Обороны;62.2;111960
Офисное помещение;Сдать в аренду;Дом Обороны;13.9;20850
Офисное помещение;Сдать в аренду;Дом Обороны;34.2;47880
Офисное помещение;Сдать в аренду;Дом Обороны;35.3;42360
Офисное помещение;Сдать в аренду;Дом Обороны;19.6;30380
Офисное помещение;Сдать в аренду;Дом Обороны;30.9;40170
Офисное помещение;Сдать в аренду;Дом Обороны;24.3;24300
Офисное помещение;Сдать в аренду;Дом Обороны;26.0;26000
Торговое помещение;Сдать в аренду;микрорайон ДОК;38.0;50000
Офисное помещение;Сдать в аренду;Дом Обороны;23.5;18800
Офисное помещение;Сдать в аренду;Центр: Дом печати;72.2;79420
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;88.7;162321
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;69.0;126270
База/склад/производство;Сдать в аренду;микрорайон Тарманы;350.0;280000
Свободного назначения;Сдать в аренду;2 мкр;37.5;37500
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;197.0;380000
Свободного назначения;Сдать в аренду;Ново-Комарово;100.0;130000
Торговое помещение;Сдать в аренду;Югра мкр.;100.0;80000
Торговое помещение;Сдать в аренду;Дом Обороны;73.4;73400
Офисное помещение;Сдать в аренду;Центр: Исторический;40.0;45000
Свободного назначения;Сдать в аренду;Восточный 3 мкр.;94.5;80000
Свободного назначения;Сдать в аренду;Дом Обороны;91.5;79000
Торговое помещение;Сдать в аренду;Комарово Парк мкр.;59.6;100000
Свободного назначения;Сдать в аренду;Мальково с.;120.0;120000
Свободного назначения;Сдать в аренду;Мальково с.;300.0;270000
Торговое помещение;Сдать в аренду;Восточный р-н;113.6;100000
Офисное помещение;Сдать в аренду;Московский тракт мкр.;27.0;27000
Офисное помещение;Сдать в аренду;Дом Обороны;27.5;27500
Офисное помещение;Сдать в аренду;Дом Обороны;41.9;50280
Офисное помещение;Сдать в аренду;Дом Обороны;16.5;24750
Офисное помещение;Сдать в аренду;Дом Обороны;35.6;39160
Офисное помещение;Сдать в аренду;Дом Обороны;35.9;39490
Офисное помещение;Сдать в аренду;Дом Обороны;27.0;27000
Офисное помещение;Сдать в аренду;Дом Обороны;47.5;57000
Офисное помещение;Сдать в аренду;Дом Обороны;35.5;42600
Офисное помещение;Сдать в аренду;Дом Обороны;20.5;28700
Офисное помещение;Сдать в аренду;Заречный мкр.;29.8;53640
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;81.5;119000
База/склад/производство;Сдать в аренду;Центр: Студгородок;440.0;260000
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;30.1;39200
Офисное помещение;Сдать в аренду;Центр: Исторический;169.0;237000
Свободного назначения;Сдать в аренду;Патрушева д.;500.0;300000
Свободного назначения;Сдать в аренду;2-й Заречный мкр;34.0;30000
Офисное помещение;Сдать в аренду;1 мкр;25.9;24000
Свободного назначения;Сдать в аренду;Парфёново мкр.;172.0;260000
Торговое помещение;Сдать в аренду;Тавда;88.6;50000
Свободного назначения;Сдать в аренду;Центр: КПД;72.0;65000
Офисное помещение;Сдать в аренду;Центр: Исторический;67.0;50000
Свободного назначения;Сдать в аренду;Лесобаза мкр.;101.0;111100
Торговое помещение;Сдать в аренду;Лесобаза мкр.;135.0;148500
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;34.8;41760
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;123.7;148440
Свободного назначения;Сдать в аренду;3-й Заречный мкр;90.0;117000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;109.5;131400
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;93.1;111720
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;66.4;79680
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;210.9;253080
База/склад/производство;Сдать в аренду;Чикча с.;2012.0;399000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;922.5;1845000
Свободного назначения;Сдать в аренду;Центр: Исторический;238.3;175000
База/склад/производство;Сдать в аренду;null;439.5;100000
Свободного назначения;Сдать в аренду;МЖК;125.0;100000
Свободного назначения;Сдать в аренду;Дом Обороны;58.0;78300
Торговое помещение;Сдать в аренду;Европейский мкр.;69.4;138800
Свободного назначения;Сдать в аренду;Лесобаза мкр.;420.0;420000
Торговое помещение;Сдать в аренду;Центр: Дом печати;620.2;899290
Торговое помещение;Сдать в аренду;Центр: Дом печати;267.8;500000
Свободного назначения;Сдать в аренду;Центр: Исторический;118.2;50000
Свободного назначения;Сдать в аренду;Верхний Бор мкр.;21.0;21000
Свободного назначения;Сдать в аренду;Тюменский 3-й мкр.;440.0;440000
Свободного назначения;Сдать в аренду;Дом Обороны;28.2;31000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;28.9;37300
Офисное помещение;Сдать в аренду;Центр: Дом печати;352.4;430000
Свободного назначения;Сдать в аренду;6 мкр;270.0;135000
Офисное помещение;Сдать в аренду;Центр: Исторический;16.5;29700
Офисное помещение;Сдать в аренду;Центр: Исторический;14.9;23840
Офисное помещение;Сдать в аренду;Центр: Исторический;16.6;27900
Офисное помещение;Сдать в аренду;Центр: Исторический;19.8;29700
База/склад/производство;Сдать в аренду;Червишевский тракт мкр.;150.0;100000
Офисное помещение;Сдать в аренду;Центр: Исторический;15.1;22650
Офисное помещение;Сдать в аренду;Центр: Исторический;16.1;24150
Офисное помещение;Сдать в аренду;Центр: Исторический;15.6;23400
Свободного назначения;Сдать в аренду;Плеханово;51.6;85000
Офисное помещение;Сдать в аренду;Центр: Исторический;17.3;24220
Офисное помещение;Сдать в аренду;Центр: Исторический;18.7;26180
Офисное помещение;Сдать в аренду;Центр: Исторический;13.6;21760
Офисное помещение;Сдать в аренду;Центр: Исторический;14.0;22400
Офисное помещение;Сдать в аренду;Центр: Исторический;31.1;43540
Торговое помещение;Сдать в аренду;Щербак с.;75.0;35000
Офисное помещение;Сдать в аренду;Центр: Исторический;17.6;26400
Офисное помещение;Сдать в аренду;Центр: Исторический;11.2;17920
Офисное помещение;Сдать в аренду;null;84.6;67680
База/склад/производство;Сдать в аренду;Дударева д.;3.7;4000
Офисное помещение;Сдать в аренду;null;23.6;18880
Офисное помещение;Сдать в аренду;Центр: Исторический;17.0;25500
Офисное помещение;Сдать в аренду;Центр: Исторический;16.7;20050
Офисное помещение;Сдать в аренду;Центр: Исторический;19.8;29700
Офисное помещение;Сдать в аренду;Гилевская Роща;12.2;14640
Торговое помещение;Сдать в аренду;Европейский мкр.;69.8;105000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;98.5;80000
Офисное помещение;Сдать в аренду;Центр: Исторический;12.5;18750
Торговое помещение;Сдать в аренду;Югра мкр.;442.2;115414
Свободного назначения;Сдать в аренду;Заречный мкр.;92.5;46250
Свободного назначения;Сдать в аренду;Центр: Исторический;145.0;180000
Офисное помещение;Сдать в аренду;null;25.1;20800
Офисное помещение;Сдать в аренду;null;14.3;11440
Свободного назначения;Сдать в аренду;Московский тракт мкр.;106.0;70000
Свободного назначения;Сдать в аренду;Центр: КПД;112.2;190740
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;120.0;120000
Свободного назначения;Сдать в аренду;2-й Заречный мкр;127.6;60000
Свободного назначения;Сдать в аренду;Центр: Студгородок;23.0;19343
Офисное помещение;Сдать в аренду;null;15.9;12720
Торговое помещение;Сдать в аренду;Центр: КПД;63.5;114300
База/склад/производство;Сдать в аренду;Боровский рп.;720.0;172800
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;125.5;150000
Офисное помещение;Сдать в аренду;Боровский рп.;17.0;10200
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;10.0;13200
Офисное помещение;Сдать в аренду;Центр: Исторический;171.5;231525
Офисное помещение;Сдать в аренду;null;18.4;14720
Торговое помещение;Сдать в аренду;Успенка с.;36.0;39600
Офисное помещение;Сдать в аренду;null;16.2;12960
Офисное помещение;Сдать в аренду;null;16.7;13360
Свободного назначения;Сдать в аренду;Плеханово;25.0;45000
Офисное помещение;Сдать в аренду;null;29.4;23520
Офисное помещение;Сдать в аренду;null;10.3;8240
Офисное помещение;Сдать в аренду;Центр: КПД;55.0;50000
База/склад/производство;Сдать в аренду;Центр: КПД;49.0;27000
Офисное помещение;Сдать в аренду;null;17.9;14320
Свободного назначения;Сдать в аренду;Центр: Дом печати;62.5;60000
Свободного назначения;Сдать в аренду;Центр: Дом печати;60.7;60000
Свободного назначения;Сдать в аренду;Центр: Дом печати;40.6;40000
Свободного назначения;Сдать в аренду;микрорайон Мыс;30.0;35000
Торговое помещение;Сдать в аренду;Стрела;194.0;200000
Свободного назначения;Сдать в аренду;Ново-Комарово;78.8;102440
Свободного назначения;Сдать в аренду;микрорайон Тарманы;54.2;43500
Свободного назначения;Сдать в аренду;микрорайон Тарманы;93.4;75000
Офисное помещение;Сдать в аренду;2 мкр;31.7;32000
Офисное помещение;Сдать в аренду;null;16.9;13250
Офисное помещение;Сдать в аренду;null;19.2;15360
Офисное помещение;Сдать в аренду;null;18.5;14800
Офисное помещение;Сдать в аренду;null;50.2;40160
База/склад/производство;Сдать в аренду;null;200.0;100000
База/склад/производство;Сдать в аренду;Лесобаза мкр.;30.3;10000
Свободного назначения;Сдать в аренду;Московский тракт мкр.;28.6;34320
Торговое помещение;Сдать в аренду;Центр: КПД;38.2;72599
База/склад/производство;Сдать в аренду;Антипино мкр.;1480.0;814000
Свободного назначения;Сдать в аренду;Южный;286.9;150000
Офисное помещение;Сдать в аренду;Центр: Исторический;180.0;180000
Офисное помещение;Сдать в аренду;Центр: Студгородок;38.0;33000
Торговое помещение;Сдать в аренду;Центр: КПД;47.0;50000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;10.0;8500
База/склад/производство;Сдать в аренду;Центр: Драмтеатр;4.0;6000
База/склад/производство;Сдать в аренду;Центр: Драмтеатр;4.9;7000
База/склад/производство;Сдать в аренду;Автотранспортник-2 с/о;100.0;60000
Офисное помещение;Сдать в аренду;Центр: Исторический;70.2;90660
Свободного назначения;Сдать в аренду;6-й микрорайон;176.0;180000
Свободного назначения;Сдать в аренду;Центр: КПД;75.8;100000
База/склад/производство;Сдать в аренду;null;700.0;120000
Свободного назначения;Сдать в аренду;3 мкр;161.8;100000
Офисное помещение;Сдать в аренду;Центр: Дом печати;326.0;277000
База/склад/производство;Сдать в аренду;Центр: Дом печати;2.7;7000
Офисное помещение;Сдать в аренду;1-й Заречный мкр;26.0;26000
Свободного назначения;Сдать в аренду;Европейский мкр.;76.8;107520
Свободного назначения;Сдать в аренду;Европейский мкр.;74.5;104300
Офисное помещение;Сдать в аренду;Суходольский мкр.;24.6;30000
Свободного назначения;Сдать в аренду;Дом Обороны;93.0;75330
База/склад/производство;Сдать в аренду;микрорайон Антипино;288.0;230000
Свободного назначения;Сдать в аренду;Дом Обороны;828.0;400000
Свободного назначения;Сдать в аренду;4 мкр;37.0;50000
База/склад/производство;Сдать в аренду;Патрушева д.;1300.0;1040000
Офисное помещение;Сдать в аренду;Центр: Исторический;334.2;601560
Свободного назначения;Сдать в аренду;Суходольский мкр.;222.0;222000
Офисное помещение;Сдать в аренду;Тюменский 1-й мкр.;554.0;395000
Офисное помещение;Сдать в аренду;Тавда;26.2;15720
Офисное помещение;Сдать в аренду;Тавда;25.0;13125
Свободного назначения;Сдать в аренду;микрорайон Восточный;64.9;90000
Торговое помещение;Сдать в аренду;Тюменская слобода мкр.;55.0;135000
Торговое помещение;Сдать в аренду;Московский тракт мкр.;445.0;500000
Свободного назначения;Сдать в аренду;Боровский рп.;60.0;48000
Офисное помещение;Сдать в аренду;Центр: Исторический;112.0;115000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;138.7;277400
Торговое помещение;Сдать в аренду;6 мкр;120.0;120000
Торговое помещение;Сдать в аренду;Бабарынка;80.0;96000
Офисное помещение;Сдать в аренду;Центр: Исторический;267.8;268000
Свободного назначения;Сдать в аренду;Центр: Исторический;146.3;585200
Свободного назначения;Сдать в аренду;Заречный мкр.;96.2;173160
Свободного назначения;Сдать в аренду;Березняковский мкр. (Березняки);300.0;160000
Офисное помещение;Сдать в аренду;Тюменский 1-й мкр.;277.0;195000
База/склад/производство;Сдать в аренду;Антипино мкр.;453.6;250000
Офисное помещение;Сдать в аренду;null;11.7;14040
Офисное помещение;Сдать в аренду;null;47.3;56760
База/склад/производство;Сдать в аренду;микрорайон Парфёново;250.0;250000
Офисное помещение;Сдать в аренду;null;66.4;79680
Свободного назначения;Сдать в аренду;null;31.0;25000
Офисное помещение;Сдать в аренду;Центр: Студгородок;70.0;50000
База/склад/производство;Сдать в аренду;микрорайон Парфёново;150.0;200000
Торговое помещение;Сдать в аренду;Европейский мкр.;120.0;280000
Свободного назначения;Сдать в аренду;Центр: Исторический;67.0;140000
Торговое помещение;Сдать в аренду;Центр: Исторический;266.1;478980
База/склад/производство;Сдать в аренду;6 мкр;110.0;55000
Свободного назначения;Сдать в аренду;6 мкр;380.0;190000
Свободного назначения;Сдать в аренду;3-й Заречный мкр;161.0;161000
Торговое помещение;Сдать в аренду;null;100.0;90000
Торговое помещение;Сдать в аренду;Войновка мкр.;115.0;138000
Свободного назначения;Сдать в аренду;Тарманы мкр.;1500.0;1275000
База/склад/производство;Сдать в аренду;Гилевская Роща;72.0;36000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;45.0;30000
Офисное помещение;Сдать в аренду;Ожогина д.;220.0;180000
Офисное помещение;Сдать в аренду;1-й Заречный мкр;115.8;99588
Торговое помещение;Сдать в аренду;5 мкр;250.0;150000
База/склад/производство;Сдать в аренду;null;612.0;183600
Свободного назначения;Сдать в аренду;4 мкр;32.4;40000
База/склад/производство;Сдать в аренду;Гилевская Роща;216.0;108000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;385.0;100000
Свободного назначения;Сдать в аренду;Патрушева д.;490.0;343000
Свободного назначения;Сдать в аренду;Центр: КПД;90.0;81000
Свободного назначения;Сдать в аренду;СМП;50.0;50000
Свободного назначения;Сдать в аренду;Мыс мкр.;99.0;148500
Торговое помещение;Сдать в аренду;null;116.0;209000
Торговое помещение;Сдать в аренду;null;58.0;116000
Торговое помещение;Сдать в аренду;null;220.0;352000
Торговое помещение;Сдать в аренду;null;100.0;165000
Торговое помещение;Сдать в аренду;null;50.0;90000
Свободного назначения;Сдать в аренду;Тюменский 3-й мкр.;184.7;203170
Торговое помещение;Сдать в аренду;Горьковка с.;60.0;60000
Свободного назначения;Сдать в аренду;Горьковка с.;80.0;88000
Свободного назначения;Сдать в аренду;Лесобаза мкр.;72.5;90625
Свободного назначения;Сдать в аренду;Плеханово;17.0;35000
Свободного назначения;Сдать в аренду;Тюменская слобода мкр.;66.2;95000
Офисное помещение;Сдать в аренду;Тюменский 3-й мкр.;119.0;130000
Офисное помещение;Сдать в аренду;Центр: КПД;28.7;25830
Свободного назначения;Сдать в аренду;Дударева д.;1040.0;1040000
Свободного назначения;Сдать в аренду;Дударева д.;75.1;97500
Торговое помещение;Сдать в аренду;Падерина д.;300.0;360000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;140.1;141000
Торговое помещение;Сдать в аренду;Центр: Исторический;460.0;690000
Торговое помещение;Сдать в аренду;Центр: Исторический;340.0;544000
Торговое помещение;Сдать в аренду;null;425.3;680464
Торговое помещение;Сдать в аренду;null;234.0;374400
Свободного назначения;Сдать в аренду;null;203.7;325209
Свободного назначения;Сдать в аренду;null;220.2;352320
Торговое помещение;Сдать в аренду;null;111.3;178080
Свободного назначения;Сдать в аренду;null;172.7;276320
Свободного назначения;Сдать в аренду;null;134.4;215040
Торговое помещение;Сдать в аренду;null;131.2;209920
Свободного назначения;Сдать в аренду;null;31.2;49920
Свободного назначения;Сдать в аренду;null;64.9;103840
Торговое помещение;Сдать в аренду;Комарово Парк мкр.;44.0;52800
Торговое помещение;Сдать в аренду;null;134.7;215520
Свободного назначения;Сдать в аренду;null;63.8;102080
Свободного назначения;Сдать в аренду;null;54.5;87200
Свободного назначения;Сдать в аренду;null;48.1;76960
Свободного назначения;Сдать в аренду;null;48.5;77600
Свободного назначения;Сдать в аренду;null;83.1;132960
Свободного назначения;Сдать в аренду;null;49.4;79040
Свободного назначения;Сдать в аренду;null;59.5;95200
Свободного назначения;Сдать в аренду;null;36.4;58240
Свободного назначения;Сдать в аренду;null;239.5;383200
Свободного назначения;Сдать в аренду;null;40.4;64640
Свободного назначения;Сдать в аренду;null;38.9;62240
Свободного назначения;Сдать в аренду;null;39.2;62720
Свободного назначения;Сдать в аренду;null;79.5;127200
Свободного назначения;Сдать в аренду;null;58.1;92960
Свободного назначения;Сдать в аренду;Дом Обороны;500.0;60000
Свободного назначения;Сдать в аренду;Московский тракт мкр.;110.0;93500
Свободного назначения;Сдать в аренду;Московский тракт мкр.;30.0;30000
Свободного назначения;Сдать в аренду;Тюменская слобода мкр.;63.9;80000
Свободного назначения;Сдать в аренду;6 мкр;76.9;100000
Свободного назначения;Сдать в аренду;Лесобаза мкр.;69.0;50000
Торговое помещение;Сдать в аренду;Центр: Исторический;74.6;89520
Торговое помещение;Сдать в аренду;Центр: Исторический;47.0;39000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;300.0;376000
Торговое помещение;Сдать в аренду;Плеханово;480.0;576000
Свободного назначения;Сдать в аренду;Европейский мкр.;65.7;105000
Свободного назначения;Сдать в аренду;Комарово мкр.;35.0;38000
База/склад/производство;Сдать в аренду;ДОК;1162.0;871500
Готовый бизнес;Сдать в аренду;Тарманы мкр.;1200.0;1000000
Свободного назначения;Сдать в аренду;null;1200.0;1800000
Свободного назначения;Сдать в аренду;6 мкр;182.0;175000
Торговое помещение;Сдать в аренду;Тюменская слобода мкр.;20.0;38000
Офисное помещение;Сдать в аренду;Червишевский тракт мкр.;31.5;26000
Свободного назначения;Сдать в аренду;Плеханово;12.8;50000
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;164.1;213330
Свободного назначения;Сдать в аренду;Плеханово;11.5;50000
Свободного назначения;Сдать в аренду;Плеханово;14.9;50000
Свободного назначения;Сдать в аренду;Плеханово;65.5;150000
Свободного назначения;Сдать в аренду;Тюменская слобода мкр.;570.0;741000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;326.3;391200
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;392.7;471240
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;754.4;904200
База/склад/производство;Сдать в аренду;район пос. Антипино;500.0;100000
База/склад/производство;Сдать в аренду;null;5000.0;500000
Офисное помещение;Сдать в аренду;Центр: КПД;415.0;407000
Свободного назначения;Сдать в аренду;Тюменский 2-й мкр.;57.8;60000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;137.3;150000
Офисное помещение;Сдать в аренду;2 мкр;16.6;20750
Офисное помещение;Сдать в аренду;Центр: Исторический;136.0;122800
Свободного назначения;Сдать в аренду;Центр: КПД;88.6;89000
Свободного назначения;Сдать в аренду;Червишевский тракт мкр.;442.0;353600
Офисное помещение;Сдать в аренду;Центр: Исторический;248.7;350000
Свободного назначения;Сдать в аренду;Ново-Патрушево мкр.;127.2;165000
База/склад/производство;Сдать в аренду;район пос. Антипино;560.0;200000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;119.1;202470
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;94.2;160140
База/склад/производство;Сдать в аренду;Дом Обороны;778.0;544600
Офисное помещение;Сдать в аренду;Электрон;49.0;42705
Торговое помещение;Сдать в аренду;Тюменская слобода мкр.;29.8;47678
Свободного назначения;Сдать в аренду;5-й Заречный мкр;150.8;165880
Торговое помещение;Сдать в аренду;1 мкр;66.7;70000
Свободного назначения;Сдать в аренду;МЖК;210.0;168000
Свободного назначения;Сдать в аренду;Мыс мкр.;87.8;130000
Свободного назначения;Сдать в аренду;Лесобаза мкр.;88.2;83800
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;180.0;288000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;70.0;112000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;100.0;160000
Свободного назначения;Сдать в аренду;Плеханово;89.7;135000
Офисное помещение;Сдать в аренду;Гилевская Роща;74.0;50000
Свободного назначения;Сдать в аренду;Туринская слобода с.;158.0;79000
Свободного назначения;Сдать в аренду;Центр: Дом печати;19.4;31040
Свободного назначения;Сдать в аренду;Центр: Исторический;98.5;200000
Торговое помещение;Сдать в аренду;5 мкр;122.4;153000
Свободного назначения;Сдать в аренду;Тюменский 2-й мкр.;278.0;70000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;83.0;51000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;65.0;31850
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;90.0;44100
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;104.3;51107
База/склад/производство;Сдать в аренду;null;700.0;700000
Свободного назначения;Сдать в аренду;6 мкр;100.0;100000
Офисное помещение;Сдать в аренду;6 мкр;134.5;147950
