Тип объекта;Тип заявки;Район;Площадь;Цена
Свободного назначения;Сдать в аренду;null;150.0;550000
Офисное помещение;Сдать в аренду;Маяк мкр.;51.2;36000
База/склад/производство;Сдать в аренду;Московский тракт мкр.;2550.0;2300000
Офисное помещение;Сдать в аренду;Московский тракт мкр.;540.0;400000
Свободного назначения;Сдать в аренду;Центр: Исторический;70.9;85200
Свободного назначения;Сдать в аренду;Центр: Дом печати;128.5;155000
Офисное помещение;Сдать в аренду;Центр: КПД;3500.0;3800000
Офисное помещение;Сдать в аренду;Центр: КПД;184.0;120000
Свободного назначения;Сдать в аренду;1-й Заречный мкр;65.0;65000
Свободного назначения;Сдать в аренду;Московский тракт мкр.;116.2;88000
Свободного назначения;Сдать в аренду;МЖК;159.0;250000
Офисное помещение;Сдать в аренду;Боровский рп.;69.2;55000
Торговое помещение;Сдать в аренду;Дударева д.;71.1;49770
База/склад/производство;Сдать в аренду;Гилевская Роща;540.0;430000
Торговое помещение;Сдать в аренду;2 мкр;42.0;42000
Свободного назначения;Сдать в аренду;Винзили рп.;50.2;50000
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;140.0;84000
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;76.7;38350
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;32.7;18000
База/склад/производство;Сдать в аренду;ДОК;150.0;110000
База/склад/производство;Сдать в аренду;ДОК;215.0;151000
Офисное помещение;Сдать в аренду;Центр: Дом печати;120.0;150000
Свободного назначения;Сдать в аренду;Центр: КПД;25.0;25000
Офисное помещение;Сдать в аренду;Тарманы мкр.;51.4;51400
Офисное помещение;Сдать в аренду;Тарманы мкр.;16.8;16800
Офисное помещение;Сдать в аренду;Тарманы мкр.;40.0;40000
Офисное помещение;Сдать в аренду;Тарманы мкр.;30.2;30200
Офисное помещение;Сдать в аренду;Тарманы мкр.;70.2;70200
Офисное помещение;Сдать в аренду;Тарманы мкр.;141.3;141300
Офисное помещение;Сдать в аренду;Тарманы мкр.;300.0;300000
Торговое помещение;Сдать в аренду;Казарово мкр.;83.2;83200
Офисное помещение;Сдать в аренду;Центр: КПД;400.0;440000
Торговое помещение;Сдать в аренду;микрорайон Восточный;15.4;19000
Свободного назначения;Сдать в аренду;Плеханово;139.0;182000
Свободного назначения;Сдать в аренду;Гилевская Роща;14.3;13585
Свободного назначения;Сдать в аренду;Гилевская Роща;14.8;14060
Свободного назначения;Сдать в аренду;Гилевская Роща;18.7;17765
Свободного назначения;Сдать в аренду;Гилевская Роща;10.0;9500
Свободного назначения;Сдать в аренду;Бабарынка;658.0;790000
Торговое помещение;Сдать в аренду;Дом Обороны;99.7;269190
Торговое помещение;Сдать в аренду;Дом Обороны;92.6;250020
Свободного назначения;Сдать в аренду;Дударева д.;440.0;500000
Свободного назначения;Сдать в аренду;Южный;72.9;80190
Свободного назначения;Сдать в аренду;Дом Обороны;44.8;53760
Офисное помещение;Сдать в аренду;Тюменский 3-й мкр.;280.0;400000
Торговое помещение;Сдать в аренду;Мыс мкр.;60.0;48000
Офисное помещение;Сдать в аренду;Московский тракт мкр.;188.3;230000
Офисное помещение;Сдать в аренду;Московский тракт мкр.;124.3;150000
Офисное помещение;Сдать в аренду;Московский тракт мкр.;64.0;75000
Свободного назначения;Сдать в аренду;Тюнево с.;859.0;250000
Свободного назначения;Сдать в аренду;Плеханово;70.7;130000
Офисное помещение;Сдать в аренду;Дом Обороны;50.8;76200
Офисное помещение;Сдать в аренду;Плеханово;32.0;48000
Офисное помещение;Сдать в аренду;5-й Заречный мкр;136.8;68400
База/склад/производство;Сдать в аренду;Дом Обороны;1800.0;800000
Торговое помещение;Сдать в аренду;Плеханово;82.6;108000
База/склад/производство;Сдать в аренду;null;405.0;400000
Торговое помещение;Сдать в аренду;Центр: КПД;87.0;122000
Свободного назначения;Сдать в аренду;Червишевский тракт мкр.;80.0;108000
Свободного назначения;Сдать в аренду;Червишевский тракт мкр.;192.0;259200
Свободного назначения;Сдать в аренду;Червишевский тракт мкр.;272.0;367200
Свободного назначения;Сдать в аренду;Московский тракт мкр.;59.7;50000
Торговое помещение;Сдать в аренду;Дударева д.;53.6;80400
Торговое помещение;Сдать в аренду;Комарово Парк мкр.;208.7;313050
Свободного назначения;Сдать в аренду;Центр: Исторический;23.0;25000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;36.0;20000
Торговое помещение;Сдать в аренду;Тополя-2 с/о;174.0;80000
Торговое помещение;Сдать в аренду;Центр: Дом печати;50.0;60000
Офисное помещение;Сдать в аренду;Гилевская Роща;7.2;7200
Свободного назначения;Сдать в аренду;1-й Заречный мкр;37.6;55000
Свободного назначения;Сдать в аренду;1-й Заречный мкр;990.0;792000
Свободного назначения;Сдать в аренду;1-й Заречный мкр;261.7;209360
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;206.0;150000
Офисное помещение;Сдать в аренду;микрорайон Матмасы;220.0;120000
Свободного назначения;Сдать в аренду;микрорайон Войновка;70.0;56000
Свободного назначения;Сдать в аренду;5-й Заречный мкр;80.0;128000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;69.0;138000
Офисное помещение;Сдать в аренду;Центр: Исторический;35.8;53700
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;300.0;420000
Торговое помещение;Сдать в аренду;Червишевский тракт мкр.;86.6;130000
Свободного назначения;Сдать в аренду;Дом Обороны;85.8;85800
Свободного назначения;Сдать в аренду;Ожогино;700.0;700000
Офисное помещение;Сдать в аренду;Центр: Дом печати;250.0;450000
Торговое помещение;Сдать в аренду;Центр: Исторический;353.5;1785150
Свободного назначения;Сдать в аренду;2-й Заречный мкр;117.6;60000
Торговое помещение;Сдать в аренду;микрорайон Рощино;401.7;400000
Свободного назначения;Сдать в аренду;Центр: Исторический;121.0;302500
Торговое помещение;Сдать в аренду;1-й Заречный мкр;230.0;200000
Офисное помещение;Сдать в аренду;Гилевская Роща;120.0;90000
Офисное помещение;Сдать в аренду;null;1429.1;1143296
Торговое помещение;Сдать в аренду;Ново-Комарово;73.9;88700
База/склад/производство;Сдать в аренду;Винзили рп.;683.0;240000
Свободного назначения;Сдать в аренду;Ново-Комарово;83.4;50100
Торговое помещение;Сдать в аренду;Червишевский тракт мкр.;100.0;70000
Свободного назначения;Сдать в аренду;Тюменский 2-й мкр.;114.0;130000
Свободного назначения;Сдать в аренду;Центр: Дом печати;50.4;80000
Свободного назначения;Сдать в аренду;Центр: Студгородок;158.8;174680
Свободного назначения;Сдать в аренду;Центр: Студгородок;65.8;58380
База/склад/производство;Сдать в аренду;Гилевская Роща;467.0;290000
База/склад/производство;Сдать в аренду;Пышминка д.;1436.0;647000
Свободного назначения;Сдать в аренду;Центр: КПД;80.4;95000
Свободного назначения;Сдать в аренду;Червишевский тракт мкр.;59.2;59200
База/склад/производство;Сдать в аренду;Центр: Студгородок;800.0;520000
База/склад/производство;Сдать в аренду;Центр: Студгородок;272.7;109000
База/склад/производство;Сдать в аренду;Яр с. (Тобольский тракт);735.0;300000
Свободного назначения;Сдать в аренду;Тюменская слобода мкр.;59.1;100500
Торговое помещение;Сдать в аренду;Червишевский тракт мкр.;320.0;320000
База/склад/производство;Сдать в аренду;Войновка мкр.;550.0;500000
Свободного назначения;Сдать в аренду;Центр: КПД;77.1;100000
Свободного назначения;Сдать в аренду;Центр: КПД;117.4;152000
Свободного назначения;Сдать в аренду;Центр: КПД;89.2;116000
Свободного назначения;Сдать в аренду;Центр: КПД;88.0;114500
База/склад/производство;Сдать в аренду;Тарманы мкр.;1337.0;690000
Свободного назначения;Сдать в аренду;Центр: КПД;70.0;100000
База/склад/производство;Сдать в аренду;Гилевская Роща;147.1;120000
Готовый бизнес;Сдать в аренду;Центр: Драмтеатр;54.6;360000
База/склад/производство;Сдать в аренду;null;1085.0;650000
Свободного назначения;Сдать в аренду;Центральный округ;85.6;120000
База/склад/производство;Сдать в аренду;Новотуринский;1000.0;500000
Свободного назначения;Сдать в аренду;Винзили рп.;130.0;40000
Свободного назначения;Сдать в аренду;Дом Обороны;35.6;70000
Торговое помещение;Сдать в аренду;Стрела;32.1;35310
Офисное помещение;Сдать в аренду;Стрела;21.3;32400
Свободного назначения;Сдать в аренду;Стрела;48.8;55000
Свободного назначения;Сдать в аренду;Стрела;35.0;55000
Торговое помещение;Сдать в аренду;Стрела;35.0;55000
База/склад/производство;Сдать в аренду;СМП;480.0;330000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;171.0;428000
Свободного назначения;Сдать в аренду;Лесобаза мкр.;156.9;45000
Офисное помещение;Сдать в аренду;Гилевская Роща;80.0;69600
Офисное помещение;Сдать в аренду;Гилевская Роща;78.8;68556
Свободного назначения;Сдать в аренду;Лесобаза мкр.;68.1;85000
Свободного назначения;Сдать в аренду;Лесобаза мкр.;68.1;85000
Свободного назначения;Сдать в аренду;Лесобаза мкр.;51.3;75000
Свободного назначения;Сдать в аренду;Лесобаза мкр.;173.1;270000
Свободного назначения;Сдать в аренду;Лесобаза мкр.;325.0;325000
Свободного назначения;Сдать в аренду;Червишевский тракт мкр.;202.5;190000
Свободного назначения;Сдать в аренду;Центр: Исторический;271.3;150000
Офисное помещение;Сдать в аренду;Лесобаза мкр.;380.0;266000
Свободного назначения;Сдать в аренду;Ватутина мкр.;50.0;55000
Торговое помещение;Сдать в аренду;микрорайон Березняковский;152.0;150000
Свободного назначения;Сдать в аренду;null;32.7;39240
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;67.0;100000
Свободного назначения;Сдать в аренду;null;85.6;102720
Свободного назначения;Сдать в аренду;null;46.2;56040
Свободного назначения;Сдать в аренду;null;68.0;81600
Свободного назначения;Сдать в аренду;null;34.9;41880
Офисное помещение;Сдать в аренду;микрорайон Березняковский;245.0;171500
Торговое помещение;Сдать в аренду;Заречный мкр.;30.0;40000
Офисное помещение;Сдать в аренду;микрорайон Березняковский;152.0;136800
Свободного назначения;Сдать в аренду;Электрон;736.0;662400
Свободного назначения;Сдать в аренду;Лесобаза мкр.;790.0;632000
Торговое помещение;Сдать в аренду;Червишевский тракт мкр.;121.2;266640
Офисное помещение;Сдать в аренду;Дом Обороны;33.4;46760
Свободного назначения;Сдать в аренду;Плеханово;77.9;70110
Свободного назначения;Сдать в аренду;Червишевский тракт мкр.;120.0;120000
Торговое помещение;Сдать в аренду;Тавда;134.4;70000
Торговое помещение;Сдать в аренду;Тавда;520.0;250000
Свободного назначения;Сдать в аренду;Плеханово;75.3;75300
Торговое помещение;Сдать в аренду;Плеханово;63.1;63100
Свободного назначения;Сдать в аренду;Плеханово;67.5;100000
Свободного назначения;Сдать в аренду;Дом Обороны;112.3;112000
Офисное помещение;Сдать в аренду;Боровский рп.;14.2;17040
Офисное помещение;Сдать в аренду;Боровский рп.;29.8;32780
Офисное помещение;Сдать в аренду;Боровский рп.;47.4;42660
Офисное помещение;Сдать в аренду;Боровский рп.;60.6;48480
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;184.0;180000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;3.7;15000
Свободного назначения;Сдать в аренду;Центр: Исторический;300.0;420000
Свободного назначения;Сдать в аренду;Центр: Исторический;940.0;940000
Торговое помещение;Сдать в аренду;Центр: Исторический;268.0;536000
Свободного назначения;Сдать в аренду;Московский п.;8.6;8000
Свободного назначения;Сдать в аренду;Московский п.;4.5;5000
Торговое помещение;Сдать в аренду;Маяк мкр.;27.6;30360
Торговое помещение;Сдать в аренду;микрорайон Березняковский;48.0;96000
Торговое помещение;Сдать в аренду;микрорайон Березняковский;40.0;80000
Торговое помещение;Сдать в аренду;микрорайон Березняковский;100.0;120000
Офисное помещение;Сдать в аренду;Ново-Патрушево мкр.;400.0;350000
Торговое помещение;Сдать в аренду;Ново-Комарово;122.4;146880
Торговое помещение;Сдать в аренду;Ново-Комарово;146.2;175440
Офисное помещение;Сдать в аренду;Тарманы мкр.;17.0;16100
Офисное помещение;Сдать в аренду;Тарманы мкр.;16.8;16800
Офисное помещение;Сдать в аренду;Тарманы мкр.;17.2;17200
Свободного назначения;Сдать в аренду;4 мкр;50.0;80000
Офисное помещение;Сдать в аренду;Тарманы мкр.;17.1;17100
Офисное помещение;Сдать в аренду;Тарманы мкр.;17.0;16700
Офисное помещение;Сдать в аренду;Центр: КПД;31.0;27700
Торговое помещение;Сдать в аренду;Центр: КПД;175.0;245000
Торговое помещение;Сдать в аренду;Центр: КПД;162.5;227500
База/склад/производство;Сдать в аренду;Гилевская Роща;204.8;147456
Свободного назначения;Сдать в аренду;Дударева д.;70.9;55000
Свободного назначения;Сдать в аренду;Дом Обороны;23.3;34500
Свободного назначения;Сдать в аренду;микрорайон Матмасы;225.4;78890
Торговое помещение;Сдать в аренду;Дорожник с/о;400.0;400000
Свободного назначения;Сдать в аренду;Трудовик с/о;385.0;300000
База/склад/производство;Сдать в аренду;null;236.0;130000
Офисное помещение;Сдать в аренду;null;20.0;20000
Торговое помещение;Сдать в аренду;Дом Обороны;99.0;100000
База/склад/производство;Сдать в аренду;Центр: Студгородок;210.0;63000
База/склад/производство;Сдать в аренду;Лесобаза мкр.;450.0;270000
Офисное помещение;Сдать в аренду;Центр: Исторический;64.0;80000
Торговое помещение;Сдать в аренду;Тюменский 3-й мкр.;58.0;75000
Торговое помещение;Сдать в аренду;Центр: КПД;85.0;114750
Торговое помещение;Сдать в аренду;Центр: КПД;77.5;108000
Свободного назначения;Сдать в аренду;Щетково;508.0;150000
Свободного назначения;Сдать в аренду;Центр: КПД;73.4;75000
Торговое помещение;Сдать в аренду;микрорайон Рощино;59.6;60000
Торговое помещение;Сдать в аренду;Центр: КПД;114.0;114000
База/склад/производство;Сдать в аренду;Центр: Студгородок;580.0;377000
Торговое помещение;Сдать в аренду;Московский тракт мкр.;57.6;40000
Свободного назначения;Сдать в аренду;Тюменская слобода мкр.;72.3;145000
Свободного назначения;Сдать в аренду;Московский тракт мкр.;250.0;250000
Торговое помещение;Сдать в аренду;Московский тракт мкр.;105.0;130000
Офисное помещение;Сдать в аренду;микрорайон Восточный;38.0;38000
Свободного назначения;Сдать в аренду;микрорайон Матмасы;229.0;183000
Торговое помещение;Сдать в аренду;3 мкр;45.0;76500
Торговое помещение;Сдать в аренду;3 мкр;95.0;161500
Свободного назначения;Сдать в аренду;Лесобаза мкр.;37.9;40000
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;103.0;60000
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;108.0;81000
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;211.0;158250
Офисное помещение;Сдать в аренду;Центр: Исторический;262.0;235800
Торговое помещение;Сдать в аренду;Центр: КПД;200.0;240000
Торговое помещение;Сдать в аренду;5-й Заречный мкр;100.3;130390
Торговое помещение;Сдать в аренду;5-й Заречный мкр;98.5;128050
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;137.9;170000
Торговое помещение;Сдать в аренду;Дом Обороны;61.0;91500
Свободного назначения;Сдать в аренду;Червишевский тракт мкр.;210.0;136500
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;315.0;236250
Свободного назначения;Сдать в аренду;Центр: Исторический;176.0;123200
Офисное помещение;Сдать в аренду;Московский тракт мкр.;40.0;32000
Торговое помещение;Сдать в аренду;Центр: Исторический;97.6;90000
Торговое помещение;Сдать в аренду;Лесобаза мкр.;50.4;50400
Свободного назначения;Сдать в аренду;null;300.0;150000
Офисное помещение;Сдать в аренду;Дом Обороны;230.0;230000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;73.9;147800
Свободного назначения;Сдать в аренду;Плеханово;80.0;100000
Торговое помещение;Сдать в аренду;Центр: Дом печати;54.0;81000
Свободного назначения;Сдать в аренду;Тарманы мкр.;203.0;100000
Свободного назначения;Сдать в аренду;Центр: КПД;75.0;175000
Свободного назначения;Сдать в аренду;СМП;400.0;150000
Торговое помещение;Сдать в аренду;Плеханово;42.3;29600
Офисное помещение;Сдать в аренду;микрорайон Мыс;20.0;24500
Свободного назначения;Сдать в аренду;Червишево с.;126.0;50000
Свободного назначения;Сдать в аренду;6-й микрорайон;2000.0;2000000
Торговое помещение;Сдать в аренду;Центр: Дом печати;115.6;231200
Свободного назначения;Сдать в аренду;Богандинский пгт;60.0;40000
Торговое помещение;Сдать в аренду;Центр: КПД;130.0;142000
База/склад/производство;Сдать в аренду;null;612.0;200000
Свободного назначения;Сдать в аренду;Центр: Исторический;15.7;18000
Торговое помещение;Сдать в аренду;Падерина д.;600.0;600000
Свободного назначения;Сдать в аренду;Тюменская слобода мкр.;44.2;70400
Свободного назначения;Сдать в аренду;Ново-Комарово;131.9;158280
Офисное помещение;Сдать в аренду;Центр: Исторический;116.0;81200
Свободного назначения;Сдать в аренду;5-й Заречный мкр;104.5;130625
Свободного назначения;Сдать в аренду;Боровский рп.;83.2;166400
Свободного назначения;Сдать в аренду;Дударева д.;72.0;72000
Торговое помещение;Сдать в аренду;Европейский мкр.;57.4;90000
Свободного назначения;Сдать в аренду;Центр: Дом печати;53.0;39000
Свободного назначения;Сдать в аренду;Центр: Дом печати;55.0;71500
Свободного назначения;Сдать в аренду;Плеханово;78.2;80000
Свободного назначения;Сдать в аренду;Альпийская долина КП;46.0;46000
Свободного назначения;Сдать в аренду;Тюменская слобода мкр.;45.0;112500
Офисное помещение;Сдать в аренду;Гилевская Роща;110.0;150000
Офисное помещение;Сдать в аренду;Центр: Исторический;38.6;41000
Свободного назначения;Сдать в аренду;Центр: Исторический;289.0;419050
Свободного назначения;Сдать в аренду;3-й Заречный мкр;650.0;975000
Торговое помещение;Сдать в аренду;Центр: Студгородок;77.5;150000
База/склад/производство;Сдать в аренду;Суходольский мкр.;300.0;255000
Офисное помещение;Сдать в аренду;Центр: Исторический;108.0;100000
Офисное помещение;Сдать в аренду;Гилевская Роща;17.0;18700
Офисное помещение;Сдать в аренду;Гилевская Роща;12.7;12700
Свободного назначения;Сдать в аренду;Плеханово;41.0;60000
Свободного назначения;Сдать в аренду;Плеханово;67.4;67300
Свободного назначения;Сдать в аренду;Дударева д.;134.0;100000
Торговое помещение;Сдать в аренду;микрорайон Войновка;57.1;35000
Офисное помещение;Сдать в аренду;Боровский рп.;45.7;41130
Офисное помещение;Сдать в аренду;Боровский рп.;9.7;11640
Офисное помещение;Сдать в аренду;1 мкр;24.6;24000
Офисное помещение;Сдать в аренду;1 мкр;24.4;24000
Офисное помещение;Сдать в аренду;Боровский рп.;9.0;10800
Торговое помещение;Сдать в аренду;Центр: Исторический;185.0;148000
Свободного назначения;Сдать в аренду;Ново-Комарово;79.8;63840
Торговое помещение;Сдать в аренду;Центр: Исторический;24.0;110000
Торговое помещение;Сдать в аренду;Тюменский 3-й мкр.;12.0;60000
База/склад/производство;Сдать в аренду;null;282.0;185000
База/склад/производство;Сдать в аренду;Червишевский тракт мкр.;278.0;370000
База/склад/производство;Сдать в аренду;Червишевский тракт мкр.;180.0;185000
База/склад/производство;Сдать в аренду;Червишевский тракт мкр.;360.0;370000
Свободного назначения;Сдать в аренду;Плеханово;234.0;234000
Свободного назначения;Сдать в аренду;Плеханово;351.0;351000
Торговое помещение;Сдать в аренду;Плеханово;90.0;150000
Свободного назначения;Сдать в аренду;Луговое с.;500.0;150000
Свободного назначения;Сдать в аренду;1-й Заречный мкр;263.3;80000
Торговое помещение;Сдать в аренду;Ембаево с.;36.0;25340
Офисное помещение;Сдать в аренду;Дом Обороны;832.6;832600
Свободного назначения;Сдать в аренду;Дом Обороны;266.7;135000
База/склад/производство;Сдать в аренду;Тарманы мкр.;720.9;540675
Свободного назначения;Сдать в аренду;Тюменский 2-й мкр.;750.0;750000
Торговое помещение;Сдать в аренду;Центр: Исторический;25.2;15000
Офисное помещение;Сдать в аренду;Электрон;250.0;212500
Свободного назначения;Сдать в аренду;Московский тракт мкр.;75.0;70000
Торговое помещение;Сдать в аренду;Дударева д.;1000.0;400000
Торговое помещение;Сдать в аренду;Ярково с.;261.2;250000
Свободного назначения;Сдать в аренду;Червишевский тракт мкр.;61.0;61200
Свободного назначения;Сдать в аренду;Центр: Исторический;60.0;55000
Офисное помещение;Сдать в аренду;Червишевский тракт мкр.;53.0;35000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;370.0;500000
Свободного назначения;Сдать в аренду;Европейский мкр.;160.0;190000
Офисное помещение;Сдать в аренду;Центр: Исторический;37.5;45000
Свободного назначения;Сдать в аренду;Центр: КПД;13.0;15000
База/склад/производство;Сдать в аренду;Винзили рп.;1728.0;777600
Свободного назначения;Сдать в аренду;Маяк мкр.;55.0;65000
Торговое помещение;Сдать в аренду;Центр: Дом печати;133.0;172900
Свободного назначения;Сдать в аренду;Центр: Исторический;100.0;160000
Свободного назначения;Сдать в аренду;Дом Обороны;233.7;117000
Свободного назначения;Сдать в аренду;Солнышко с/о (Нефтяников);152.0;152000
База/склад/производство;Сдать в аренду;null;432.0;280800
Свободного назначения;Сдать в аренду;null;77.5;34880
База/склад/производство;Сдать в аренду;null;156.0;80000
Торговое помещение;Сдать в аренду;Тюменский 1-й мкр.;28.0;65000
Свободного назначения;Сдать в аренду;микрорайон Парфёново;37.1;45000
Свободного назначения;Сдать в аренду;Винзили рп.;20.0;25000
Свободного назначения;Сдать в аренду;Рощино мкр.;37.0;44400
Свободного назначения;Сдать в аренду;Тюменская слобода мкр.;91.0;141000
Свободного назначения;Сдать в аренду;Тюменская слобода мкр.;142.2;220000
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;58.8;58800
Свободного назначения;Сдать в аренду;Европейский мкр.;60.4;78000
Свободного назначения;Сдать в аренду;Восточный 2 мкр.;13.0;19000
База/склад/производство;Сдать в аренду;Тарманы мкр.;608.3;456225
Свободного назначения;Сдать в аренду;Плеханово;22.1;30000
База/склад/производство;Сдать в аренду;Центр: КПД;85.5;60000
Торговое помещение;Сдать в аренду;Мыс мкр.;82.6;66080
Офисное помещение;Сдать в аренду;Центр: Исторический;187.7;187700
Свободного назначения;Сдать в аренду;Суходольский мкр.;35.1;35000
Свободного назначения;Сдать в аренду;Центр: Дом печати;262.0;393000
Свободного назначения;Сдать в аренду;Центр: Дом печати;277.0;277000
Офисное помещение;Сдать в аренду;Дом Обороны;15.5;15000
Офисное помещение;Сдать в аренду;Дом Обороны;15.5;15000
Офисное помещение;Сдать в аренду;Дом Обороны;14.0;15000
Свободного назначения;Сдать в аренду;Дударева д.;76.0;91000
Свободного назначения;Сдать в аренду;Ново-Комарово;89.1;120000
Торговое помещение;Сдать в аренду;Центр: Исторический;120.0;204000
Свободного назначения;Сдать в аренду;Дом Обороны;17.3;34600
Свободного назначения;Сдать в аренду;Центр: Дом печати;1106.0;1000000
База/склад/производство;Сдать в аренду;Сосёнка-81 с/о;80.0;240000
Свободного назначения;Сдать в аренду;null;350.0;350000
Торговое помещение;Сдать в аренду;Плеханово;18.5;25000
Свободного назначения;Сдать в аренду;Плеханово;42.2;84400
Свободного назначения;Сдать в аренду;Плеханово;85.8;171600
Свободного назначения;Сдать в аренду;Дом Обороны;52.1;55000
База/склад/производство;Сдать в аренду;Центр: Исторический;23.3;20000
Свободного назначения;Сдать в аренду;Плеханово;22.0;45000
Свободного назначения;Сдать в аренду;Центр: Исторический;25.3;50000
Свободного назначения;Сдать в аренду;Плеханово;43.6;87200
Торговое помещение;Сдать в аренду;Плеханово;67.1;33500
Торговое помещение;Сдать в аренду;Плеханово;60.9;30000
Свободного назначения;Сдать в аренду;Стрела;1215.0;650000
Офисное помещение;Сдать в аренду;4 мкр;600.0;720000
Офисное помещение;Сдать в аренду;4 мкр;1200.0;1440000
Офисное помещение;Сдать в аренду;4 мкр;1800.0;2160000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;158.0;150100
Торговое помещение;Сдать в аренду;Плеханово;96.5;144810
Торговое помещение;Сдать в аренду;Плеханово;55.5;83310
Торговое помещение;Сдать в аренду;Плеханово;77.9;116910
База/склад/производство;Сдать в аренду;микрорайон Матмасы;1993.7;1295905
Свободного назначения;Сдать в аренду;1 мкр;80.0;120000
Свободного назначения;Сдать в аренду;Лесобаза мкр.;690.0;552000
Свободного назначения;Сдать в аренду;Плеханово;62.5;37500
Офисное помещение;Сдать в аренду;Центр: Дом печати;10.6;16000
Свободного назначения;Сдать в аренду;Суходольский мкр.;13.6;14000
Торговое помещение;Сдать в аренду;Дударева д.;32.0;45000
Свободного назначения;Сдать в аренду;Центр: Студгородок;164.2;250000
Свободного назначения;Сдать в аренду;Тюменский 1-й мкр.;50.0;55000
Свободного назначения;Сдать в аренду;Московский тракт мкр.;23.3;14000
Свободного назначения;Сдать в аренду;Лесобаза: Тура мкр;55.0;45000
База/склад/производство;Сдать в аренду;микрорайон Матмасы;537.0;250000
База/склад/производство;Сдать в аренду;микрорайон Матмасы;595.0;200000
База/склад/производство;Сдать в аренду;микрорайон Матмасы;4039.2;2625480
База/склад/производство;Сдать в аренду;микрорайон Матмасы;410.0;266500
База/склад/производство;Сдать в аренду;микрорайон Матмасы;2419.3;1572545
База/склад/производство;Сдать в аренду;1-й Заречный мкр;170.0;170000
Свободного назначения;Сдать в аренду;Центр: Дом печати;57.4;68880
Торговое помещение;Сдать в аренду;Заречный мкр.;51.5;100425
Офисное помещение;Сдать в аренду;Заречный мкр.;46.9;84420
Торговое помещение;Сдать в аренду;Дударева д.;840.0;1344000
Офисное помещение;Сдать в аренду;Центр: Исторический;353.9;513155
Свободного назначения;Сдать в аренду;Московский тракт мкр.;40.0;50000
Свободного назначения;Сдать в аренду;Центр: Дом печати;50.0;100000
Торговое помещение;Сдать в аренду;Дом Обороны;125.0;150000
База/склад/производство;Сдать в аренду;Дом Обороны;630.0;315000
Офисное помещение;Сдать в аренду;микрорайон Войновка;65.2;65000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;49.7;75000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;62.9;95000
Торговое помещение;Сдать в аренду;Лесобаза: Тура мкр;151.0;151000
Свободного назначения;Сдать в аренду;Дом Обороны;1207.0;482800
Свободного назначения;Сдать в аренду;5-й Заречный мкр;55.0;85000
Офисное помещение;Сдать в аренду;Центр: Исторический;41.3;26845
Офисное помещение;Сдать в аренду;Центр: Исторический;35.0;22750
Офисное помещение;Сдать в аренду;Центр: Исторический;76.3;45780
Офисное помещение;Сдать в аренду;Центр: Исторический;36.2;23530
Офисное помещение;Сдать в аренду;Центр: Исторический;53.0;34450
Офисное помещение;Сдать в аренду;Центр: Исторический;89.2;53520
Свободного назначения;Сдать в аренду;Центр: Исторический;240.0;390000
Офисное помещение;Сдать в аренду;Центр: КПД;213.0;278070
Офисное помещение;Сдать в аренду;Центр: КПД;221.0;287690
Офисное помещение;Сдать в аренду;Центр: КПД;71.0;93210
Свободного назначения;Сдать в аренду;Суходольский мкр.;200.0;260000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;2000.0;1000000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;751.4;500000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;173.0;173000
Свободного назначения;Сдать в аренду;Матмасы мкр.;50.0;50000
Свободного назначения;Сдать в аренду;Матмасы мкр.;80.0;80000
Свободного назначения;Сдать в аренду;Матмасы мкр.;465.0;235000
Торговое помещение;Сдать в аренду;Московский тракт мкр.;66.4;50000
База/склад/производство;Сдать в аренду;null;8000.0;10800000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;100.0;150000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;155.0;290000
Торговое помещение;Сдать в аренду;Восточный 2 мкр.;75.0;75000
Свободного назначения;Сдать в аренду;3-й Заречный мкр;64.0;102480
Офисное помещение;Сдать в аренду;1 мкр;65.0;45000
Торговое помещение;Сдать в аренду;Европейский мкр.;177.0;318600
