Тип объекта;Тип заявки;Площадь;Цена;Цена за кв.метр;Статус объекта;Район;Дата закрытия заявки
Офисное помещение;Продажа;126,9;19450000;153270,29;Продан;Центр: Исторический;2026-03
Офисное помещение;Продажа;129,5;8417500;65000;Продан;2 мкр;2025-11
Офисное помещение;Продажа;134,6;14500000;107726,59;Продан;Тюменский 1-й мкр.;2025-03
Офисное помещение;Продажа;165,2;16000000;96852,3;Продан;Центр: Студгородок;2025-04
Офисное помещение;Продажа;170,7;18000000;105448,16;Продан;Центр: Драмтеатр;2026-03
Офисное помещение;Продажа;247,7;3900000;15744,85;Продан;Центр: КПД;2025-06
Офисное помещение;Продажа;247,7;18577500;75000;Продан;Центр: КПД;2025-06
Офисное помещение;Продажа;364,5;30000000;82304,53;Продан;Центр: Дом печати;2025-09
Офисное помещение;Продажа;470,1;35000000;74452,24;Продан;Центр: КПД;2025-04
Офисное помещение;Продажа;603,4;3410000;5651,31;Продан;Центр: КПД;2025-08
Офисное помещение;Продажа;603,4;45225000;74950,28;Продан;Центр: КПД;2025-09
Офисное помещение;Продажа;926,8;65000000;70133,79;Продан;Центр: КПД;2025-11
Офисное помещение;Сдать в аренду;7;10000;1428,57;Сдан с нами;Центр: Исторический;2025-10
Офисное помещение;Сдать в аренду;10,2;13200;1294,12;Сдан с нами;Центр: Драмтеатр;2026-04
Офисное помещение;Сдать в аренду;12,6;15120;1200;Сдан с нами;Восточный р-н;2026-01
Офисное помещение;Сдать в аренду;15,2;16720;1100;Сдан с нами;Гилевская Роща;2026-04
Офисное помещение;Сдать в аренду;15,3;12240;800;Сдан с нами;Тюменский 3-й мкр.;2026-03
Офисное помещение;Сдать в аренду;15,3;13770;900;Сдан с нами;Центр: Исторический;2025-10
Офисное помещение;Сдать в аренду;15,3;14500;947,71;Сдан с нами;Центр: КПД;2026-03
Офисное помещение;Сдать в аренду;15,4;24640;1600;Сдан с нами;Центр: Исторический;2025-10
Офисное помещение;Сдать в аренду;15,6;20000;1282,05;Сдан с нами;Центр: Студгородок;2026-02
Офисное помещение;Сдать в аренду;15,6;25000;1602,56;Сдан с нами;Центр: КПД;2026-02
Офисное помещение;Сдать в аренду;15,7;9066;577,45;Сдан с нами;Гилевская Роща;2025-10
Офисное помещение;Сдать в аренду;16,1;27370;1700;Сдан с нами;Центр: Исторический;2026-02
Офисное помещение;Сдать в аренду;16,6;13000;783,13;Сдан с нами;Центр: КПД;2025-11
Офисное помещение;Сдать в аренду;17,6;14080;800;Сдан с нами;Центр: Исторический;2026-03
Офисное помещение;Сдать в аренду;18;14400;800;Сдан с нами;Центр: Исторический;2026-03
Офисное помещение;Сдать в аренду;18;22000;1222,22;Сдан с нами;Центр: Исторический;2026-03
Офисное помещение;Сдать в аренду;18,13;16200;893,55;Сдан с нами;Центр: Исторический;2026-02
Офисное помещение;Сдать в аренду;18,13;16300;899,06;Сдан с нами;Центр: Исторический;2025-09
Офисное помещение;Сдать в аренду;20;9360;468;Сдан с нами;Центр: КПД;2025-12
Офисное помещение;Сдать в аренду;20;23727;1186,35;Сдан с нами;Центр: КПД;2026-02
Офисное помещение;Сдать в аренду;20,4;16320;800;Сдан с нами;Тюменский 3-й мкр.;2026-03
Офисное помещение;Сдать в аренду;21,17;16100;760,51;Сдан с нами;Центр: Исторический;2026-01
Офисное помещение;Сдать в аренду;22;13000;590,91;Сдан с нами;Центр: Драмтеатр;2025-10
Офисное помещение;Сдать в аренду;22;17952;816;Сдан с нами;Центр: КПД;2026-03
Офисное помещение;Сдать в аренду;23,7;35550;1500;Сдан с нами;Центр: Студгородок;2025-12
Офисное помещение;Сдать в аренду;27,5;35000;1272,73;Сдан с нами;Центр: Исторический;2026-02
Офисное помещение;Сдать в аренду;28;45000;1607,14;Сдан с нами;Плеханово;2025-10
Офисное помещение;Сдать в аренду;31,1;32000;1028,94;Сдан с нами;Дом Обороны;2025-10
Офисное помещение;Сдать в аренду;32;30000;937,5;Сдан с нами;микрорайон Парфёново;2025-09
Офисное помещение;Сдать в аренду;32;31000;968,75;Сдан с нами;Центр: Исторический;2026-04
Офисное помещение;Сдать в аренду;33;47850;1450;Сдан с нами;Центр: Студгородок;2025-12
Офисное помещение;Сдать в аренду;33,6;11000;327,38;Сдан с нами;Червишевский тракт мкр.;2025-12
Офисное помещение;Сдать в аренду;35;42000;1200;Сдан с нами;Центр: Дом печати;2026-02
Офисное помещение;Сдать в аренду;36;40000;1111,11;Сдан с нами;Центр: Исторический;2025-09
Офисное помещение;Сдать в аренду;50;59000;1180;Сдан с нами;Центр: Исторический;2025-11
Офисное помещение;Сдать в аренду;52;34000;653,85;Сдан с нами;Центр: КПД;2026-04
Офисное помещение;Сдать в аренду;53,1;45000;847,46;Сдан с нами;Московский тракт мкр.;2026-02
Офисное помещение;Сдать в аренду;53,7;50000;931,1;Сдан с нами;Центр: КПД;2025-11
Офисное помещение;Сдать в аренду;55;35000;636,36;Сдан с нами;Центр: Исторический;2026-04
Офисное помещение;Сдать в аренду;55;40000;727,27;Сдан с нами;1-й Заречный мкр;2026-04
Офисное помещение;Сдать в аренду;58,3;40810;700;Сдан с нами;Антипино мкр.;2026-03
Офисное помещение;Сдать в аренду;61,6;90000;1461,04;Сдан с нами;Центр: Дом печати;2026-04
Офисное помещение;Сдать в аренду;67,2;80211;1193,62;Сдан с нами;Центр: Исторический;2026-03
Офисное помещение;Сдать в аренду;73;90000;1232,88;Сдан с нами;Центр: Драмтеатр;2025-12
Офисное помещение;Сдать в аренду;77,5;70830;913,94;Сдан с нами;Центр: Драмтеатр;2025-10
Офисное помещение;Сдать в аренду;84,6;50000;591,02;Сдан с нами;Центр: КПД;2026-02
Офисное помещение;Сдать в аренду;90,4;90000;995,58;Сдан с нами;Центр: Драмтеатр;2026-01
Офисное помещение;Сдать в аренду;92,7;100000;1078,75;Сдан с нами;Центр: Дом печати;2025-12
Офисное помещение;Сдать в аренду;94,3;85000;901,38;Сдан с нами;Центр: Исторический;2025-09
Офисное помещение;Сдать в аренду;95,5;100000;1047,12;Сдан с нами;Княжева мкр.;2025-12
Офисное помещение;Сдать в аренду;98,5;85000;862,94;Сдан с нами;Дом Обороны;2025-09
Офисное помещение;Сдать в аренду;100;70000;700;Сдан с нами;Центр: Исторический;2025-12
Офисное помещение;Сдать в аренду;105;88995;847,57;Сдан с нами;Центр: Драмтеатр;2025-09
Офисное помещение;Сдать в аренду;140;140000;1000;Сдан с нами;Центр: Драмтеатр;2025-12
Офисное помещение;Сдать в аренду;154;169000;1097,4;Сдан с нами;Центр: Исторический;2025-12
Офисное помещение;Сдать в аренду;185;123000;664,86;Сдан с нами;Центр: Исторический;2026-03
Офисное помещение;Сдать в аренду;206,4;185760;900;Сдан с нами;Центр: Дом печати;2025-11
Офисное помещение;Сдать в аренду;299,1;358920;1200;Сдан с нами;Центр: Драмтеатр;2026-02
Офисное помещение;Сдать в аренду;471,1;471000;999,79;Сдан с нами;4 мкр;2026-03
Офисное помещение;Сдать в аренду;1000;500000;500;Сдан с нами;Центр: Студгородок;2026-04
Свободного назначения;Продажа;4;450000;112500;Продан;Центр: КПД;2025-06
Свободного назначения;Продажа;6,5;500000;76923,08;Продан;5-й Заречный мкр;2025-03
Свободного назначения;Продажа;16,7;2000000;119760,47;Продан;1-й Заречный мкр;2025-09
Свободного назначения;Продажа;17,6;2050000;116477,27;Продан;Центр: Студгородок;2026-03
Свободного назначения;Продажа;18,2;1090000;59890,11;Продан;Центр: Исторический;2025-12
Свободного назначения;Продажа;24;8000000;333333,33;Продан;Плеханово;2025-05
Свободного назначения;Продажа;28,8;5600000;194444,45;Продан;Мыс мкр.;2026-03
Свободного назначения;Продажа;33;5625000;170454,55;Продан;Воровского;2025-03
Свободного назначения;Продажа;33,3;7580000;227627,63;Продан;МЖК;2025-01
Свободного назначения;Продажа;39,8;7960000;200000;Продан;3-й Заречный мкр;2025-12
Свободного назначения;Продажа;42,7;5500000;128805,62;Продан;1 мкр;2026-01
Свободного назначения;Продажа;44,6;9892000;221793,73;Продан;Центр: КПД;2025-06
Свободного назначения;Продажа;49,6;7700000;155241,94;Продан;3 мкр;2025-12
Свободного назначения;Продажа;49,8;5500000;110441,77;Продан;1 мкр;2025-02
Свободного назначения;Продажа;51,1;10000000;195694,72;Продан;Ново-Патрушево мкр.;2025-06
Свободного назначения;Продажа;52,3;6500000;124282,98;Продан;Южный;2025-04
Свободного назначения;Продажа;53,4;12000000;224719,09;Продан;МЖК;2026-04
Свободного назначения;Продажа;57;7900000;138596,49;Продан;6 мкр;2025-02
Свободного назначения;Продажа;57,1;5000000;87565,68;Продан;микрорайон Войновка;2026-02
Свободного назначения;Продажа;57,5;8450000;146956,52;Продан;Южный;2025-05
Свободного назначения;Продажа;57,5;14980000;260521,74;Продан;Плеханово;2025-11
Свободного назначения;Продажа;59,8;12000000;200668,9;Продан;Европейский мкр.;2025-10
Свободного назначения;Продажа;61,5;6950000;113008,13;Продан;Лесобаза мкр.;2025-10
Свободного назначения;Продажа;62,1;7700000;123993,56;Продан;Центр: КПД;2025-12
Свободного назначения;Продажа;63,9;10500000;164319,24;Продан;МЖК;2025-11
Свободного назначения;Продажа;64;6700000;104687,5;Продан;У озера квартал;2025-07
Свободного назначения;Продажа;64,5;25000000;387596,9;Продан;Центр: Исторический;2026-01
Свободного назначения;Продажа;64,8;7200000;111111,11;Продан;Восточный 3 мкр.;2025-12
Свободного назначения;Продажа;68,1;8500000;124816,45;Продан;Маяк мкр.;2025-10
Свободного назначения;Продажа;70,3;9900000;140825,03;Продан;Дом Обороны;2026-03
Свободного назначения;Продажа;71;18500000;260563,38;Продан;МЖК;2025-03
Свободного назначения;Продажа;72;8800000;122222,22;Продан;3-й Заречный мкр;2025-11
Свободного назначения;Продажа;75,1;3500000;46604,53;Продан;1-й Заречный мкр;2025-09
Свободного назначения;Продажа;75,3;22500000;298804,77;Продан;Центр: Студгородок;2025-05
Свободного назначения;Продажа;75,9;8500000;111989,46;Продан;Центр: Исторический;2025-07
Свободного назначения;Продажа;76,7;5240000;68318,13;Продан;Центр: Дом печати;2026-04
Свободного назначения;Продажа;78,8;17682720;224399,99;Продан;3-й Заречный мкр;2025-02
Свободного назначения;Продажа;87,1;15500000;177956,38;Продан;Центр: КПД;2026-04
Свободного назначения;Продажа;87,9;3500000;39817,97;Продан;Центр: Исторический;2025-12
Свободного назначения;Продажа;88,5;14000000;158192,09;Продан;Ново-Патрушево мкр.;2025-10
Свободного назначения;Продажа;91,3;10500000;115005,47;Продан;Восточный р-н;2025-08
Свободного назначения;Продажа;96,1;11000000;114464,1;Продан;ДОК;2025-03
Свободного назначения;Продажа;97;21500000;221649,48;Продан;Ново-Патрушево мкр.;2026-02
Свободного назначения;Продажа;98;15500000;158163,27;Продан;Восточный 2 мкр.;2025-06
Свободного назначения;Продажа;100,9;10750000;106541,13;Продан;Лесобаза мкр.;2025-12
Свободного назначения;Продажа;107,9;12620000;116960,15;Продан;Дом Обороны;2026-01
Свободного назначения;Продажа;109,4;12800000;117001,83;Продан;Тюменский 3-й мкр.;2025-03
Свободного назначения;Продажа;110;7950000;72272,73;Продан;Войновка мкр.;2025-12
Свободного назначения;Продажа;113,8;23398000;205606,32;Продан;Европейский мкр.;2025-08
Свободного назначения;Продажа;116,4;12000000;103092,78;Продан;Тура мкр.;2025-08
Свободного назначения;Продажа;118,6;4300000;36256,32;Продан;2-й Заречный мкр;2025-06
Свободного назначения;Продажа;127,6;5000000;39184,95;Продан;2-й Заречный мкр;2025-05
Свободного назначения;Продажа;130,7;42670800;326478,97;Продан;3-й Заречный мкр;2025-12
Свободного назначения;Продажа;134,7;5800000;43058,65;Продан;Дом Обороны;2026-02
Свободного назначения;Продажа;155,2;17000000;109536,08;Продан;Тюменский 1-й мкр.;2025-06
Свободного назначения;Продажа;162,8;3500000;21498,77;Продан;2-й Заречный мкр;2026-03
Свободного назначения;Продажа;164;1500000;9146,34;Продан;Тюменский 1-й мкр.;2025-02
Свободного назначения;Продажа;191,3;12500000;65342,39;Продан;Воровского;2025-09
Свободного назначения;Продажа;195,5;7300000;37340,15;Продан;Центр: Драмтеатр;2026-01
Свободного назначения;Продажа;219,1;15000000;68461,89;Продан;Центр: Драмтеатр;2025-02
Свободного назначения;Продажа;227;12000000;52863,44;Продан;Центр: Исторический;2026-04
Свободного назначения;Продажа;231;9300000;40259,74;Продан;3 мкр;2025-04
Свободного назначения;Продажа;231,6;20000000;86355,78;Продан;Южный;2025-05
Свободного назначения;Продажа;235,2;9000000;38265,31;Продан;микрорайон Восточный;2026-02
Свободного назначения;Продажа;245,6;19500000;79397,39;Продан;Московский тракт мкр.;2025-08
