Тип объекта;Тип заявки;Площадь;Цена;Цена за кв.метр;Статус объекта;Район
Торговое помещение;Сдать в аренду;42;30000;714,29;Активный;Центр: Исторический
Торговое помещение;Сдать в аренду;42;42000;1000;Активный;2 мкр
Торговое помещение;Сдать в аренду;42;64000;1523,81;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;42;75000;1785,71;Активный;1-й Заречный мкр
Торговое помещение;Сдать в аренду;42,27;29600;700,26;Активный;Плеханово
Торговое помещение;Сдать в аренду;42,6;35800;840,38;Активный;микрорайон Тюменский-2
Торговое помещение;Сдать в аренду;44;52800;1200;Активный;Комарово Парк мкр.
Торговое помещение;Сдать в аренду;44;70000;1590,91;Активный;Восточный 2 мкр.
Торговое помещение;Сдать в аренду;44,1;110250;2500;Активный;Червишевский тракт мкр.
Торговое помещение;Сдать в аренду;44,5;90000;2022,47;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;45;76500;1700;Активный;3 мкр
Торговое помещение;Сдать в аренду;45;80000;1777,78;Активный;Тюменский 3-й мкр.
Торговое помещение;Сдать в аренду;45;90000;2000;Активный;Центр: Дом печати
Торговое помещение;Сдать в аренду;45,5;68250;1500;Активный;Плеханово
Торговое помещение;Сдать в аренду;45,7;36560;800;Активный;2 мкр
Торговое помещение;Сдать в аренду;45,9;114750;2500;Активный;1-й Заречный мкр
Торговое помещение;Сдать в аренду;46;30000;652,17;Активный;3 мкр
Торговое помещение;Сдать в аренду;47;39000;829,79;Активный;Центр: Исторический
Торговое помещение;Сдать в аренду;47;50000;1063,83;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;47;70500;1500;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;48;72000;1500;Активный;1-й Заречный мкр
Торговое помещение;Сдать в аренду;48;96000;2000;Активный;микрорайон Березняковский
Торговое помещение;Сдать в аренду;48,3;48300;1000;Активный;Комарово Парк мкр.
Торговое помещение;Сдать в аренду;48,4;48400;1000;Активный;микрорайон Тюменский-1
Торговое помещение;Сдать в аренду;49;53900;1100;Активный;Плеханово
Торговое помещение;Сдать в аренду;49;100000;2040,82;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;49,1;98200;2000;Активный;ДОК
Торговое помещение;Сдать в аренду;49,69;75000;1509,36;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;49,9;90000;1803,61;Активный;2-й Заречный мкр
Торговое помещение;Сдать в аренду;50;55000;1100;Активный;Ново-Патрушево мкр.
Торговое помещение;Сдать в аренду;50;60000;1200;Активный;Центр: Дом печати
Торговое помещение;Сдать в аренду;50;60000;1200;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;50;65000;1300;Активный;Центр: Исторический
Торговое помещение;Сдать в аренду;50,4;50400;1000;Активный;Лесобаза мкр.
Торговое помещение;Сдать в аренду;51;58800;1152,94;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;51;75000;1470,59;Активный;Ново-Патрушево мкр.
Торговое помещение;Сдать в аренду;51;112200;2200;Активный;1-й Заречный мкр
Торговое помещение;Сдать в аренду;51,3;66700;1300,19;Активный;Плеханово
Торговое помещение;Сдать в аренду;51,5;100425;1950;Активный;Заречный мкр.
Торговое помещение;Сдать в аренду;52;65000;1250;Активный;4 мкр
Торговое помещение;Сдать в аренду;52;78000;1500;Активный;Калининский округ
Торговое помещение;Сдать в аренду;52;83200;1600;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;52;83200;1600;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;52,3;90000;1720,84;Активный;МЖК
Торговое помещение;Сдать в аренду;52,7;68510;1300;Активный;Плеханово
Торговое помещение;Сдать в аренду;53;55000;1037,74;Активный;Южный
Торговое помещение;Сдать в аренду;53,1;60000;1129,94;Активный;Тарманы мкр.
Торговое помещение;Сдать в аренду;53,44;160500;3003,37;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;53,5;55000;1028,04;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;53,78;49000;911,12;Активный;2-й Заречный мкр
Торговое помещение;Сдать в аренду;53,8;109000;2026,02;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;54;81000;1500;Активный;Центр: Дом печати
Торговое помещение;Сдать в аренду;54,1;103000;1903,88;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;54,3;70000;1289,13;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;54,3;109000;2007,37;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;54,5;43600;800;Активный;ДОК
Торговое помещение;Сдать в аренду;54,5;110000;2018,35;Активный;Центр: Исторический
Торговое помещение;Сдать в аренду;55;70000;1272,73;Активный;Тюменский 2-й мкр.
Торговое помещение;Сдать в аренду;55;130000;2363,64;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;55;135000;2454,55;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;55,3;30000;542,5;Активный;Плеханово
Торговое помещение;Сдать в аренду;55,54;83310;1500;Активный;Плеханово
Торговое помещение;Сдать в аренду;55,71;55710;1000;Активный;Плеханово
Торговое помещение;Сдать в аренду;56;84000;1500;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;56;89760;1602,86;Активный;Центр: Дом печати
Торговое помещение;Сдать в аренду;57;51300;900;Активный;Центр: Исторический
Торговое помещение;Сдать в аренду;57;74100;1300;Активный;ДОК
Торговое помещение;Сдать в аренду;57,1;35000;612,96;Активный;микрорайон Войновка
Торговое помещение;Сдать в аренду;57,25;160300;2800;Активный;Червишевский тракт мкр.
Торговое помещение;Сдать в аренду;57,3;68760;1200;Активный;Югра мкр.
Торговое помещение;Сдать в аренду;57,4;90000;1567,94;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;57,6;40000;694,44;Активный;Московский тракт мкр.
Торговое помещение;Сдать в аренду;58;63800;1100;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;58;75000;1293,1;Активный;Тюменский 3-й мкр.
Торговое помещение;Сдать в аренду;58;87000;1500;Активный;Плеханово
Торговое помещение;Сдать в аренду;58,3;75790;1300;Активный;Комарово Парк мкр.
Торговое помещение;Сдать в аренду;58,6;87900;1500;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;58,7;70440;1200;Активный;Югра мкр.
Торговое помещение;Сдать в аренду;59;106200;1800;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;59,1;195030;3300;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;59,2;130240;2200;Активный;1-й Заречный мкр
Торговое помещение;Сдать в аренду;59,5;59500;1000;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;59,6;60000;1006,71;Активный;микрорайон Рощино
Торговое помещение;Сдать в аренду;59,6;100000;1677,85;Активный;Комарово Парк мкр.
Торговое помещение;Сдать в аренду;60;48000;800;Активный;Мыс мкр.
Торговое помещение;Сдать в аренду;60;60000;1000;Активный;Маяк мкр.
Торговое помещение;Сдать в аренду;60;80000;1333,33;Активный;Центр: Исторический
Торговое помещение;Сдать в аренду;60;96000;1600;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;60;200000;3333,33;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;60,19;102323;1700;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;60,5;99825;1650;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;60,7;91050;1500;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;60,8;79040;1300;Активный;Южный
Торговое помещение;Сдать в аренду;60,9;30000;492,61;Активный;Плеханово
Торговое помещение;Сдать в аренду;60,9;75000;1231,53;Активный;Лесобаза: Тура мкр
Торговое помещение;Сдать в аренду;61;91500;1500;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;61;128100;2100;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;61,1;61000;998,36;Активный;Заречный мкр.
Торговое помещение;Сдать в аренду;61,2;128520;2100;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;61,3;91950;1500;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;61,4;92100;1500;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;61,4;105000;1710,1;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;61,5;45000;731,71;Активный;Лесобаза мкр.
Торговое помещение;Сдать в аренду;61,5;75000;1219,51;Активный;Лесобаза мкр.
Торговое помещение;Сдать в аренду;61,6;110000;1785,71;Активный;Мыс мкр.
Торговое помещение;Сдать в аренду;62;68200;1100;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;62,1;99360;1600;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;62,2;74640;1200;Активный;Югра мкр.
Торговое помещение;Сдать в аренду;62,2;111960;1800;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;62,4;50000;801,28;Активный;5-й Заречный мкр
Торговое помещение;Сдать в аренду;62,5;68200;1091,2;Активный;Центр: Студгородок
Торговое помещение;Сдать в аренду;62,8;162000;2579,62;Активный;Центр: Исторический
Торговое помещение;Сдать в аренду;62,91;95000;1510,09;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;63;50400;800;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;63;75600;1200;Активный;ДОК
Торговое помещение;Сдать в аренду;63;94500;1500;Активный;Заречный мкр.
Торговое помещение;Сдать в аренду;63,1;63100;1000;Активный;Плеханово
Торговое помещение;Сдать в аренду;63,1;94650;1500;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;63,3;132930;2100;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;63,5;114300;1800;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;63,9;83000;1298,9;Активный;Плеханово
Торговое помещение;Сдать в аренду;64,4;77280;1200;Активный;Югра мкр.
Торговое помещение;Сдать в аренду;65;65000;1000;Активный;1 мкр
Торговое помещение;Сдать в аренду;65;97500;1500;Активный;Лесобаза мкр.
Торговое помещение;Сдать в аренду;65,4;65400;1000;Активный;ДОК
Торговое помещение;Сдать в аренду;65,7;98550;1500;Активный;2 мкр
Торговое помещение;Сдать в аренду;66,4;45000;677,71;Активный;У озера квартал
Торговое помещение;Сдать в аренду;66,4;50000;753,01;Активный;Московский тракт мкр.
Торговое помещение;Сдать в аренду;66,4;79680;1200;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;66,6;115000;1726,73;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;66,7;70000;1049,48;Активный;1 мкр
Торговое помещение;Сдать в аренду;66,8;113900;1705,09;Активный;5-й Заречный мкр
Торговое помещение;Сдать в аренду;66,84;113628;1700;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;66,9;80280;1200;Активный;ДОК
Торговое помещение;Сдать в аренду;67;55000;820,9;Активный;Лесобаза мкр.
Торговое помещение;Сдать в аренду;67;100000;1492,54;Активный;Центр: Дом печати
Торговое помещение;Сдать в аренду;67,1;33500;499,25;Активный;Плеханово
Торговое помещение;Сдать в аренду;67,1;67100;1000;Активный;Лесобаза мкр.
Торговое помещение;Сдать в аренду;67,9;115430;1700;Активный;Московский тракт мкр.
Торговое помещение;Сдать в аренду;68;90000;1323,53;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;68,1;55000;807,64;Активный;Лесобаза мкр.
Торговое помещение;Сдать в аренду;68,5;82200;1200;Активный;Югра мкр.
Торговое помещение;Сдать в аренду;68,7;70000;1018,92;Активный;Комарово Парк мкр.
Торговое помещение;Сдать в аренду;69,4;138800;2000;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;69,5;83400;1200;Активный;микрорайон ДОК
Торговое помещение;Сдать в аренду;69,6;100000;1436,78;Активный;2 мкр
Торговое помещение;Сдать в аренду;69,8;105000;1504,3;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;70;80000;1142,86;Активный;1 мкр
Торговое помещение;Сдать в аренду;70;80000;1142,86;Активный;микрорайон Зарека
Торговое помещение;Сдать в аренду;70;90000;1285,71;Активный;null
Торговое помещение;Сдать в аренду;70;100000;1428,57;Активный;Центр: Дом печати
Торговое помещение;Сдать в аренду;70,1;15000;213,98;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;70,4;70000;994,32;Активный;Лесобаза: Казачьи Луга мкр.
Торговое помещение;Сдать в аренду;70,5;75000;1063,83;Активный;микрорайон ДОК
Торговое помещение;Сдать в аренду;70,8;155760;2200;Активный;1-й Заречный мкр
Торговое помещение;Сдать в аренду;71;95850;1350;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;72;36000;500;Активный;Гилевская Роща
Торговое помещение;Сдать в аренду;72;72000;1000;Активный;Центр: Дом печати
Торговое помещение;Сдать в аренду;72;86400;1200;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;72,2;216600;3000;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;72,3;187980;2600;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;72,8;109200;1500;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;73;58400;800;Активный;5 мкр
Торговое помещение;Сдать в аренду;73;65000;890,41;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;73;85000;1164,38;Активный;микрорайон Тарманы
Торговое помещение;Сдать в аренду;73;102200;1400;Активный;Плеханово
Торговое помещение;Сдать в аренду;73,1;69445;950;Активный;ДОК
Торговое помещение;Сдать в аренду;73,1;109650;1500;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;73,4;73400;1000;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;73,9;147800;2000;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;74;81400;1100;Активный;Восточный р-н
Торговое помещение;Сдать в аренду;74;180000;2432,43;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;74,6;89520;1200;Активный;Центр: Исторический
Торговое помещение;Сдать в аренду;75;75000;1000;Активный;1-й Заречный мкр
Торговое помещение;Сдать в аренду;75;75000;1000;Активный;Восточный 2 мкр.
Торговое помещение;Сдать в аренду;75;80000;1066,67;Активный;Плеханово
Торговое помещение;Сдать в аренду;75,1;108000;1438,08;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;75,3;90360;1200;Активный;Югра мкр.
Торговое помещение;Сдать в аренду;75,5;135900;1800;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;75,6;75000;992,06;Активный;Плеханово
Торговое помещение;Сдать в аренду;76;80000;1052,63;Активный;Стрела
Торговое помещение;Сдать в аренду;76,2;72390;950;Активный;ДОК
Торговое помещение;Сдать в аренду;76,5;160650;2100;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;76,7;61280;798,96;Активный;ДОК
Торговое помещение;Сдать в аренду;76,7;168740;2200;Активный;1-й Заречный мкр
Торговое помещение;Сдать в аренду;77,5;108000;1393,55;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;77,5;150000;1935,48;Активный;Центр: Студгородок
Торговое помещение;Сдать в аренду;77,5;232500;3000;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;77,94;116910;1500;Активный;Плеханово
Торговое помещение;Сдать в аренду;78;117300;1503,85;Активный;Ново-Патрушево мкр.
Торговое помещение;Сдать в аренду;78,47;78500;1000,38;Активный;микрорайон ДОК
Торговое помещение;Сдать в аренду;78,5;39000;496,82;Активный;Московский тракт мкр.
Торговое помещение;Сдать в аренду;79,7;160000;2007,53;Активный;Югра мкр.
Торговое помещение;Сдать в аренду;80;96000;1200;Активный;Бабарынка
Торговое помещение;Сдать в аренду;80;110400;1380;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;80;136000;1700;Активный;микрорайон Тюменская Слобода, жилой комплекс Уездные Кварталы
Торговое помещение;Сдать в аренду;80;150000;1875;Активный;Южный
Торговое помещение;Сдать в аренду;80;160000;2000;Активный;Центр: Дом печати
Торговое помещение;Сдать в аренду;80,6;143468;1780;Активный;Плеханово
Торговое помещение;Сдать в аренду;80,9;65000;803,46;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;81;60000;740,74;Активный;Плеханово
Торговое помещение;Сдать в аренду;81,1;121650;1500;Активный;5-й Заречный мкр
Торговое помещение;Сдать в аренду;81,8;122700;1500;Активный;5-й Заречный мкр
Торговое помещение;Сдать в аренду;81,9;130000;1587,3;Активный;Плеханово
Торговое помещение;Сдать в аренду;82,62;108000;1307,19;Активный;Плеханово
Торговое помещение;Сдать в аренду;83;51000;614,46;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;83;83000;1000;Активный;Московский тракт мкр.
Торговое помещение;Сдать в аренду;83,2;83200;1000;Активный;Казарово мкр.
Торговое помещение;Сдать в аренду;83,8;100560;1200;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;84;240000;2857,14;Активный;Центр: Исторический
Торговое помещение;Сдать в аренду;84,6;186000;2198,58;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;84,7;130000;1534,83;Активный;3-й Заречный мкр
Торговое помещение;Сдать в аренду;84,9;178290;2100;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;84,98;127470;1500;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;85;93500;1100;Активный;Ново-Патрушево мкр.
Торговое помещение;Сдать в аренду;85;114750;1350;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;85,63;214075;2500;Активный;Червишевский тракт мкр.
Торговое помещение;Сдать в аренду;85,7;70000;816,8;Активный;Центр: Дом печати
Торговое помещение;Сдать в аренду;85,7;155000;1808,63;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;85,9;103080;1200;Активный;Югра мкр.
Торговое помещение;Сдать в аренду;86;60000;697,67;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;86;103200;1200;Активный;Югра мкр.
Торговое помещение;Сдать в аренду;86;129000;1500;Активный;Мыс мкр.
Торговое помещение;Сдать в аренду;86,2;112060;1300;Активный;Южный
Торговое помещение;Сдать в аренду;86,6;130000;1501,15;Активный;Червишевский тракт мкр.
Торговое помещение;Сдать в аренду;87;60000;689,66;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;87;122000;1402,3;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;87,2;170000;1949,54;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;87,5;175000;2000;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;87,81;131715;1500;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;88;102000;1159,09;Активный;Червишевский тракт мкр.
Торговое помещение;Сдать в аренду;88;180000;2045,45;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;88,3;106000;1200,45;Активный;Плеханово
Торговое помещение;Сдать в аренду;88,4;123760;1400;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;88,4;132600;1500;Активный;5-й Заречный мкр
Торговое помещение;Сдать в аренду;90;70000;777,78;Активный;Рощино мкр.
Торговое помещение;Сдать в аренду;90;75000;833,33;Активный;3 мкр
Торговое помещение;Сдать в аренду;90;85000;944,44;Активный;Стрела
Торговое помещение;Сдать в аренду;90;90000;1000;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;90;99900;1110;Активный;Плеханово
Торговое помещение;Сдать в аренду;90;150000;1666,67;Активный;Плеханово
Торговое помещение;Сдать в аренду;90;180000;2000;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;90;180000;2000;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;90,1;110000;1220,87;Активный;Центр: Дом печати
Торговое помещение;Сдать в аренду;90,7;95000;1047,41;Активный;МЖК
Торговое помещение;Сдать в аренду;91,1;200000;2195,39;Активный;5-й Заречный мкр
Торговое помещение;Сдать в аренду;91,4;109680;1200;Активный;Югра мкр.
Торговое помещение;Сдать в аренду;91,4;137000;1498,91;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;91,82;137730;1500;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;92;92000;1000;Активный;Московский тракт мкр.
Торговое помещение;Сдать в аренду;92,2;129080;1400;Активный;Центр: Дом печати
Торговое помещение;Сдать в аренду;92,4;203280;2200;Активный;1-й Заречный мкр
Торговое помещение;Сдать в аренду;92,6;250020;2700;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;93;93000;1000;Активный;Маяк мкр.
Торговое помещение;Сдать в аренду;93;135450;1456,45;Активный;Тюменская слобода мкр.
Торговое помещение;Сдать в аренду;93;140000;1505,38;Активный;Центр: Дом печати
Торговое помещение;Сдать в аренду;93,1;111720;1200;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;93,5;95000;1016,04;Активный;Плеханово
Торговое помещение;Сдать в аренду;93,7;95000;1013,87;Активный;3 мкр
Торговое помещение;Сдать в аренду;93,7;122000;1302,03;Активный;Тюменский 1-й мкр.
Торговое помещение;Сдать в аренду;95;72000;757,89;Активный;5-й Заречный мкр
Торговое помещение;Сдать в аренду;95;156750;1650;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;95;161500;1700;Активный;3 мкр
Торговое помещение;Сдать в аренду;96;40000;416,67;Активный;микрорайон Тарманы
Торговое помещение;Сдать в аренду;96,3;77040;800;Активный;ДОК
Торговое помещение;Сдать в аренду;96,54;144810;1500;Активный;Плеханово
Торговое помещение;Сдать в аренду;96,95;92150;950,49;Активный;Плеханово
Торговое помещение;Сдать в аренду;97,6;90000;922,13;Активный;Центр: Исторический
Торговое помещение;Сдать в аренду;97,6;200000;2049,18;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;97,63;98000;1003,79;Активный;Червишевский тракт мкр.
Торговое помещение;Сдать в аренду;97,9;215380;2200;Активный;Червишевский тракт мкр.
Торговое помещение;Сдать в аренду;98;78400;800;Активный;Плеханово
Торговое помещение;Сдать в аренду;98,12;147180;1500;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;98,5;128050;1300;Активный;5-й Заречный мкр
Торговое помещение;Сдать в аренду;98,5;147750;1500;Активный;2 мкр
Торговое помещение;Сдать в аренду;99;100000;1010,1;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;99,3;119160;1200;Активный;Югра мкр.
Торговое помещение;Сдать в аренду;99,7;269190;2700;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;99,8;65000;651,3;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;100;60000;600;Активный;1-й Заречный мкр
Торговое помещение;Сдать в аренду;100;70000;700;Активный;Червишевский тракт мкр.
Торговое помещение;Сдать в аренду;100;80000;800;Активный;Югра мкр.
Торговое помещение;Сдать в аренду;100;90000;900;Активный;null
Торговое помещение;Сдать в аренду;100;100000;1000;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;100;100000;1000;Активный;Комарово Парк мкр.
Торговое помещение;Сдать в аренду;100;120000;1200;Активный;микрорайон Березняковский
Торговое помещение;Сдать в аренду;100;130000;1300;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;100;170000;1700;Активный;3-й Заречный мкр
Торговое помещение;Сдать в аренду;100;170000;1700;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;100;220000;2200;Активный;Центр: Исторический
Торговое помещение;Сдать в аренду;100,2;180000;1796,41;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;100,3;130390;1300;Активный;5-й Заречный мкр
Торговое помещение;Сдать в аренду;100,3;180000;1794,62;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;100,9;173000;1714,57;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;101,5;200000;1970,44;Активный;Восточный 2 мкр.
Торговое помещение;Сдать в аренду;101,8;122000;1198,43;Активный;Центр: Дом печати
Торговое помещение;Сдать в аренду;101,8;223960;2200;Активный;1-й Заречный мкр
Торговое помещение;Сдать в аренду;101,93;152895;1500;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;102,6;110000;1072,12;Активный;Ново-Патрушево мкр.
Торговое помещение;Сдать в аренду;105;130000;1238,1;Активный;Московский тракт мкр.
Торговое помещение;Сдать в аренду;105;157000;1495,24;Активный;Тюменский 2-й мкр.
Торговое помещение;Сдать в аренду;105,1;280000;2664,13;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;106;58300;550;Активный;Стрела
Торговое помещение;Сдать в аренду;106,3;70000;658,51;Активный;Маяк мкр.
Торговое помещение;Сдать в аренду;106,3;170080;1600;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;106,8;170000;1591,76;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;108;95000;879,63;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;108;120000;1111,11;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;109;76300;700;Активный;5-й Заречный мкр
Торговое помещение;Сдать в аренду;109;92650;850;Активный;Червишевский тракт мкр.
Торговое помещение;Сдать в аренду;109;109000;1000;Активный;Воровского
Торговое помещение;Сдать в аренду;109,2;109200;1000;Активный;Лесобаза мкр.
Торговое помещение;Сдать в аренду;109,3;165000;1509,61;Активный;Мыс мкр.
Торговое помещение;Сдать в аренду;109,5;131400;1200;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;110;100000;909,09;Активный;посёлок Букино
Торговое помещение;Сдать в аренду;110;110000;1000;Активный;Московский тракт мкр.
Торговое помещение;Сдать в аренду;110;126500;1150;Активный;Тюменский 2-й мкр.
Торговое помещение;Сдать в аренду;110,5;132600;1200;Активный;Югра мкр.
Торговое помещение;Сдать в аренду;110,78;166170;1500;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;113,6;100000;880,28;Активный;Восточный р-н
Торговое помещение;Сдать в аренду;114;95000;833,33;Активный;Плеханово
Торговое помещение;Сдать в аренду;114;114000;1000;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;114,4;92000;804,2;Активный;Московский тракт мкр.
Торговое помещение;Сдать в аренду;115;100000;869,57;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;115;130000;1130,43;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;115;138000;1200;Активный;Войновка мкр.
Торговое помещение;Сдать в аренду;115,3;172950;1500;Активный;Заречный мкр.
Торговое помещение;Сдать в аренду;115,6;231200;2000;Активный;Центр: Дом печати
Торговое помещение;Сдать в аренду;116;100000;862,07;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;116,2;174300;1500;Активный;Дом Обороны
Торговое помещение;Сдать в аренду;117;128700;1100;Активный;Ново-Патрушево мкр.
Торговое помещение;Сдать в аренду;117,9;153270;1300;Активный;Центр: Исторический
Торговое помещение;Сдать в аренду;118;190000;1610,17;Активный;3-й Заречный мкр
Торговое помещение;Сдать в аренду;120;120000;1000;Активный;1 мкр
Торговое помещение;Сдать в аренду;120;120000;1000;Активный;6 мкр
Торговое помещение;Сдать в аренду;120;120000;1000;Активный;Бабарынка
Торговое помещение;Сдать в аренду;120;156000;1300;Активный;4 мкр
Торговое помещение;Сдать в аренду;120;204000;1700;Активный;Центр: Исторический
Торговое помещение;Сдать в аренду;120;216000;1800;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;120;240000;2000;Активный;Центр: Драмтеатр
Торговое помещение;Сдать в аренду;120;280000;2333,33;Активный;Европейский мкр.
Торговое помещение;Сдать в аренду;120;300000;2500;Активный;Центр: КПД
Торговое помещение;Сдать в аренду;121,1;60000;495,46;Активный;Мыс мкр.
Торговое помещение;Сдать в аренду;121,2;266640;2200;Активный;Червишевский тракт мкр.
Торговое помещение;Сдать в аренду;122;146520;1200,98;Активный;Лесобаза мкр.
Торговое помещение;Сдать в аренду;122,4;153000;1250;Активный;5 мкр
Торговое помещение;Сдать в аренду;123,7;148440;1200;Активный;Центр: Драмтеатр
