Тип объекта;Тип заявки;Площадь;Цена;Цена за кв.метр;Статус объекта;Район
Офисное помещение;Сдать в аренду;22;17600;800;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;22;17600;800;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;22,2;16500;743,24;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;22,3;26760;1200;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;22,4;17000;758,93;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;22,4;24640;1100;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;22,5;24750;1100;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;23,1;25410;1100;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;23,2;23200;1000;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;23,4;69990;2991,03;Активный;Червишевский тракт мкр.
Офисное помещение;Сдать в аренду;23,5;18800;800;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;23,6;18880;800;Активный;null
Офисное помещение;Сдать в аренду;23,9;43000;1799,16;Активный;Червишевский тракт мкр.
Офисное помещение;Сдать в аренду;24;20400;850;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;24,1;22895;950;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;24,2;29040;1200;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;24,3;24300;1000;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;24,4;24000;983,61;Активный;1 мкр
Офисное помещение;Сдать в аренду;24,5;22050;900;Активный;Центр: Студгородок
Офисное помещение;Сдать в аренду;24,6;24000;975,61;Активный;1 мкр
Офисное помещение;Сдать в аренду;24,6;30000;1219,51;Активный;Суходольский мкр.
Офисное помещение;Сдать в аренду;24,6;31770;1291,46;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;24,8;15000;604,84;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;24,9;29880;1200;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;25;23750;950;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;25;40000;1600;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;25,1;20800;828,69;Активный;null
Офисное помещение;Сдать в аренду;25,1;30120;1200;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;25,6;34600;1351,56;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;25,9;24000;926,64;Активный;1 мкр
Офисное помещение;Сдать в аренду;26;26000;1000;Активный;1-й Заречный мкр
Офисное помещение;Сдать в аренду;26;26000;1000;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;26;29100;1119,23;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;26;38850;1494,23;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;26;41700;1603,85;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;26;59700;2296,15;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;26;60000;2307,69;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;26,4;29040;1100;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;27;27000;1000;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;27,1;20867;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;27,2;27200;1000;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;27,5;27500;1000;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;27,7;27770;1002,53;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;27,7;30470;1100;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;28;30000;1071,43;Активный;2 мкр
Офисное помещение;Сдать в аренду;28;42000;1500;Активный;Маяк мкр.
Офисное помещение;Сдать в аренду;28,6;20000;699,3;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;28,7;25830;900;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;28,7;31570;1100;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;28,72;40000;1392,76;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;29;35000;1206,9;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;29;46400;1600;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;29,2;18396;630;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;29,2;22484;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;29,4;23520;800;Активный;null
Офисное помещение;Сдать в аренду;29,5;35400;1200;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;29,8;53640;1800;Активный;Заречный мкр.
Офисное помещение;Сдать в аренду;30;19474;649,13;Активный;Червишевский тракт мкр.
Офисное помещение;Сдать в аренду;30;23100;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;30;23100;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;30;30000;1000;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;30,05;14199;472,51;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;30,2;30200;1000;Активный;Тарманы мкр.
Офисное помещение;Сдать в аренду;30,2;45000;1490,07;Активный;Суходольский мкр.
Офисное помещение;Сдать в аренду;30,25;24200;800;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;30,3;23331;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;30,5;24400;800;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;30,6;23562;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;30,6;23562;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;30,7;40000;1302,93;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;30,8;23716;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;30,9;23793;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;30,9;40170;1300;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;31;18000;580,65;Активный;5-й Заречный мкр
Офисное помещение;Сдать в аренду;31;27700;893,55;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;31;45000;1451,61;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;31,1;43540;1400;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;31,2;29640;950;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;31,2;37440;1200;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;31,3;24101;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;31,4;24178;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;31,4;38000;1210,19;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;31,5;26000;825,4;Активный;Червишевский тракт мкр.
Офисное помещение;Сдать в аренду;31,6;31442;995;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;31,7;32000;1009,46;Активный;2 мкр
Офисное помещение;Сдать в аренду;31,8;24486;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;31,8;24486;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;31,8;24486;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;31,8;35000;1100,63;Активный;Центр: Студгородок
Офисное помещение;Сдать в аренду;31,8;50880;1600;Активный;Червишевский тракт мкр.
Офисное помещение;Сдать в аренду;31,9;24563;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;31,9;29000;909,09;Активный;Червишевский тракт мкр.
Офисное помещение;Сдать в аренду;32;42000;1312,5;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;32;48000;1500;Активный;Плеханово
Офисное помещение;Сдать в аренду;32,3;32300;1000;Активный;Центр: Студгородок
Офисное помещение;Сдать в аренду;32,5;25025;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;32,5;42000;1292,31;Активный;Суходольский мкр.
Офисное помещение;Сдать в аренду;32,6;23000;705,52;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;32,7;49000;1498,47;Активный;Суходольский мкр.
Офисное помещение;Сдать в аренду;32,8;35000;1067,07;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;32,9;25333;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;33;40000;1212,12;Активный;2-й Заречный мкр
Офисное помещение;Сдать в аренду;33,13;24351;735,01;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;33,3;30000;900,9;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;33,4;31730;950;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;33,4;46760;1400;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;33,6;17000;505,95;Активный;Московский тракт мкр.
Офисное помещение;Сдать в аренду;33,6;50000;1488,1;Активный;Суходольский мкр.
Офисное помещение;Сдать в аренду;33,8;40560;1200;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;33,9;22000;648,97;Активный;Бабарынка
Офисное помещение;Сдать в аренду;34;34000;1000;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;34,2;47880;1400;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;34,5;41400;1200;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;34,6;36330;1050;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;34,6;41520;1200;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;34,8;41760;1200;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;35;15000;428,57;Активный;null
Офисное помещение;Сдать в аренду;35;28000;800;Активный;Центральный округ
Офисное помещение;Сдать в аренду;35,3;42360;1200;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;35,5;42600;1200;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;35,6;39160;1100;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;35,8;53700;1500;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;35,9;39490;1100;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;36;17500;486,11;Активный;Стрела
Офисное помещение;Сдать в аренду;36;18000;500;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;36;28880;802,22;Активный;Центр: Студгородок
Офисное помещение;Сдать в аренду;36;36000;1000;Активный;3 мкр
Офисное помещение;Сдать в аренду;36;53000;1472,22;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;36,2;27874;770;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;36,4;36400;1000;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;36,7;25000;681,2;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;37,5;45000;1200;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;37,74;50000;1324,85;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;38;38000;1000;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;38;38000;1000;Активный;микрорайон Восточный
Офисное помещение;Сдать в аренду;38,1;34000;892,39;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;38,1;38100;1000;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;38,2;38200;1000;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;38,6;38600;1000;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;38,6;41000;1062,18;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;39,2;39200;1000;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;39,8;47760;1200;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;40;32000;800;Активный;Московский тракт мкр.
Офисное помещение;Сдать в аренду;40;38000;950;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;40;40000;1000;Активный;Тарманы мкр.
Офисное помещение;Сдать в аренду;40;45000;1125;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;41;41000;1000;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;41,6;62000;1490,38;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;41,9;50280;1200;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;42,3;42300;1000;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;43;35000;813,95;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;43;43000;1000;Активный;Червишевский тракт мкр.
Офисное помещение;Сдать в аренду;43;47080;1094,88;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;44;35200;800;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;44;35200;800;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;44;37400;850;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;44;52800;1200;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;44,2;110500;2500;Активный;Червишевский тракт мкр.
Офисное помещение;Сдать в аренду;44,96;18900;420,37;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;45;29000;644,44;Активный;Калининский округ
Офисное помещение;Сдать в аренду;45;30000;666,67;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;45;50000;1111,11;Активный;Казарово мкр.
Офисное помещение;Сдать в аренду;45;50000;1111,11;Активный;СМП
Офисное помещение;Сдать в аренду;46;20000;434,78;Активный;Тарманы мкр.
Офисное помещение;Сдать в аренду;46;50000;1086,96;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;46,6;61000;1309,01;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;46,9;84420;1800;Активный;Заречный мкр.
Офисное помещение;Сдать в аренду;47;40000;851,06;Активный;Южный
Офисное помещение;Сдать в аренду;47;49820;1060;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;47,3;56760;1200;Активный;null
Офисное помещение;Сдать в аренду;47,5;57000;1200;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;48;38000;791,67;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;48;38400;800;Активный;Центр: Студгородок
Офисное помещение;Сдать в аренду;48,8;73200;1500;Активный;Маяк мкр.
Офисное помещение;Сдать в аренду;49;40670;830;Активный;Электрон
Офисное помещение;Сдать в аренду;49;42705;871,53;Активный;Электрон
Офисное помещение;Сдать в аренду;49;63000;1285,71;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;49;73500;1500;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;49,2;50000;1016,26;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;49,8;59760;1200;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;50;35000;700;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;50;37000;740;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;50;45000;900;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;50;50000;1000;Активный;5-й Заречный мкр
Офисное помещение;Сдать в аренду;50,2;40160;800;Активный;null
Офисное помещение;Сдать в аренду;50,8;76200;1500;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;51;63750;1250;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;51,2;36000;703,12;Активный;Маяк мкр.
Офисное помещение;Сдать в аренду;51,4;51400;1000;Активный;Тарманы мкр.
Офисное помещение;Сдать в аренду;52;52000;1000;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;52;65000;1250;Активный;Червишевский тракт мкр.
Офисное помещение;Сдать в аренду;52,5;33076;630,02;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;52,57;58900;1120,41;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;52,6;38000;722,43;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;53;35000;660,38;Активный;Червишевский тракт мкр.
Офисное помещение;Сдать в аренду;53,5;53500;1000;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;54,4;81000;1488,97;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;54,56;43648;800;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;55;35000;636,36;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;55;50000;909,09;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;56;30800;550;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;56;45000;803,57;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;56,5;73450;1300;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;56,84;45470;799,96;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;56,84;45472;800;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;57;65000;1140,35;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;57;73615;1291,49;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;58;100000;1724,14;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;59,7;39000;653,27;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;59,8;35800;598,66;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;60;30000;500;Активный;Парфёново мкр.
Офисное помещение;Сдать в аренду;60;50400;840;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;60;54000;900;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;60;54000;900;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;60;60000;1000;Активный;Югра мкр.
Офисное помещение;Сдать в аренду;60,9;91350;1500;Активный;Маяк мкр.
Офисное помещение;Сдать в аренду;61;50000;819,67;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;61;57645;945;Активный;Центр: Студгородок
Офисное помещение;Сдать в аренду;61;57950;950;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;62;49600;800;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;62,8;37500;597,13;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;63,8;159500;2500;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;63,9;52000;813,77;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;64;75000;1171,88;Активный;Московский тракт мкр.
Офисное помещение;Сдать в аренду;64;80000;1250;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;64,5;64500;1000;Активный;Восточный р-н
Офисное помещение;Сдать в аренду;64,5;161250;2500;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;65;45000;692,31;Активный;1 мкр
Офисное помещение;Сдать в аренду;65,04;100000;1537,52;Активный;Лесобаза мкр.
Офисное помещение;Сдать в аренду;65,2;65000;996,93;Активный;микрорайон Войновка
Офисное помещение;Сдать в аренду;65,4;78480;1200;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;66;62700;950;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;66,1;80000;1210,29;Активный;Тюменский 2-й мкр.
Офисное помещение;Сдать в аренду;66,4;79680;1200;Активный;null
Офисное помещение;Сдать в аренду;67;50000;746,27;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;67;80000;1194,03;Активный;Центр: Студгородок
Офисное помещение;Сдать в аренду;67;100000;1492,54;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;67,1;167750;2500;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;67,7;67700;1000;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;68;20000;294,12;Активный;null
Офисное помещение;Сдать в аренду;68,3;170750;2500;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;69;126270;1830;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;69,3;91000;1313,13;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;69,5;90350;1300;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;70;50000;714,29;Активный;Центр: Студгородок
Офисное помещение;Сдать в аренду;70;89000;1271,43;Активный;Тюменский 1-й мкр.
Офисное помещение;Сдать в аренду;70,2;70200;1000;Активный;Тарманы мкр.
Офисное помещение;Сдать в аренду;70,2;90660;1291,45;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;71;93210;1312,82;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;72,2;79420;1100;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;72,6;60000;826,45;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;73;58080;795,62;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;73,5;69825;950;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;74;50000;675,68;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;75;90000;1200;Активный;МЖК
Офисное помещение;Сдать в аренду;75,3;100000;1328,02;Активный;Европейский мкр.
Офисное помещение;Сдать в аренду;75,4;60000;795,76;Активный;null
Офисное помещение;Сдать в аренду;76;90000;1184,21;Активный;МЖК
Офисное помещение;Сдать в аренду;77;48510;630;Активный;null
Офисное помещение;Сдать в аренду;78,8;68556;870;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;79;118500;1500;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;80;69600;870;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;80;120000;1500;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;80,7;76665;950;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;82;73800;900;Активный;Центр: Студгородок
Офисное помещение;Сдать в аренду;83,7;90000;1075,27;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;84,5;100000;1183,43;Активный;Маяк мкр.
Офисное помещение;Сдать в аренду;84,6;67680;800;Активный;null
Офисное помещение;Сдать в аренду;84,9;33000;388,69;Активный;микрорайон Тарманы
Офисное помещение;Сдать в аренду;85;42500;500;Активный;Бабарынка
Офисное помещение;Сдать в аренду;85;80000;941,18;Активный;null
Офисное помещение;Сдать в аренду;87;70000;804,6;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;88;83160;945;Активный;Центр: Студгородок
Офисное помещение;Сдать в аренду;88;85000;965,91;Активный;Тюменский 3-й мкр.
Офисное помещение;Сдать в аренду;88,7;162321;1830;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;90,8;60000;660,79;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;92;73600;800;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;92,8;85000;915,95;Активный;1 мкр
Офисное помещение;Сдать в аренду;94,2;105000;1114,65;Активный;Комарово Парк мкр.
Офисное помещение;Сдать в аренду;95,4;58000;607,97;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;95,5;85500;895,29;Активный;Центр: Студгородок
Офисное помещение;Сдать в аренду;96;75000;781,25;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;98,9;93955;950;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;100;60000;600;Активный;Московский тракт мкр.
Офисное помещение;Сдать в аренду;100;70000;700;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;100;70000;700;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;100;75000;750;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;100;90000;900;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;101;125000;1237,62;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;103,6;120000;1158,3;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;104,4;104400;1000;Активный;Плеханово
Офисное помещение;Сдать в аренду;105,4;105000;996,2;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;108;100000;925,93;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;109;103005;945;Активный;Центр: Студгородок
Офисное помещение;Сдать в аренду;109,8;111000;1010,93;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;110,9;110900;1000;Активный;Центр: Студгородок
Офисное помещение;Сдать в аренду;112;115000;1026,79;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;113,2;30000;265,02;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;113,6;124300;1094,19;Активный;3-й Заречный мкр
Офисное помещение;Сдать в аренду;114;68400;600;Активный;null
Офисное помещение;Сдать в аренду;115;100000;869,57;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;115,8;99588;860;Активный;1-й Заречный мкр
Офисное помещение;Сдать в аренду;116;81200;700;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;119;130000;1092,44;Активный;Тюменский 3-й мкр.
Офисное помещение;Сдать в аренду;120;90000;750;Активный;Гилевская Роща
Офисное помещение;Сдать в аренду;120;100000;833,33;Активный;Центральный округ
Офисное помещение;Сдать в аренду;120;150000;1250;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;120,3;156390;1300;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;121;170000;1404,96;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;123;110000;894,31;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;123;135300;1100;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;123;307500;2500;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;124,3;150000;1206,76;Активный;Московский тракт мкр.
Офисное помещение;Сдать в аренду;126,5;125000;988,14;Активный;Червишевский тракт мкр.
Офисное помещение;Сдать в аренду;129,2;260000;2012,38;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;130;130000;1000;Активный;Суходольский мкр.
Офисное помещение;Сдать в аренду;130,4;156500;1200,15;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;130,6;117900;902,76;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;132;86000;651,52;Активный;Центр: КПД
Офисное помещение;Сдать в аренду;134,5;147950;1100;Активный;6 мкр
Офисное помещение;Сдать в аренду;135,1;150000;1110,29;Активный;Южный
Офисное помещение;Сдать в аренду;136;122800;902,94;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;136,8;68400;500;Активный;5-й Заречный мкр
Офисное помещение;Сдать в аренду;138;138000;1000;Активный;Березняковский мкр. (Березняки)
Офисное помещение;Сдать в аренду;139,6;139000;995,7;Активный;null
Офисное помещение;Сдать в аренду;140;210000;1500;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;140,1;141000;1006,42;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;141,3;141300;1000;Активный;Тарманы мкр.
Офисное помещение;Сдать в аренду;142;71000;500;Активный;3 мкр
Офисное помещение;Сдать в аренду;144,4;231040;1600;Активный;Центр: Дом печати
Офисное помещение;Сдать в аренду;147;222150;1511,22;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;149,7;115000;768,2;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;150;90000;600;Активный;микрорайон Лесобаза
Офисное помещение;Сдать в аренду;150,8;228550;1515,58;Активный;Заречный мкр.
Офисное помещение;Сдать в аренду;151,3;181560;1200;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;151,4;225750;1491,08;Активный;Заречный мкр.
Офисное помещение;Сдать в аренду;152;136800;900;Активный;микрорайон Березняковский
Офисное помещение;Сдать в аренду;152;248515;1634,97;Активный;Заречный мкр.
Офисное помещение;Сдать в аренду;156,7;240000;1531,59;Активный;Дом Обороны
Офисное помещение;Сдать в аренду;157,5;160000;1015,87;Активный;Лесобаза мкр.
Офисное помещение;Сдать в аренду;162;162000;1000;Активный;Маяк мкр.
Офисное помещение;Сдать в аренду;169;237000;1402,37;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;171,5;120000;699,71;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;171,5;231525;1350;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;175,4;120000;684,15;Активный;3-й Заречный мкр
Офисное помещение;Сдать в аренду;177,1;111573;630;Активный;null
Офисное помещение;Сдать в аренду;177,9;130000;730,75;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;178,2;373800;2097,64;Активный;Европейский мкр.
Офисное помещение;Сдать в аренду;178,6;133950;750;Активный;Центр: Драмтеатр
Офисное помещение;Сдать в аренду;180;90000;500;Активный;Центр: Исторический
Офисное помещение;Сдать в аренду;180;150000;833,33;Активный;Московский тракт мкр.
Офисное помещение;Сдать в аренду;180;150000;833,33;Активный;Московский тракт мкр.
Офисное помещение;Сдать в аренду;180;180000;1000;Активный;Центр: Исторический
