Тип объекта;Тип заявки;Район;Площадь;Цена
Свободного назначения;Продажа;Плеханово;39.4;8869500
Свободного назначения;Продажа;Плеханово;49.1;9507000
Свободного назначения;Продажа;Плеханово;53.7;11358000
Свободного назначения;Продажа;Плеханово;61.5;12737000
Свободного назначения;Продажа;Плеханово;69.1;11814500
Свободного назначения;Продажа;Плеханово;70.9;14034500
Свободного назначения;Продажа;Плеханово;78.1;11598000
Свободного назначения;Продажа;Плеханово;81.4;17912400
Свободного назначения;Продажа;Плеханово;81.4;16121500
Свободного назначения;Продажа;Плеханово;84.4;13299500
Свободного назначения;Продажа;Плеханово;85.3;13054000
Свободного назначения;Продажа;Плеханово;89.5;14182000
Свободного назначения;Продажа;Плеханово;92.2;14108500
Свободного назначения;Продажа;Плеханово;102.0;15141500
Свободного назначения;Продажа;Плеханово;113.2;16812000
Свободного назначения;Продажа;Плеханово;134.1;19906500
Свободного назначения;Продажа;Плеханово;17.5;5116000
Свободного назначения;Продажа;Плеханово;21.4;6257000
Свободного назначения;Продажа;Плеханово;22.2;6496500
Свободного назначения;Продажа;Плеханово;22.8;6663500
Свободного назначения;Продажа;Плеханово;23.0;5786000
Свободного назначения;Продажа;Плеханово;23.3;5757000
Свободного назначения;Продажа;Плеханово;34.4;9299000
Свободного назначения;Продажа;Плеханово;37.9;10241500
Свободного назначения;Продажа;Плеханово;54.8;12090000
Свободного назначения;Продажа;Плеханово;61.3;9100500
Свободного назначения;Продажа;Плеханово;71.6;12116500
Свободного назначения;Продажа;Плеханово;90.3;15040000
Свободного назначения;Продажа;Плеханово;104.3;16897000
Свободного назначения;Продажа;Плеханово;120.1;17838000
Свободного назначения;Продажа;Плеханово;165.9;24636500
Свободного назначения;Продажа;Европейский мкр.;15.3;4726000
Свободного назначения;Продажа;Европейский мкр.;39.4;9967500
Свободного назначения;Продажа;Европейский мкр.;119.1;23305500
Свободного назначения;Продажа;КСМ;255.4;21500000
База/склад/производство;Продажа;Заречный мкр.;2.7;360000
База/склад/производство;Продажа;Заречный мкр.;2.7;360000
База/склад/производство;Продажа;Заречный мкр.;3.3;313000
База/склад/производство;Продажа;Заречный мкр.;3.3;293000
База/склад/производство;Продажа;Заречный мкр.;4.5;363000
База/склад/производство;Продажа;Тюменская слобода мкр.;2.7;345000
Свободного назначения;Продажа;Центр: Дом печати;88.9;4300000
Свободного назначения;Продажа;Южный;141.5;20000000
База/склад/производство;Продажа;МЖК;2.7;300000
Свободного назначения;Продажа;Комарово Парк мкр.;112.9;19531700
Свободного назначения;Продажа;Комарово Парк мкр.;178.4;32112000
Свободного назначения;Продажа;Дом Обороны;127.2;16497000
Офисное помещение;Продажа;Центр: Исторический;16.9;3250000
Свободного назначения;Продажа;Центр: Драмтеатр;292.5;39300000
Свободного назначения;Продажа;Центр: КПД;63.6;15500000
Готовый бизнес;Продажа;Центр: Драмтеатр;43.0;280000
Коммерческий участок;Продажа;null;9500.0;69000000
Свободного назначения;Продажа;Центр: КПД;104.3;21600000
Готовый бизнес;Продажа;Зеленые Аллеи (Ирбитский тракт);59.0;1000000
Готовый бизнес;Продажа;Мыс мкр.;95.0;5200000
Готовый бизнес;Продажа;Центр: Драмтеатр;20.0;1100000
Готовый бизнес;Продажа;Тюменская слобода мкр.;66.0;1800000
Свободного назначения;Продажа;Маяк мкр.;81.4;13400000
Свободного назначения;Продажа;Плеханово;3.7;365000
Готовый бизнес;Продажа;Центр: Исторический;155.7;2500000
Свободного назначения;Продажа;Тюменская слобода мкр.;38.1;12500000
Офисное помещение;Продажа;2 мкр;49.8;7500000
Свободного назначения;Продажа;Лесобаза мкр.;75.4;13734200
База/склад/производство;Продажа;Центр: КПД;2.5;393000
Свободного назначения;Продажа;Лесобаза мкр.;123.1;21674200
Свободного назначения;Продажа;Лесобаза мкр.;101.8;18914200
Свободного назначения;Продажа;Лесобаза мкр.;128.3;22574200
Свободного назначения;Продажа;Лесобаза мкр.;101.8;18824200
Свободного назначения;Продажа;Лесобаза мкр.;75.5;13754200
Свободного назначения;Продажа;Лесобаза мкр.;123.0;22074200
Свободного назначения;Продажа;Лесобаза мкр.;101.2;18770000
Свободного назначения;Продажа;Лесобаза мкр.;68.9;12650000
Свободного назначения;Продажа;Лесобаза мкр.;43.3;9000000
Свободного назначения;Продажа;Лесобаза мкр.;88.4;16620000
Свободного назначения;Продажа;Лесобаза мкр.;99.5;18550000
Свободного назначения;Продажа;Лесобаза мкр.;85.0;15040000
Свободного назначения;Продажа;Тюменская слобода мкр.;141.1;29000000
Свободного назначения;Продажа;Тюменская слобода мкр.;52.8;14950000
Свободного назначения;Продажа;Тюменская слобода мкр.;64.4;15740000
Свободного назначения;Продажа;Тюменская слобода мкр.;74.0;16900000
Свободного назначения;Продажа;Тюменская слобода мкр.;67.7;17100000
Свободного назначения;Продажа;Тюменская слобода мкр.;72.5;17100000
База/склад/производство;Продажа;Комарово Парк мкр.;6.2;750000
Свободного назначения;Продажа;жилой комплекс Сибирский;42.2;6865000
Свободного назначения;Продажа;жилой комплекс Сибирский;23.8;4618000
Свободного назначения;Продажа;жилой комплекс Сибирский;30.2;5631000
Свободного назначения;Продажа;3-й Заречный мкр;40.5;6800000
База/склад/производство;Продажа;Дударева д.;3.1;350000
Свободного назначения;Продажа;Комарово Парк мкр.;48.3;11500000
Свободного назначения;Продажа;null;58.1;9000850
База/склад/производство;Продажа;ДОК;5.1;500000
База/склад/производство;Продажа;Энергия с/о;168.0;12020000
Свободного назначения;Продажа;ДОК;101.1;23090000
Свободного назначения;Продажа;Центр: Исторический;141.2;20474000
Офисное помещение;Продажа;Центр: Исторический;4679.0;600000000
Офисное помещение;Продажа;Центр: Драмтеатр;146.0;17500000
Свободного назначения;Продажа;Маяк мкр.;58.9;4100000
База/склад/производство;Продажа;Заречный мкр.;3.5;295000
Свободного назначения;Продажа;Центр: Драмтеатр;125.0;18990000
Свободного назначения;Продажа;5-й Заречный мкр;100.1;19990000
База/склад/производство;Продажа;ДОК;4.2;370000
Свободного назначения;Продажа;1 мкр;31.1;2100000
Торговое помещение;Продажа;Тюменский 3-й мкр.;185.9;20900000
База/склад/производство;Продажа;Центр: Драмтеатр;4.2;880000
База/склад/производство;Продажа;Центр: Драмтеатр;2.4;530000
Торговое помещение;Продажа;Тюменский 3-й мкр.;369.7;67000000
Коммерческий участок;Продажа;микрорайон Антипино;750.0;44000000
Свободного назначения;Продажа;Перевалово с.;656.7;105000000
Готовый бизнес;Продажа;Тюменский 3-й мкр.;142.0;7000000
База/склад/производство;Продажа;Богандинский пгт;1827.2;69000000
База/склад/производство;Продажа;Рябинушка с/о;122.0;14500000
Свободного назначения;Продажа;Центр: Исторический;122.5;10500000
Свободного назначения;Продажа;Центр: Исторический;232.0;19900000
Офисное помещение;Продажа;Центр: КПД;28.7;6199200
Офисное помещение;Продажа;Червишевский тракт мкр.;177.9;16000000
Коммерческий участок;Продажа;null;278.0;50000000
Готовый бизнес;Продажа;Центр: Исторический;353.5;8000000
Офисное помещение;Продажа;Центр: Исторический;127.0;27000000
База/склад/производство;Продажа;5-й Заречный мкр;2.4;250000
Торговое помещение;Продажа;2-й Заречный мкр;39.7;5700000
Офисное помещение;Продажа;Центр: КПД;17.6;4435200
База/склад/производство;Продажа;Центр: Студгородок;1345.9;150000000
Свободного назначения;Продажа;Центр: КПД;4.1;470000
Торговое помещение;Продажа;3 мкр;46.0;5000000
База/склад/производство;Продажа;Плеханово;3.8;400000
Офисное помещение;Продажа;Центр: Исторический;242.4;43700000
Офисное помещение;Продажа;Центр: КПД;11.2;2042880
Офисное помещение;Продажа;Центр: КПД;21.4;5392800
Офисное помещение;Продажа;Центр: КПД;39.8;6352080
Офисное помещение;Продажа;Центр: КПД;34.9;7538400
Свободного назначения;Продажа;Западный;2214.0;9000000
Свободного назначения;Продажа;Центр: КПД;625.0;82500000
Свободного назначения;Продажа;Центр: Студгородок;53.0;6500000
Свободного назначения;Продажа;Центр: Студгородок;82.0;10700000
Торговое помещение;Продажа;Центр: Драмтеатр;80.0;5540000
Свободного назначения;Продажа;Дом Обороны;125.4;12760000
Свободного назначения;Продажа;Центр: Драмтеатр;265.0;58300000
Офисное помещение;Продажа;Центр: Драмтеатр;553.5;90400000
Офисное помещение;Продажа;Центр: Драмтеатр;512.0;85000000
Готовый бизнес;Продажа;микрорайон Березняковский;4556.9;250000000
Свободного назначения;Продажа;Онохино с.;570.0;38000000
Готовый бизнес;Продажа;Центр: Драмтеатр;50.0;5000000
Свободного назначения;Продажа;микрорайон Энтузиастов;330.0;16000000
Свободного назначения;Продажа;Дом Обороны;100.0;7250000
Свободного назначения;Продажа;null;1088.5;85000000
Свободного назначения;Продажа;Ушакова д.;297.0;35000000
База/склад/производство;Продажа;Дударева д.;2.3;275000
Готовый бизнес;Продажа;null;1362420.0;130000000
Готовый бизнес;Продажа;микрорайон Тюменский-1;264.0;2500000
Торговое помещение;Продажа;4 мкр;1006.8;57000000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;83.8;16200000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;95.9;19300000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;46.9;10200000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;76.0;14100000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;77.9;14400000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;77.9;14400000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;87.7;16700000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;95.4;17360000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;77.2;14300000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;79.0;14700000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;226.5;41900000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;112.7;20660000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;99.6;18400000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;87.5;15960000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;58.5;11300000
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;60.8;11800000
Свободного назначения;Продажа;Центр: Студгородок;73.4;18360000
Свободного назначения;Продажа;Центр: Студгородок;95.3;22000000
Свободного назначения;Продажа;Центр: Студгородок;162.8;45000000
Свободного назначения;Продажа;Центр: Дом печати;106.5;22630000
Свободного назначения;Продажа;Центр: Дом печати;78.6;17220000
Свободного назначения;Продажа;Центр: Дом печати;85.1;18200000
Свободного назначения;Продажа;Лесобаза мкр.;107.5;15050000
Свободного назначения;Продажа;Лесобаза мкр.;107.5;15050000
Свободного назначения;Продажа;Лесобаза мкр.;127.0;17780000
Свободного назначения;Продажа;Лесобаза мкр.;68.1;9534000
Свободного назначения;Продажа;Южный;86.7;9000000
Офисное помещение;Продажа;Центр: Драмтеатр;21.0;4710000
Офисное помещение;Продажа;Центр: Драмтеатр;17.8;4000000
База/склад/производство;Продажа;Тарманы мкр.;4.1;370000
База/склад/производство;Продажа;Тарманы мкр.;3.9;350000
База/склад/производство;Продажа;Тарманы мкр.;4.1;380000
База/склад/производство;Продажа;Тарманы мкр.;3.9;400000
База/склад/производство;Продажа;Европейский мкр.;4.7;990000
Свободного назначения;Продажа;1-й Заречный мкр;43.2;5500000
Свободного назначения;Продажа;Плеханово;139.2;25240000
Свободного назначения;Продажа;Плеханово;87.9;16870000
Свободного назначения;Продажа;Плеханово;87.9;16880000
Свободного назначения;Продажа;Плеханово;76.0;14450000
Свободного назначения;Продажа;Кулаково с.;75.2;15040000
Свободного назначения;Продажа;5-й Заречный мкр;113.0;28460000
Свободного назначения;Продажа;Кулаково с.;61.3;12260000
Свободного назначения;Продажа;Кулаково с.;55.6;11120000
Свободного назначения;Продажа;Кулаково с.;42.9;5850000
Свободного назначения;Продажа;Кулаково с.;42.4;8480000
Свободного назначения;Продажа;Кулаково с.;37.5;7500000
Свободного назначения;Продажа;Кулаково с.;37.2;7440000
Офисное помещение;Продажа;1 мкр;27.6;3800000
База/склад/производство;Продажа;Заречный мкр.;2.6;250000
Свободного назначения;Продажа;Дударева д.;40.0;8000000
Свободного назначения;Продажа;Лесобаза: Тура мкр;66.9;13520000
Свободного назначения;Продажа;Лесобаза: Тура мкр;85.0;16320000
Свободного назначения;Продажа;Лесобаза: Тура мкр;120.1;21230000
Свободного назначения;Продажа;Лесобаза: Тура мкр;121.7;25557000
Свободного назначения;Продажа;Лесобаза: Тура мкр;126.5;26570000
Свободного назначения;Продажа;Центр: Исторический;233.0;12500000
Свободного назначения;Продажа;Тюменский 2-й мкр.;64.0;4180000
База/склад/производство;Продажа;Дударева д.;6.3;390000
Свободного назначения;Продажа;посёлок Букино;814.9;39950000
Свободного назначения;Продажа;Мыс мкр.;41.1;6571591
База/склад/производство;Продажа;микрорайон Быкова;22697.0;2000000000
Свободного назначения;Продажа;ДОК;100.8;13150000
Свободного назначения;Продажа;Дударева д.;52.0;10890000
Свободного назначения;Продажа;Дударева д.;48.9;10290000
Свободного назначения;Продажа;Дударева д.;149.5;27690000
База/склад/производство;Продажа;Тюменская слобода мкр.;4.5;500000
Торговое помещение;Продажа;Боровое с/о;53.0;870000
Свободного назначения;Продажа;Зайкова мкр.;518.1;26000000
Свободного назначения;Продажа;Мыс мкр.;84.0;20615000
Свободного назначения;Продажа;Мыс мкр.;55.7;15550000
Свободного назначения;Продажа;Мыс мкр.;85.7;20620000
Свободного назначения;Продажа;Мыс мкр.;76.4;19350000
Свободного назначения;Продажа;Мыс мкр.;77.6;19240000
Свободного назначения;Продажа;Мыс мкр.;34.2;9200000
Свободного назначения;Продажа;Мыс мкр.;32.7;8870000
Свободного назначения;Продажа;Мыс мкр.;34.5;9300000
База/склад/производство;Продажа;3-й Заречный мкр;3.9;340000
Коммерческий участок;Продажа;Малые Велижаны;50000.0;2500000
Готовый бизнес;Продажа;Тюменский 2-й мкр.;66.7;600000
Готовый бизнес;Продажа;Центр: Дом печати;632.9;15000000
Офисное помещение;Продажа;Центр: Драмтеатр;29.9;7800000
Свободного назначения;Продажа;Ленинский округ;48.7;11822495
Свободного назначения;Продажа;Ленинский округ;62.2;13762495
Свободного назначения;Продажа;Ленинский округ;56.2;12973829
База/склад/производство;Продажа;null;256.8;2200000
Свободного назначения;Продажа;Ленинский округ;43.5;10030000
Свободного назначения;Продажа;Ленинский округ;110.8;21107790
Свободного назначения;Продажа;Ленинский округ;95.9;18911728
Свободного назначения;Продажа;Ленинский округ, ЖК Беринг;62.3;13122200
Свободного назначения;Продажа;Ленинский округ, ЖК Беринг;68.8;14420000
Свободного назначения;Продажа;Ленинский округ, ЖК Беринг;74.3;15884145
Свободного назначения;Продажа;ЖК Мириады;92.2;17551200
Свободного назначения;Продажа;ЖК Мириады;49.0;11833155
Свободного назначения;Продажа;ЖК Айвазовский Сити;89.1;22275000
Свободного назначения;Продажа;Мелиоратор с/о (Велижанский тракт);77.5;6500000
Торговое помещение;Продажа;Дом Обороны;60.5;13177000
Готовый бизнес;Продажа;Центр: Исторический;600.0;15000000
Готовый бизнес;Продажа;Центр: Дом печати;135.0;750000
Готовый бизнес;Продажа;Мыс мкр.;83.6;1350000
Свободного назначения;Продажа;Европейский мкр.;50.9;16085500
Свободного назначения;Продажа;Европейский мкр.;52.5;16656000
Свободного назначения;Продажа;Европейский мкр.;60.0;19281500
Свободного назначения;Продажа;Европейский мкр.;524.1;110335000
Свободного назначения;Продажа;Центр;68.9;3150000
Свободного назначения;Продажа;Дом Обороны;62.2;14799000
Свободного назначения;Продажа;Дом Обороны;95.0;20691000
Свободного назначения;Продажа;Дом Обороны;34.6;8221000
Свободного назначения;Продажа;Дом Обороны;194.7;36000000
Офисное помещение;Продажа;6-й микрорайон;68.4;9900000
Торговое помещение;Продажа;Исетское;284.2;6435000
Свободного назначения;Продажа;Дом Обороны;35.3;5126000
Свободного назначения;Продажа;Дом Обороны;35.8;5199000
Торговое помещение;Продажа;Червишевский тракт мкр.;30.0;7999000
База/склад/производство;Продажа;Центр: КПД;4.5;500000
Готовый бизнес;Продажа;Центр: Драмтеатр;4.0;450000
Свободного назначения;Продажа;4 мкр;472.0;64980000
База/склад/производство;Продажа;район пос. Антипино;70430.2;475420000
Свободного назначения;Продажа;4 мкр;1756.0;115000000
Свободного назначения;Продажа;Ново-Комарово;222.7;9980000
Свободного назначения;Продажа;Стрела;862.7;51177900
Свободного назначения;Продажа;Стрела;601.3;35654000
Торговое помещение;Продажа;Стрела;117.3;6999999
Свободного назначения;Продажа;Стрела;1242.0;25644150
База/склад/производство;Продажа;Московский тракт мкр.;4.7;580000
Свободного назначения;Продажа;Мыс мкр.;83.6;7950000
База/склад/производство;Продажа;Плеханово;4.4;340000
Торговое помещение;Продажа;Центр: Исторический;15.4;990000
Торговое помещение;Продажа;Маяк мкр.;165.0;25000000
Торговое помещение;Продажа;микрорайон Матмасы;129.6;14500000
Готовый бизнес;Продажа;Центр: Исторический;32.0;6500000
Свободного назначения;Продажа;Центр: Исторический;97.0;11700000
Офисное помещение;Продажа;Дом Обороны;179.9;14000000
Офисное помещение;Продажа;Центр: Исторический;23.9;3107000
Офисное помещение;Продажа;Центр: Исторический;26.0;3380000
Свободного назначения;Продажа;Решетникова д.;1447.2;99000000
Свободного назначения;Продажа;null;1150.0;105000000
Готовый бизнес;Продажа;микрорайон Восточный-2;50.0;1900000
Свободного назначения;Продажа;Дом Обороны;91.0;15600000
Свободного назначения;Продажа;микрорайон Мыс;81.6;12000000
Коммерческий участок;Продажа;Каскара с.;277.5;18500000
Офисное помещение;Продажа;Восточный р-н;34.5;4140000
Офисное помещение;Продажа;Восточный р-н;22.8;2736000
База/склад/производство;Продажа;Бабарынка;1135.4;240000000
Свободного назначения;Продажа;Дом Обороны;50.3;7900000
Свободного назначения;Продажа;Центр: Исторический;238.3;17500000
Офисное помещение;Продажа;Центр: КПД;11.4;2872800
Офисное помещение;Продажа;Центр: Исторический;19.8;3564000
Офисное помещение;Продажа;МЖК;106.1;6500000
Офисное помещение;Продажа;Центр: Исторический;15.1;2718000
Офисное помещение;Продажа;Центр: Исторический;16.1;2898000
Офисное помещение;Продажа;Центр: Исторический;16.1;2898000
Офисное помещение;Продажа;Центр: Исторический;15.6;2808000
Офисное помещение;Продажа;Центр: Исторический;16.1;2898000
Офисное помещение;Продажа;Центр: Исторический;16.1;2898000
Офисное помещение;Продажа;Центр: Исторический;16.1;2898000
Свободного назначения;Продажа;Центр: КПД;22.0;3700000
Офисное помещение;Продажа;Центр: Исторический;17.3;2906400
Офисное помещение;Продажа;Центр: Исторический;18.7;3141600
Офисное помещение;Продажа;Центр: Исторический;13.6;2611200
Офисное помещение;Продажа;Центр: Исторический;14.0;2688800
Офисное помещение;Продажа;Центр: Исторический;31.1;5244800
Офисное помещение;Продажа;Центр: Исторический;17.6;3168000
Офисное помещение;Продажа;Центр: Исторический;11.2;2365440
Офисное помещение;Продажа;Центр: Исторический;10.6;2238720
Офисное помещение;Продажа;Центр: Исторический;17.0;3060000
Офисное помещение;Продажа;Центр: Исторический;16.7;3006000
Офисное помещение;Продажа;Центр: Исторический;19.8;3564000
Свободного назначения;Продажа;5-й Заречный мкр;59.7;12990000
База/склад/производство;Продажа;Дударева д.;2.4;189000
Свободного назначения;Продажа;Центр: Исторический;118.2;5500000
Свободного назначения;Продажа;Центр: Исторический;120.1;12000000
База/склад/производство;Продажа;Тюменская слобода мкр.;3.5;249000
Свободного назначения;Продажа;Дударева д.;75.1;13900000
Свободного назначения;Продажа;Центр: Дом печати;105.2;32850000
Торговое помещение;Продажа;6 мкр;147.2;19700000
База/склад/производство;Продажа;Ново-Комарово;3.3;372000
Свободного назначения;Продажа;Центр: Дом печати;567.5;92800000
Готовый бизнес;Продажа;Центр: Драмтеатр;40.3;700000
Свободного назначения;Продажа;2-й Заречный мкр;53.9;8200000
Торговое помещение;Продажа;Тавда;129.6;7200000
Готовый бизнес;Продажа;5-й Заречный мкр;116.4;5500000
Свободного назначения;Продажа;микрорайон Тарманы;92.8;17632000
База/склад/производство;Продажа;Тюменский 3-й мкр.;3.6;350000
Торговое помещение;Продажа;Червишево с.;475.3;26000000
База/склад/производство;Продажа;микрорайон Парфёново;1365.7;39000000
База/склад/производство;Продажа;Рощино мкр.;1.6;180000
База/склад/производство;Продажа;Заречный мкр.;3.7;400000
Свободного назначения;Продажа;Центр: Дом печати;25.5;2030000
Офисное помещение;Продажа;Центр: Исторический;620.0;150000000
Готовый бизнес;Продажа;СМП;500.0;35000000
Свободного назначения;Продажа;3 мкр;161.8;10750000
База/склад/производство;Продажа;МЖК;5.7;269400
База/склад/производство;Продажа;МЖК;3.6;217200
База/склад/производство;Продажа;Дударева д.;3.9;390000
Коммерческий участок;Продажа;null;24300.0;60990000
База/склад/производство;Продажа;Комарово Парк мкр.;3.4;360000
Торговое помещение;Продажа;Югра мкр.;53.1;6700000
Свободного назначения;Продажа;ДОК;50.0;13300000
Готовый бизнес;Продажа;null;580.0;1790000
Офисное помещение;Продажа;Центр: Исторический;88.0;13500000
База/склад/производство;Продажа;Матмасы мкр.;5.0;300000
База/склад/производство;Продажа;МЖК;5.2;300400
База/склад/производство;Продажа;МЖК;4.8;279600
База/склад/производство;Продажа;МЖК;3.5;212000
База/склад/производство;Продажа;МЖК;3.7;203900
База/склад/производство;Продажа;МЖК;3.8;227600
База/склад/производство;Продажа;МЖК;2.8;212000
База/склад/производство;Продажа;МЖК;4.1;243200
Свободного назначения;Продажа;Восточный 2 мкр.;112.3;19000000
База/склад/производство;Продажа;МЖК;3.3;204900
База/склад/производство;Продажа;МЖК;4.9;284800
База/склад/производство;Продажа;МЖК;4.7;274400
База/склад/производство;Продажа;МЖК;3.1;191200
Свободного назначения;Продажа;Калининский округ, жилой район Комарово Парк;199.8;36900000
Свободного назначения;Продажа;жилой комплекс Речной Порт;59.0;19160000
Свободного назначения;Продажа;жилой комплекс Речной Порт;39.1;12940000
Свободного назначения;Продажа;Червишевский тракт мкр.;215.0;30450000
Свободного назначения;Продажа;Заречный мкр.;140.3;27790000
Свободного назначения;Продажа;Заречный мкр.;53.7;16700000
Свободного назначения;Продажа;Заречный мкр.;69.2;19040000
Свободного назначения;Продажа;Заречный мкр.;68.8;18940000
Свободного назначения;Продажа;null;454.0;60000000
Свободного назначения;Продажа;null;115.0;29770000
Свободного назначения;Продажа;Заречный мкр.;91.4;24960000
Свободного назначения;Продажа;Заречный мкр.;73.0;20060000
Свободного назначения;Продажа;null;85.4;23980000
Свободного назначения;Продажа;null;105.9;10400000
Свободного назначения;Продажа;null;95.6;26070000
Свободного назначения;Продажа;null;92.3;19170000
Свободного назначения;Продажа;null;111.2;20581250
Свободного назначения;Продажа;микрорайон Мыс;69.3;14600000
Свободного назначения;Продажа;микрорайон Мыс;70.6;14900000
Свободного назначения;Продажа;микрорайон Мыс;82.2;17300000
Свободного назначения;Продажа;микрорайон Мыс;90.6;18200000
Свободного назначения;Продажа;микрорайон Мыс;109.1;21820000
Коммерческий участок;Продажа;Луговое с.;1573.0;25000000
Свободного назначения;Продажа;Лесобаза мкр.;129.5;20072500
Свободного назначения;Продажа;Тарманы мкр.;258.6;52990000
Свободного назначения;Продажа;Европейский мкр.;52.2;16999000
Свободного назначения;Продажа;Червишевский тракт мкр.;234.0;40248000
Свободного назначения;Продажа;Червишевский тракт мкр.;100.2;19038000
Свободного назначения;Продажа;Червишевский тракт мкр.;78.2;16422000
Свободного назначения;Продажа;Червишевский тракт мкр.;105.7;18814600
Свободного назначения;Продажа;Червишевский тракт мкр.;55.9;12018500
Свободного назначения;Продажа;Червишевский тракт мкр.;70.1;14370500
Свободного назначения;Продажа;Червишевский тракт мкр.;81.2;16402400
Свободного назначения;Продажа;Червишевский тракт мкр.;91.7;18431700
Свободного назначения;Продажа;Червишевский тракт мкр.;107.9;20393000
Свободного назначения;Продажа;Червишевский тракт мкр.;179.4;33189000
Свободного назначения;Продажа;Центр: Дом печати;25.4;3500000
База/склад/производство;Продажа;Тюменская слобода мкр.;8.1;720000
База/склад/производство;Продажа;Заречный мкр.;4.2;350000
База/склад/производство;Продажа;Дом Обороны;3.3;500000
База/склад/производство;Продажа;Дом Обороны;3.1;500000
База/склад/производство;Продажа;Дом Обороны;5.3;650000
Свободного назначения;Продажа;Лесобаза мкр.;22.5;3500000
База/склад/производство;Продажа;микрорайон ДОК;3.7;600000
Торговое помещение;Продажа;5 мкр;49.3;20000000
Свободного назначения;Продажа;жилой район Айвазовский Сити;87.1;19410000
Свободного назначения;Продажа;1 мкр;16.4;2150000
Свободного назначения;Продажа;жилой район Айвазовский Сити;112.5;24050000
Свободного назначения;Продажа;жилой район Айвазовский Сити;87.6;19470000
Свободного назначения;Продажа;жилой район Айвазовский Сити;105.8;22820000
Свободного назначения;Продажа;жилой район Айвазовский Сити;90.9;20140000
Свободного назначения;Продажа;жилой район Айвазовский Сити;82.2;19360000
Свободного назначения;Продажа;жилой район Айвазовский Сити;78.2;19170000
Свободного назначения;Продажа;жилой район Айвазовский Сити;83.0;19050000
Свободного назначения;Продажа;жилой район Айвазовский Сити;165.3;32210000
Свободного назначения;Продажа;жилой район Айвазовский Сити;70.8;18510000
Свободного назначения;Продажа;жилой район Айвазовский Сити;85.3;18660000
Свободного назначения;Продажа;жилой район Айвазовский Сити;122.2;25810000
Свободного назначения;Продажа;жилой район Айвазовский Сити;113.2;24120000
Свободного назначения;Продажа;жилой район Айвазовский Сити;84.5;19210000
Свободного назначения;Продажа;жилой район Айвазовский Сити;74.5;19450000
Торговое помещение;Продажа;Дом Обороны;45.0;16000000
База/склад/производство;Продажа;Зеленые Аллеи (Ирбитский тракт);4.0;500000
База/склад/производство;Продажа;Центр: Дом печати;5.0;590000
Свободного назначения;Продажа;ДОК;121.1;19990000
Свободного назначения;Продажа;6 мкр;76.9;20000000
База/склад/производство;Продажа;ДОК;3.3;350000
База/склад/производство;Продажа;Европейский мкр.;3.1;626790
База/склад/производство;Продажа;Дударева д.;2.3;200000
Готовый бизнес;Продажа;Югра мкр.;76.7;890000
Торговое помещение;Продажа;Югра мкр.;76.7;6500000
Торговое помещение;Продажа;Центр: Драмтеатр;45.0;9100000
База/склад/производство;Продажа;Ожогино;13.6;1250000
База/склад/производство;Продажа;Дударева д.;3.8;295000
База/склад/производство;Продажа;Зеленые Аллеи (Ирбитский тракт);4.3;410000
Свободного назначения;Продажа;6 мкр;144.9;20150000
Свободного назначения;Продажа;Дударева д.;67.8;12000000
Свободного назначения;Продажа;Центр: КПД;93.0;9500000
База/склад/производство;Продажа;Мыс мкр.;3.9;495000
База/склад/производство;Продажа;Мыс мкр.;4.0;495000
Свободного назначения;Продажа;Московский тракт мкр.;28.6;3300000
Офисное помещение;Продажа;Заречный мкр.;10.8;2592000
Свободного назначения;Продажа;Заречный мкр.;11.3;2736000
Торговое помещение;Продажа;Центр: Исторический;12.0;850000
Свободного назначения;Продажа;Усть-Ницинское с.;10.0;8500000
База/склад/производство;Продажа;Дударева д.;2.4;250000
Готовый бизнес;Продажа;Богандинский пгт;35.4;4700000
Готовый бизнес;Продажа;У озера квартал;52.0;1000000
База/склад/производство;Продажа;Дударева д.;2.1;219000
Коммерческий участок;Продажа;Богандинский пгт;300.0;30000000
Готовый бизнес;Продажа;5-й Заречный мкр;52.5;2200000
Торговое помещение;Продажа;Нижняя Тавда с.;81.1;4300000
Свободного назначения;Продажа;Центр: Дом печати;109.9;7939000
