Тип объекта;Тип заявки;Район;Площадь;Цена
Свободного назначения;Продажа;Мыс мкр.;898.3;70000000
Готовый бизнес;Продажа;1 мкр;169.0;11000000
Торговое помещение;Продажа;Геолог-2 с/о;121.4;9250000
Торговое помещение;Продажа;Исетское;175.5;4150000
Коммерческий участок;Продажа;Центр: Исторический;585.0;39900000
Свободного назначения;Продажа;Дударева д.;131.0;22700000
База/склад/производство;Продажа;Дударева д.;3.6;385000
База/склад/производство;Продажа;Дударева д.;3.2;335000
Торговое помещение;Продажа;Лесобаза мкр.;825.3;150000000
Свободного назначения;Продажа;Европейский мкр.;60.4;13250000
Свободного назначения;Продажа;Европейский мкр.;60.5;13500000
Свободного назначения;Продажа;Электрон;120.1;18800000
База/склад/производство;Продажа;Лесобаза мкр.;1756.6;175000000
База/склад/производство;Продажа;Богандинский пгт;30792.0;80000000
Торговое помещение;Продажа;микрорайон Антипино;181.0;8900000
База/склад/производство;Продажа;Европейский мкр.;6.0;1900000
База/склад/производство;Продажа;Европейский мкр.;9.0;680000
Свободного назначения;Продажа;5-й Заречный мкр;181.8;37560000
Свободного назначения;Продажа;Рощино мкр.;100.0;17000000
Торговое помещение;Продажа;Тюменский 3-й мкр.;70.7;13800000
Свободного назначения;Продажа;Электрон;122.7;26386950
Свободного назначения;Продажа;Электрон;87.4;18957120
Свободного назначения;Продажа;Электрон;97.4;20934550
Свободного назначения;Продажа;Электрон;56.9;13366800
Свободного назначения;Продажа;Электрон;59.8;14055350
Свободного назначения;Продажа;Электрон;62.2;14317500
Свободного назначения;Продажа;Электрон;76.6;17239500
Свободного назначения;Продажа;Электрон;81.4;17826600
Свободного назначения;Продажа;Электрон;103.7;22295500
Свободного назначения;Продажа;Электрон;98.9;21269950
Свободного назначения;Продажа;Электрон;72.6;16337250
Свободного назначения;Продажа;Электрон;70.3;15824250
Свободного назначения;Продажа;Электрон;34.0;8502500
Свободного назначения;Продажа;Электрон;62.5;14363500
Свободного назначения;Продажа;Электрон;38.2;9542500
Свободного назначения;Продажа;Электрон;82.7;18120060
Свободного назначения;Продажа;Электрон;67.6;15214500
Свободного назначения;Продажа;Электрон;61.2;14080600
Свободного назначения;Продажа;Электрон;68.2;15351750
Свободного назначения;Продажа;Электрон;79.8;17564800
Свободного назначения;Продажа;Электрон;71.2;16020000
Свободного назначения;Продажа;Электрон;83.4;18260220
Свободного назначения;Продажа;Электрон;83.1;18203280
Свободного назначения;Продажа;Электрон;81.0;17730240
Свободного назначения;Продажа;Электрон;83.4;17518200
Свободного назначения;Продажа;Центр: Исторический;60.2;9600000
Свободного назначения;Продажа;Комарово Парк мкр.;63.3;13762100
Свободного назначения;Продажа;Комарово Парк мкр.;82.4;16867700
Свободного назначения;Продажа;Комарово Парк мкр.;87.7;17952600
Свободного назначения;Продажа;СМП;120.2;6010000
Свободного назначения;Продажа;Дом Обороны;31.1;2976000
Свободного назначения;Продажа;Дом Обороны;37.1;8999000
Торговое помещение;Продажа;Дом Обороны;62.1;13525000
Торговое помещение;Продажа;Дом Обороны;90.6;21527000
Свободного назначения;Продажа;Тюменский 1-й мкр.;90.0;13000000
Свободного назначения;Продажа;5-й Заречный мкр;22.9;6950000
Коммерческий участок;Продажа;Горьковка с.;5005.0;6300000
Свободного назначения;Продажа;Загородный дом с/о;350.0;25000000
Свободного назначения;Продажа;Плеханово;25.6;6420000
Свободного назначения;Продажа;Плеханово;39.8;9667000
Свободного назначения;Продажа;Плеханово;40.1;9747000
Свободного назначения;Продажа;Плеханово;45.3;11012500
Свободного назначения;Продажа;Плеханово;54.1;11221500
Свободного назначения;Продажа;Плеханово;64.7;10613000
Свободного назначения;Продажа;Плеханово;67.3;10720000
Свободного назначения;Продажа;Плеханово;79.4;18374500
Свободного назначения;Продажа;Плеханово;80.9;20073000
Свободного назначения;Продажа;Плеханово;87.2;16772500
Свободного назначения;Продажа;Плеханово;89.3;15502000
Свободного назначения;Продажа;Плеханово;90.8;15771000
Свободного назначения;Продажа;Плеханово;96.7;14914000
Свободного назначения;Продажа;Плеханово;104.3;16089500
Свободного назначения;Продажа;Плеханово;156.3;24106500
Свободного назначения;Продажа;Центр: Драмтеатр;4408.8;250000000
Свободного назначения;Продажа;Рощино мкр.;56.8;8490000
Готовый бизнес;Продажа;Тюменский 1-й мкр.;65.0;22000000
База/склад/производство;Продажа;null;3276.0;300000000
База/склад/производство;Продажа;Дом Обороны;346.0;70000000
Свободного назначения;Продажа;Червишевский тракт мкр.;23.9;6100000
Свободного назначения;Продажа;Тугулым пгт;506.0;27000000
База/склад/производство;Продажа;Тюменская слобода мкр.;4.1;370000
Коммерческий участок;Продажа;район пос. Антипино;5270.0;13000000
База/склад/производство;Продажа;Московский тракт мкр.;4.1;335000
Свободного назначения;Продажа;Центр: Дом печати;139.1;26950000
База/склад/производство;Продажа;1-й Заречный мкр;3.0;455000
Торговое помещение;Продажа;Центр: Дом печати;85.7;10000000
Торговое помещение;Продажа;Тугулым пгт;506.0;27000000
Торговое помещение;Продажа;Центр: Драмтеатр;79.6;8900000
Свободного назначения;Продажа;3 мкр;260.0;20500000
Свободного назначения;Продажа;Центр: Драмтеатр;83.7;11025000
База/склад/производство;Продажа;Тюменская слобода мкр.;5.4;440000
Свободного назначения;Продажа;2-й Заречный мкр;105.2;9900000
База/склад/производство;Продажа;Тарманы мкр.;4.0;280000
База/склад/производство;Продажа;Тарманы мкр.;4.0;260000
Торговое помещение;Продажа;Исетское;438.5;27000000
Свободного назначения;Продажа;Центр: КПД;74.7;19030000
Свободного назначения;Продажа;Центр: КПД;106.3;26840000
Свободного назначения;Продажа;Центр: КПД;99.1;25090000
Свободного назначения;Продажа;Центр: КПД;74.6;19920000
Свободного назначения;Продажа;Центр: КПД;73.5;18750000
Офисное помещение;Продажа;Гилевская Роща;13.1;1697760
Готовый бизнес;Продажа;Дударева д.;70.0;2390000
Офисное помещение;Продажа;1 мкр;42.1;4600000
Свободного назначения;Продажа;Винзили рп.;210.0;7000000
Свободного назначения;Продажа;Южный;712.9;184000000
Свободного назначения;Продажа;Центр: Драмтеатр;144.3;7000000
Свободного назначения;Продажа;Лесобаза мкр.;32.0;5650000
Свободного назначения;Продажа;Лесобаза мкр.;47.4;8250000
Свободного назначения;Продажа;Лесобаза мкр.;81.0;11900000
Свободного назначения;Продажа;Лесобаза мкр.;47.4;8250000
Свободного назначения;Продажа;У озера квартал;39.3;6570000
Свободного назначения;Продажа;Лесобаза мкр.;51.8;8550000
Свободного назначения;Продажа;Плеханово;78.8;16010000
Свободного назначения;Продажа;Плеханово;116.0;22500000
Свободного назначения;Продажа;Плеханово;119.8;19561500
Свободного назначения;Продажа;Центр: Драмтеатр;1225.2;53000000
Коммерческий участок;Продажа;null;36297.0;13000000
Свободного назначения;Продажа;Плеханово;235.0;67000000
Коммерческий участок;Продажа;Чикча с.;47917.0;2000000
Коммерческий участок;Продажа;Новотарманский п.;24000.0;2650000
Коммерческий участок;Продажа;Строитель с/о (Салаирский тракт);152284.0;62000000
Свободного назначения;Продажа;3-й Заречный мкр;126.4;29700000
Готовый бизнес;Продажа;Центр: Драмтеатр;97.0;7000000
Свободного назначения;Продажа;Плеханово;44.5;10688000
Свободного назначения;Продажа;Плеханово;45.1;10608500
Свободного назначения;Продажа;Плеханово;45.4;10668000
Свободного назначения;Продажа;Плеханово;50.7;12424500
Свободного назначения;Продажа;Войновка мкр.;227.0;15350000
Свободного назначения;Продажа;Плеханово;65.8;10423000
Свободного назначения;Продажа;Плеханово;68.5;12591500
Свободного назначения;Продажа;Плеханово;69.3;10885000
Свободного назначения;Продажа;Плеханово;71.3;13475000
Свободного назначения;Продажа;Плеханово;78.5;12334000
Свободного назначения;Продажа;Плеханово;145.4;22827500
Свободного назначения;Продажа;Центр: КПД;88.6;6600000
Коммерческий участок;Продажа;null;104630.0;800000
Торговое помещение;Продажа;Сельмаш;1050.0;82460000
Свободного назначения;Продажа;Дом Обороны;14392.0;60000000
Свободного назначения;Продажа;Тюменская слобода мкр.;91.9;21900000
Свободного назначения;Продажа;Тюменская слобода мкр.;16.4;5100000
Свободного назначения;Продажа;Тюменская слобода мкр.;30.8;8500000
Свободного назначения;Продажа;Тюменская слобода мкр.;33.3;8900000
Свободного назначения;Продажа;Тюменская слобода мкр.;34.0;9100000
Свободного назначения;Продажа;Тюменская слобода мкр.;35.3;9500000
Свободного назначения;Продажа;Тюменская слобода мкр.;37.3;9100000
Свободного назначения;Продажа;Тюменская слобода мкр.;35.5;9300000
Свободного назначения;Продажа;Тюменская слобода мкр.;42.6;11100000
Свободного назначения;Продажа;Тюменская слобода мкр.;39.5;10500000
Свободного назначения;Продажа;Тюменская слобода мкр.;40.4;11100000
Свободного назначения;Продажа;Тюменская слобода мкр.;40.7;11100000
Свободного назначения;Продажа;Тюменская слобода мкр.;45.9;11100000
Свободного назначения;Продажа;Тюменская слобода мкр.;46.2;12100000
Свободного назначения;Продажа;Тюменская слобода мкр.;50.8;12100000
Свободного назначения;Продажа;Тюменская слобода мкр.;68.5;18000000
Свободного назначения;Продажа;Тюменская слобода мкр.;90.0;22000000
Свободного назначения;Продажа;Княжева мкр.;212.0;25000000
Торговое помещение;Продажа;Рощино мкр.;60.1;9900000
Свободного назначения;Продажа;микрорайон Тюменская Слобода, жилой комплекс Уездные Кварталы;38.1;8400000
Свободного назначения;Продажа;микрорайон Тюменская Слобода, жилой комплекс Уездные Кварталы;38.9;8500000
Свободного назначения;Продажа;Тюменская слобода мкр.;38.9;8600000
Свободного назначения;Продажа;Тюменская слобода мкр.;41.4;9000000
Свободного назначения;Продажа;микрорайон Тюменская Слобода, жилой комплекс Уездные Кварталы;42.7;9000000
Свободного назначения;Продажа;микрорайон Тюменская Слобода, жилой комплекс Уездные Кварталы;41.9;9000000
Свободного назначения;Продажа;микрорайон Тюменская Слобода, жилой комплекс Уездные Кварталы;44.9;9600000
Свободного назначения;Продажа;микрорайон Тюменская Слобода, жилой комплекс Уездные Кварталы;46.7;10000000
Свободного назначения;Продажа;Тюменская слобода мкр.;47.7;10100000
Свободного назначения;Продажа;микрорайон Тюменская Слобода, жилой комплекс Уездные Кварталы;60.4;13100000
Свободного назначения;Продажа;Тюменская слобода мкр.;64.4;13600000
Свободного назначения;Продажа;Тюменская слобода мкр.;64.5;13600000
Готовый бизнес;Продажа;Центр: Драмтеатр;118.0;1690000
Торговое помещение;Продажа;Центр: Драмтеатр;640.7;175000000
Свободного назначения;Продажа;Кыштырла д.;6324.0;11900001
Коммерческий участок;Продажа;Долина Есаулова КП;20231.0;6100000
Торговое помещение;Продажа;Центр: Драмтеатр;28.9;3650000
Торговое помещение;Продажа;Центр: Драмтеатр;80.0;12100000
Свободного назначения;Продажа;Червишевский тракт мкр.;78.2;15907300
Свободного назначения;Продажа;Червишевский тракт мкр.;50.1;12372000
Свободного назначения;Продажа;Червишевский тракт мкр.;52.2;11059800
Свободного назначения;Продажа;Червишевский тракт мкр.;75.0;14962500
Свободного назначения;Продажа;Червишевский тракт мкр.;76.8;16371600
Свободного назначения;Продажа;Червишевский тракт мкр.;53.6;11298800
Свободного назначения;Продажа;Червишевский тракт мкр.;76.6;15431700
Офисное помещение;Продажа;Центр: Драмтеатр;30.9;4500000
Свободного назначения;Продажа;Червишевский тракт мкр.;76.6;15335100
Свободного назначения;Продажа;Червишевский тракт мкр.;85.6;17798800
Свободного назначения;Продажа;Червишевский тракт мкр.;91.1;17523400
Свободного назначения;Продажа;Червишевский тракт мкр.;150.9;27615600
Свободного назначения;Продажа;Червишевский тракт мкр.;70.6;13261200
Свободного назначения;Продажа;Червишевский тракт мкр.;85.7;16818600
Свободного назначения;Продажа;Червишевский тракт мкр.;117.1;20600300
Коммерческий участок;Продажа;р-н Грин Парк КП;17725.0;5000000
Коммерческий участок;Продажа;Казаки КП;150000.0;37000000
Коммерческий участок;Продажа;null;83593.0;39000000
Коммерческий участок;Продажа;null;14303.0;6750000
Коммерческий участок;Продажа;Калининский округ;4650.0;90000000
Торговое помещение;Продажа;Стрела;135.7;11000000
Коммерческий участок;Продажа;Ленинский округ;1199.0;4000000
Коммерческий участок;Продажа;Гилевская Роща;2027.0;4999000
Коммерческий участок;Продажа;null;113008.0;1100000
Коммерческий участок;Продажа;null;112999.0;1100000
Коммерческий участок;Продажа;null;113009.0;1100000
Свободного назначения;Продажа;Центр: Студгородок;50.3;13310000
Свободного назначения;Продажа;Центр: Студгородок;78.1;19910000
Свободного назначения;Продажа;Центр: Студгородок;116.1;26840000
Свободного назначения;Продажа;Центр: Студгородок;126.5;29260000
Свободного назначения;Продажа;Тюменская слобода мкр.;40.6;10100000
Свободного назначения;Продажа;Тюменская слобода мкр.;569.1;110950000
Коммерческий участок;Продажа;null;43000.0;96000000
Коммерческий участок;Продажа;Кулаково с.;43000.0;97000000
Коммерческий участок;Продажа;Торгили п.;80000.0;17500000
Коммерческий участок;Продажа;Яровское с/о;6300.0;35000000
Свободного назначения;Продажа;Лесобаза мкр.;61.6;10500000
Свободного назначения;Продажа;Лесобаза мкр.;39.3;6570000
Свободного назначения;Продажа;Лесобаза мкр.;57.1;10000000
Свободного назначения;Продажа;Лесобаза мкр.;60.8;10300000
Свободного назначения;Продажа;Лесобаза мкр.;56.3;10000000
Свободного назначения;Продажа;Лесобаза мкр.;56.9;10000000
Свободного назначения;Продажа;Лесобаза мкр.;61.5;10400000
Свободного назначения;Продажа;Червишевский тракт мкр.;169.7;30500000
Свободного назначения;Продажа;Червишевский тракт мкр.;141.2;28000000
Коммерческий участок;Продажа;Богандинский пгт;39108.0;26533000
Свободного назначения;Продажа;Центр: Драмтеатр;67.0;27900000
Коммерческий участок;Продажа;Червишево с.;1000.0;1500000
Свободного назначения;Продажа;Весна с/о;100.0;19000000
Коммерческий участок;Продажа;Луговое с.;100.0;1490000
Коммерческий участок;Продажа;Борки с.;429964.0;13500000
Свободного назначения;Продажа;Плеханово;69.2;13820000
Коммерческий участок;Продажа;null;421.4;9900000
База/склад/производство;Продажа;Тюменская слобода мкр.;4.2;250000
Свободного назначения;Продажа;микрорайон Восточный;407.7;67000000
Свободного назначения;Продажа;Центр: Драмтеатр;46.8;5500000
Торговое помещение;Продажа;микрорайон ДОК;97.7;19600000
База/склад/производство;Продажа;ДОК;3.5;372000
Коммерческий участок;Продажа;Велижаны с.;595782.0;1100000
База/склад/производство;Продажа;Дубровное с.;298.5;4000000
Торговое помещение;Продажа;2 мкр;221.3;21000000
Свободного назначения;Продажа;Салаирка с.;65.8;1990000
Коммерческий участок;Продажа;Ермолина д.;10005.0;1450000
Свободного назначения;Продажа;Центр: Дом печати;88.1;18858000
Свободного назначения;Продажа;Плеханово;127.9;25912740
Коммерческий участок;Продажа;Ленинский округ;10001.0;9400000
Свободного назначения;Продажа;Плеханово;289.1;69899000
Свободного назначения;Продажа;Молчанова д.;112.8;6700000
Коммерческий участок;Продажа;null;29998.0;11000000
Коммерческий участок;Продажа;null;15005.0;5950000
Коммерческий участок;Продажа;null;15003.0;5950000
Коммерческий участок;Продажа;null;13821.0;5950000
Коммерческий участок;Продажа;null;13811.0;5950000
Коммерческий участок;Продажа;null;13889.0;5950000
Коммерческий участок;Продажа;null;13890.0;5950000
Коммерческий участок;Продажа;Мальцево с.;20997.0;70000000
Коммерческий участок;Продажа;null;15454.0;9200000
Свободного назначения;Продажа;Лесобаза мкр.;38.0;6400000
Коммерческий участок;Продажа;null;10000.0;15000000
База/склад/производство;Продажа;Лесобаза мкр.;2.9;300000
База/склад/производство;Продажа;МЖК;3.5;600000
Свободного назначения;Продажа;null;1691.2;7600000
Коммерческий участок;Продажа;Борки с.;2400.0;5500000
Коммерческий участок;Продажа;null;6168.0;12700000
Коммерческий участок;Продажа;null;48531.0;108000000
Свободного назначения;Продажа;Маяк мкр.;112.2;5900000
Свободного назначения;Продажа;Маяк мкр.;140.7;5900000
База/склад/производство;Продажа;Восточный 3 мкр.;2.7;350000
Свободного назначения;Продажа;микрорайон Рощино;93.5;13800000
Коммерческий участок;Продажа;Малые Велижаны;153054.0;2400000
Коммерческий участок;Продажа;Нижняя Тавда с.;60117.0;1200000
Свободного назначения;Продажа;Центр: КПД;56.0;15218000
Свободного назначения;Продажа;Центр: КПД;64.8;12588000
Свободного назначения;Продажа;Центр: КПД;66.3;12869000
Свободного назначения;Продажа;Центр: КПД;70.4;15723000
Свободного назначения;Продажа;Центр: КПД;78.1;16685000
Свободного назначения;Продажа;6 мкр;225.2;22500000
Свободного назначения;Продажа;Червишевский тракт мкр.;18.0;3715000
Свободного назначения;Продажа;Дом Обороны;645.0;39000000
Свободного назначения;Продажа;Дом Обороны;37.1;9000000
Свободного назначения;Продажа;6 мкр;77.2;3990000
Свободного назначения;Продажа;МЖК;85.0;16450000
База/склад/производство;Продажа;Центр: Дом печати;4.7;600000
Коммерческий участок;Продажа;Зубарева д.;10000.0;14000000
База/склад/производство;Продажа;Студенческий городок СХИ;10.0;550000
Коммерческий участок;Продажа;null;24609.0;55987000
Свободного назначения;Продажа;Центр: Драмтеатр;334.5;19000000
Свободного назначения;Продажа;Центр: Драмтеатр;170.5;14000000
Коммерческий участок;Продажа;"Коттеджный поселок ""Новая Казанка""";10000.0;880000
Коммерческий участок;Продажа;Есаулова д.;81201.0;45000000
Коммерческий участок;Продажа;Кунчур п.;476786.0;14200000
Коммерческий участок;Продажа;null;32409.0;73633000
База/склад/производство;Продажа;Дударева д.;3.5;320000
База/склад/производство;Продажа;Тугулым пос.;1000.0;7000000
Офисное помещение;Продажа;Дом Обороны;1010.8;155000000
Коммерческий участок;Продажа;Головина;26001.0;20000000
Торговое помещение;Продажа;Центр: Драмтеатр;415.6;104000000
Офисное помещение;Продажа;Электрон;16.5;1800000
Свободного назначения;Продажа;Дом Обороны;89.4;7400000
Коммерческий участок;Продажа;Большекрутинская д;98768.0;162000000
Свободного назначения;Продажа;Тюменская слобода мкр.;40.0;11750000
Свободного назначения;Продажа;Тюменская слобода мкр.;68.1;17350000
Коммерческий участок;Продажа;null;15186.0;43280000
Свободного назначения;Продажа;Центр: КПД;54.4;13209000
Коммерческий участок;Продажа;район СТ Плодовое;2400.0;5100000
База/склад/производство;Продажа;Богандинский пгт;112.4;4500000
Торговое помещение;Продажа;Центр: Дом печати;156.3;16500000
Коммерческий участок;Продажа;null;234934.0;13000000
Коммерческий участок;Продажа;null;921447.0;30000000
Торговое помещение;Продажа;Рафайлово;230.0;8500000
Коммерческий участок;Продажа;Мальцево с.;47127.0;14200000
Свободного назначения;Продажа;микрорайон ДОК;70.5;12430000
Свободного назначения;Продажа;Мыс мкр.;137.6;19663572
Свободного назначения;Продажа;микрорайон Лесобаза, жилой комплекс Кедровый Берег;96.9;18290000
Свободного назначения;Продажа;микрорайон Лесобаза, жилой комплекс Кедровый Берег;68.7;13190000
Свободного назначения;Продажа;микрорайон Лесобаза, жилой комплекс Кедровый Берег;120.7;22990000
Свободного назначения;Продажа;микрорайон Лесобаза, жилой комплекс Кедровый Берег;99.7;18990000
Свободного назначения;Продажа;СМП;400.0;40000000
Свободного назначения;Продажа;СМП;127.0;15875000
Готовый бизнес;Продажа;МЖК;560.0;11500000
Готовый бизнес;Продажа;Центр: Исторический;60.0;1350000
База/склад/производство;Продажа;Дом Обороны;3.0;252000
Торговое помещение;Продажа;null;48.7;5600000
Торговое помещение;Продажа;1-й Заречный мкр;633.7;100000000
База/склад/производство;Продажа;Зеленые Аллеи (Ирбитский тракт);4.0;405000
Торговое помещение;Продажа;Центр: Драмтеатр;67.0;5350000
Торговое помещение;Продажа;Центр: Драмтеатр;69.5;5500000
Торговое помещение;Продажа;Центр: Драмтеатр;72.2;7460000
Торговое помещение;Продажа;Центр: Драмтеатр;63.4;5200000
Коммерческий участок;Продажа;Кулига с.;21112.0;1099000
Коммерческий участок;Продажа;Кулига с.;18719.0;2999000
Готовый бизнес;Продажа;Тугулым пгт;24.0;7200000
Свободного назначения;Продажа;Центр: КПД;53.3;11000000
Свободного назначения;Продажа;Плеханово;44.5;10000000
Офисное помещение;Продажа;микрорайон Тюменский-1;5412.0;470000000
Офисное помещение;Продажа;Тюменский 3-й мкр.;88.9;10500000
Коммерческий участок;Продажа;Борки с.;92308.0;9000000
Коммерческий участок;Продажа;Каскара с.;50194.0;186200000
Готовый бизнес;Продажа;МЖК;28.0;2000000
Свободного назначения;Продажа;Центр: Дом печати;36.5;8130000
Свободного назначения;Продажа;Центр: Дом печати;35.8;8000000
Свободного назначения;Продажа;Центр: Дом печати;36.5;8130000
Свободного назначения;Продажа;Ново-Патрушево мкр.;100.6;24000000
База/склад/производство;Продажа;Ожогино;13.0;1300000
Свободного назначения;Продажа;микрорайон ДОК;172.1;28000000
Свободного назначения;Продажа;Тюменская слобода мкр.;104.2;25000000
Свободного назначения;Продажа;Тюменская слобода мкр.;162.8;38000000
Свободного назначения;Продажа;Центр: Драмтеатр;91.9;36830000
Свободного назначения;Продажа;Центр: Драмтеатр;87.4;34501000
Коммерческий участок;Продажа;Ленинский округ;4552.0;26000000
Свободного назначения;Продажа;Дом Обороны;34.3;3293000
Свободного назначения;Продажа;Дом Обороны;34.4;3100000
Свободного назначения;Продажа;Дом Обороны;68.7;5771000
Свободного назначения;Продажа;Дом Обороны;96.4;8098000
Свободного назначения;Продажа;Дом Обороны;28.4;11886000
База/склад/производство;Продажа;Югра мкр.;4.0;310000
Коммерческий участок;Продажа;Полиграфист с/о;3177.0;9900000
Коммерческий участок;Продажа;Нерда с/о;1547.0;3100000
Свободного назначения;Продажа;Центр: КПД;30.0;7000000
База/склад/производство;Продажа;ДОК;3.6;390000
Свободного назначения;Продажа;Центр: Драмтеатр;115.0;19500000
Готовый бизнес;Продажа;Тюнево с.;1718.0;6000000
База/склад/производство;Продажа;Плеханово;3.4;250000
Свободного назначения;Продажа;микрорайон Матмасы;186.0;6500000
Коммерческий участок;Продажа;Борки с.;8756.0;10000000
Свободного назначения;Продажа;особая экономическая зона туристско-рекреационного типа Бирюзовая Катунь;2685.0;330000000
Коммерческий участок;Продажа;Воровского;300.0;12000000
Торговое помещение;Продажа;Центр: КПД;65.0;8500000
База/склад/производство;Продажа;Дударева д.;3.3;270000
База/склад/производство;Продажа;Дударева д.;3.4;270000
Торговое помещение;Продажа;Дубровное с.;277.0;10300000
Коммерческий участок;Продажа;null;3483600.0;5000000
База/склад/производство;Продажа;Дом Обороны;4.0;322000
База/склад/производство;Продажа;Дом Обороны;4.8;378000
База/склад/производство;Продажа;Дом Обороны;5.3;413000
База/склад/производство;Продажа;Дом Обороны;3.5;287000
Свободного назначения;Продажа;Московский тракт мкр.;59.7;8400000
Коммерческий участок;Продажа;Тангачи д.;38218.0;3800000
Коммерческий участок;Продажа;Тангачи д.;32097.0;3200000
База/склад/производство;Продажа;Европейский мкр.;4.4;540000
База/склад/производство;Продажа;Лесобаза мкр.;1356.0;180000000
База/склад/производство;Продажа;null;405.0;40000000
Торговое помещение;Продажа;Стрела;22.5;3150000
База/склад/производство;Продажа;Дом Обороны;4.8;378000
Коммерческий участок;Продажа;Геолог-2 с/о;400.0;3500000
База/склад/производство;Продажа;Дом Обороны;5.1;399000
База/склад/производство;Продажа;Дом Обороны;4.4;350000
База/склад/производство;Продажа;Дом Обороны;4.2;336000
Свободного назначения;Продажа;Войновка мкр.;182.9;3700000
Коммерческий участок;Продажа;Дом Обороны;2730.0;58000000
Офисное помещение;Продажа;Центр: Драмтеатр;41.5;5800000
Коммерческий участок;Продажа;null;96000.0;15900000
Коммерческий участок;Продажа;null;384000.0;15900000
Торговое помещение;Продажа;Центр: Драмтеатр;36.0;14500000
Свободного назначения;Продажа;ЖК Символ;48.4;8590000
Готовый бизнес;Продажа;Липчинское с.;30.0;13000000
База/склад/производство;Продажа;Ембаево с.;500.0;47000000
Торговое помещение;Продажа;Тюменский 1-й мкр.;63.0;6500000
Торговое помещение;Продажа;Исетское;671.8;15000000
Торговое помещение;Продажа;Лесная поляна с/о (Салаирский тракт);58.0;4800000
Коммерческий участок;Продажа;Луговое с.;1656.0;6000000
Коммерческий участок;Продажа;1-й Заречный мкр;471.0;3300000
Коммерческий участок;Продажа;Нерда с/о;3800.0;5300000
Офисное помещение;Продажа;Дударева д.;69.4;12500000
Свободного назначения;Продажа;Комарово Парк мкр.;46.8;10690000
Свободного назначения;Продажа;ЖК Символ;28.0;7790000
Свободного назначения;Продажа;ЖК Символ;172.2;30390000
Свободного назначения;Продажа;Комарово Парк мкр.;47.5;11390000
База/склад/производство;Продажа;Тюменская слобода мкр.;4.2;500000
Свободного назначения;Продажа;Плеханово;60.9;9178000
Свободного назначения;Продажа;Плеханово;62.2;10963000
Свободного назначения;Продажа;Плеханово;71.2;9980000
Свободного назначения;Продажа;Плеханово;74.6;10863000
Свободного назначения;Продажа;Плеханово;89.8;13036000
Свободного назначения;Продажа;2-й Заречный мкр;85.3;7000000
База/склад/производство;Продажа;Тюменский 1-й мкр.;5.6;434000
База/склад/производство;Продажа;Тюменский 1-й мкр.;3.8;310000
База/склад/производство;Продажа;Тюменский 1-й мкр.;3.9;315000
База/склад/производство;Продажа;Тюменский 1-й мкр.;4.1;330000
База/склад/производство;Продажа;Тюменский 1-й мкр.;4.0;325000
База/склад/производство;Продажа;Тюменский 1-й мкр.;5.2;410000
База/склад/производство;Продажа;Тюменский 1-й мкр.;5.3;415000
Свободного назначения;Продажа;микрорайон ДОК;101.1;16176000
Свободного назначения;Продажа;микрорайон ДОК;101.7;16272000
Коммерческий участок;Продажа;Велижаны с.;31274.0;1800000
Коммерческий участок;Продажа;Верхнебешкиль;930.0;1600000
Коммерческий участок;Продажа;null;198000.0;10000000
Коммерческий участок;Продажа;Падерина д.;930.0;6350000
База/склад/производство;Продажа;Тюменская слобода мкр.;4.6;530000
Коммерческий участок;Продажа;микрорайон Войновка;1500.0;9000000
Свободного назначения;Продажа;2-й Заречный мкр;50.3;7250000
Свободного назначения;Продажа;МЖК;23.6;4950000
Свободного назначения;Продажа;МЖК;81.0;7950000
Свободного назначения;Продажа;МЖК;50.0;9500000
Свободного назначения;Продажа;Южный;468.2;14900000
Свободного назначения;Продажа;5-й Заречный мкр;115.0;18000000
Коммерческий участок;Продажа;Ленинский округ;1200.0;4000000
Свободного назначения;Продажа;Червишевский тракт мкр.;86.6;20000000
Коммерческий участок;Продажа;район пос. Антипино;11000.0;79500000
Коммерческий участок;Продажа;район пос. Антипино;11000.0;80500000
Коммерческий участок;Продажа;Борки с.;10000.0;1250000
Торговое помещение;Продажа;Насекина д.;107.0;6300000
Коммерческий участок;Продажа;Криводанова д.;47916.0;1350000
Коммерческий участок;Продажа;Криводанова д.;47916.0;1350000
Коммерческий участок;Продажа;р-н Яровское с/о;8327.0;67000000
Коммерческий участок;Продажа;null;29000.0;15000000
Коммерческий участок;Продажа;Борки с.;10000.0;500000
Коммерческий участок;Продажа;Борки с.;10000.0;500000
Коммерческий участок;Продажа;Борки с.;10000.0;500000
Коммерческий участок;Продажа;Борки с.;10000.0;500000
Коммерческий участок;Продажа;Борки с.;10000.0;500000
Коммерческий участок;Продажа;Борки с.;10000.0;500000
Коммерческий участок;Продажа;Борки с.;10000.0;500000
Коммерческий участок;Продажа;Борки с.;10000.0;500000
Коммерческий участок;Продажа;Борки с.;14056.0;700000
Коммерческий участок;Продажа;Борки с.;10000.0;500000
Коммерческий участок;Продажа;Борки с.;10000.0;500000
Коммерческий участок;Продажа;Борки с.;10000.0;500000
Коммерческий участок;Продажа;Борки с.;10000.0;500000
База/склад/производство;Продажа;Богандинский пгт;1900.0;60000000
Коммерческий участок;Продажа;Горьковка с.;10000.0;13116000
Готовый бизнес;Продажа;Центр: КПД;18.0;500000
Торговое помещение;Продажа;Стрела;17.6;2640000
Торговое помещение;Продажа;Стрела;32.1;4654500
